reviewText,AspectTerm,Sentiment
"You get a lot for the money. The cord worked, the 12volt worked, and the AC plug worked, once! The second try it would not charge the ipod. Like I said, you pay cheap, you get cheap!",ipod,neutral
"Staff were excellent and friendly and the location was perfect , being close to Newberry Street and Boylston Street shops and restaurants .",location general,positive
The beach was within easy walking distance .,location general,positive
"switch is ok really wanted a wireless remote, but this will do for now, it comes in handy and helps to steady my shot......Canon Remote Switch RS60 E3",switch,neutral
This is one of the best Kashi products .,food general,positive
"This is an OK backdrop pole set; however, when all the horizontal pieces are used, the center sags quite a bit even before you clip a backdrop onto it.",backdrop,neutral
"It is clean , well kept with minimalist modern decor and the staff are extremely friendly and helpful .",service general,negative
"I paid the extra bucks for the interval function to use my canon sl1.... don't waste your money. The only thing that works with the sl1 is keeping the button pressed down. The camera has a visible timer when live view is in use. (Yes, I was using bulb in the camera).",live,neutral
"I think SweetGourmet has the best price to weight ratio for this item , too .",food prices,positive
"if all you're after is capacity, this card is great and it is cheap, too.  if you need any speed, this card was 1/2 the speed of another card I have.",speed,neutral
Good breakfast and helpful and courteous staff .,service general,positive
"Amazon ships fast and it is packed securely , no breakage .",shipment delivery,positive
Not sure if I would ever stay there again .,hotel general,neutral
Nutiva Organic Coconut Oil is the finest quality coconut oil .,food quality,positive
"Lots of conventions held there , check in took over an hour !",service general,negative
It does not compare to the Tully Pre - Packaged French Roast that I am used to drinking .,food general,negative
He also said the flavor was just okay .,food quality,positive
I ordered two of these because my car's iphone cable doesn't fit my phone's case. After some use the female side got loose and now the first one no longer works. Good price and they work but these won't last with constant plugging and unplugging.,iphone,neutral
The family that runs this hotel treats you like your are in their personal home .,service general,positive
"Our room at the back overlooking the terrace was quite small , but functional , and although you could hear noise from other rooms , there was no outside noise at all .",rooms comfort,negative
Also the central location meant that traffic noise ( and church chimes !  ) were noticeable .,location general,positive
"Not that I expected too too much, but they are what they are expected to be. Decent little headphones with ok sound for an ok price.",sound,neutral
Only one thing is you could here the trains in the room,rooms comfort,neutral
I bought the loose leaf tea thinking that the Twinings brand would be good quality .,food general,negative
The box itself does have a place for all the USB cards I use but the USB cord is just to short.  The cord needs to be at least 10 inches longer.  It barely can reach sitting on top of a PC to the USB port.,USB cards,neutral
OVERBOOKING Problem,hotel general,negative
Would definately go back .,hotel general,positive
"However , I do believe it contains too much almond extract .",food general,negative
"However , when the crackers arrived , we were lucky to find 10 WHOLE crackers in a box , the rest were bits , pieces and crumbs .",shipment quality,neutral
On item photo you see a little piece holding the tube down to the dash board so it wont move as much yet mines didnt have that piece. IF ITS MISSING PLEASE SEND ASAP..If not then thats misrespresntation cause it shows it..,dash board,neutral
rooms and bathroom little on the small side but adequate .,rooms design_features,neutral
"It is about a 15 minute bus ride away from the CBD , but the value for money makes up for it .",location general,neutral
...what you pay for.My wife used it for a couple of weeks then we got a Motorola T505 Bluetooth unit for her. The Soundfly is better than nothing.,Bluetooth,neutral
"I would of given 5 stars but my dog has ahard time chewing on these , kinda hard .",food style_options,negative
"They do have strings , staples and paper tags which is why I only gave it a 4 star .",food general,neutral
"Fridge and micro stuffed into the room , no place to eat except in bed .",rooms design_features,negative
The texture is like jell - o pudding and the flavor might be a poor semblance of a butterscotch - scented magic marker .,food style_options,negative
above average international blah hotel,hotel general,neutral
This Hotel looks great online .,hotel general,positive
I guess I ' m used to an Italian coffee being a bit bolder .,food quality,neutral
I just wish they wouldn ' t try and pretend to be something they are not - they are snack food - we expect some downside,food general,negative
"Hated the Ariele in Florence , Tuscany Two of three concierges in this hotel were incredibly rudeand surly .",service general,negative
This is a two piece mount not one as shown in the picture but I did not had a problem with it. The only bad thing about this is that the two small &#34;wheels&#34; that are on the side that you twist are made that great it broke when I was installing the tv but is really not that big of a deal.,mount,neutral
We had a wonderful suite with a comfortable bed and good climate control .,room_amenities general,positive
"The staff were very unhelpful , and proceeded to charge for the room but refused to let us stay despite proof of ID .",service general,negative
All of the staff that we met were friendly and could not do enough to make our stay enjoyable .,service general,positive
We stayed at the Ritz Millenia for 5 days in Sep 06 .,hotel general,positive
Would definitely stay here again .,hotel general,positive
"Received the kit, and when we opened the box- only the two metal supports were in there- no screws of any kind. Re-checked the shipping box- and they were not there either.Normally- I would have returned the package and re-ordered....but my husband was anxious to get our sound bar installed- so he went to the local hardware store to pick up some metric screws.",sound,neutral
"I purchased this to get pictures off of CF cards and into my laptop computer. The card reader is slow, but it transferred pictures without an issue. For under $5 it works OK.",CF cards,neutral
Very good breakfast for the value - book in advance from the hotel website,food_drinks quality,positive
Not that bad,hotel general,neutral
"I can see what the makers were trying for here, a simple wall unit that you can dock your iphone or ipod at work or on the road. There are a few flaws tho, you don't just slide the ipod or iphone into the unit - you have to press it down hard and that's a bit of a problem. It takes me a few tries each time to get it docked right. Otherwise its pretty handy.",iphone,neutral
"I've had this unit for about 18 months. It works as advertised, controlling a DirecTV box in another room. But, it only works when the specialized transmitter/battery is actually charged. It doesn't seem to hold a charge well and while you're charging it -- guess what, you can't use it.",DirecTV,neutral
Very herbal medicine - like .,food general,negative
"I needed to drive 4 monitors from my Shuttle SK41G. This and a 9500 series card are doing the trick. This card is not fast playing video, but it is satisfactory for office work.",monitors,neutral
2 stars with 5 stars service,service general,negative
This was the quitest hotel I have ever stayed at .,hotel general,positive
"Well I have been through most of the flavors and so far , they have walked away from all of them .",food quality,negative
I was very disappointed with this tea .,food quality,negative
Why would you pay $ 13 .,food prices,negative
Good location This is a great location but don ' t expect a great view from your room .,location general,positive
False information on this product .,food general,negative
I keep ordering this product because they add so much to my baking .,food general,positive
"Not what we expected We were to stay at the Riu Palace Macao for five nights , we stayed one .",hotel general,negative
"It ' s true that some facilities could use better upkeep ( e . g .  , plumbing )  , but for the price , I would go back to Triton again in a heartbeat .",facilities general,neutral
"Absolute nightmare of a room , up three flights of very steep stairs , room very dirty , ripped curtains , mould in bathroom , stained carpets , etc .",rooms cleanliness,negative
Area surrounding hotel is unsavory - please read my review Myself and five female friends stayed at this hotel to celebrate New Years .,location general,negative
The case does what it's supposed to. It looks and feels great. Would be better if there was a pocket to add a pad or a pocket for pens and pencils.,pens,neutral
"This hotel is in a suburban business district -  - it may be very convenient and useful on workdays ; my very short stay there , on a Saturday , after a long train ride and just in advance of a long plane trip , was nothing but a series of frustrations .",location general,negative
"Has the kick of wasabi , and the sweet taste of roasted almonds .",food quality,neutral
It is a little bitter if only mixed with water but great with vanilla almond milk .,food quality,negative
"It is easy to add some complex flavor to simple chicken breasts , fish , pork chops , and even breadsticks .",food general,positive
"These sweet potatoe chips were tasty with my only real objection being Maltodextrin which is hardly the "" all natural nothing fake of phony "" as advertized .",food quality,positive
I received the mp3 player and put the battery in it and it sounded ok. I down loaded some soungs to it and it worked ok. The kids seemed to like it.,battery,neutral
It is delish hot and even better iced .,food general,positive
"The licorice flavor is very different , if one could really call it licorice .",food quality,negative
Quality it OK. Netflix runs directly from my Vizion smart tv gives better quality. I think other than dish world nothing is new here. Does not have power off button. voltage input 110V only.,Quality,neutral
"I had really been looking for ward to this , but to my palette generic store brand cocoa is more appealing .",food quality,negative
I REALLY ENJOY THESE BARS,food general,positive
"Overall , a disappointing product .",food general,negative
This card requires 2 PCI slots.  Make sure you have the room to install it in your machine before you buy.,PCI slots,neutral
This is a good quality coffee for a great price .,food prices,positive
"I found it not very clean , the carpets were dirty and also the restaurant was like that ( and food was not so good .  .  .  )  .",polarity negative,negative
Easy to setup and the buttons are nice. I would recommend if you lost your remote or just wanted bigger buttons.,remote,neutral
"We had a wonderful time in Florence , and the hotel was part of that experience .",hotel general,positive
>Never again !,hotel general,negative
"I ' d have this down as a 3 star rather than 2 . 5 . Received a warm welcome on arrival , and we were able to check - in despite arriving early , lots of information offered by the reception staff and secure underground parking ( for $ 16 per day )  . Room was clean but not huge .",rooms design_features,negative
"These are mild enough for children , and would make a good gift for someone new to hot snacks , but it is not likely to please chileheads .",food quality,negative
I read all the reviews & purchased this product because I wanted to protect the Kindle Fire I received as a gift. It wasn't the easiest thing to install even after cleaning the face good and carefully aligning the screen. I still ended up with bubbles that will not come out. Thankfully they are on the sides of the screen so (shrug)....it's better than having nothing at all.,Kindle,neutral
Truly the best cup of jasmine tea,food quality,positive
Worked just fine but someone stepped on it and it easily broke.  I may get another one though.  It is very inexpense.,Worked,neutral
"Filthy , smelly , room without windows , squeaky beds .  .  . and the morning breakfast .  .  .",rooms quality,negative
I wasn ' t as disappointed with Amazon ' s shipping as others were,shipment quality,positive
"the BREAKFAST is NOT INCLUDED , it ' s quite expensive at 12 euros .",food_drinks prices,negative
"If these were slightly less salty , they ' d be better .",food quality,neutral
We would break it up into tiny pieces and reward her for doing various things .,food general,positive
Arrived on time .,shipment delivery,positive
Some of the candy was stale and some items were crushed .,food general,negative
"The staff are very friendly and offer lots of help about the surrounding area and places to see , eat , party and shop .",service general,positive
"The breakfast shouldn ' t even be called breakfast , the food looks gross !  !",food_drinks quality,negative
What I love about the chocolate Junior is the rich moist yellow cake and the chocolatey icing layered in between the cakes along with icing on top .,food quality,positive
Found it at Amazon for the same price .,amazon availability,positive
I strongly recommend this product if you enjoy ginger tea .,food recommendation,positive
Maybe I just did not read the fine print. The product is OK but it is plastic. I thought it was more stronger material. Let's see how long it lasts.,print,neutral
"The room was OK but the bathroom was kind of obsolete , with very old and loose faucets",rooms quality,negative
"My dog was pretty finicky , but we haven ' t found any Merrick food he doesn ' t like .",amazon availability,negative
Disappointed .,food general,negative
Fastastic Value and convenient to airport .,location general,positive
This is a 2 star hotel ( maybe ?  ?  ),hotel general,neutral
"I do not understand why these are so hard to find , as even other web shops appear to no longer carry these , it ' s a shame : (",amazon availability,negative
"The staff was somewhat friendly , but more better looking than actually helpful .",service general,neutral
We were very pleased with The Tuscan Inn .,hotel general,positive
These little tins are less than half filled and at the price charged it seems a rip - off .,food style_options,negative
This board has all the bells and whistles of a space ship.  It has a ton of features of which you will use one or two.  Get an intel board and save some money.,intel board,neutral
I prefer this case over the Acase brand.  This case does not smell like the Acase does. It also holds the Kindle Fire HD 7&#34; more securely in my opinion.  It has Velcro on the inside to keep the Kindle in and the edges have less cut outs.  My only complaint is that the speakers are not fully cut out.  There are 5 hole punches over the speakers.  The sound seems OK though...,sound,neutral
"Overall , a great hotel with excellant service , presentation and modern amenities , would stay there again without doubt .",hotel general,positive
blissful retreat,hotel general,positive
These are the worst salted pecans ever .,food general,negative
Great Value and location Have stayed here several times and always try to book if possible .,hotel prices,positive
"I didn ' t find much atmosphere there , it was just all robotic , there wasn ' t much human heart in the hotel but well worth the stay .",service general,negative
The one bedroom suite we reserved was not available and the standard room that manager offered us to crash in ( it was about 11pm as we arrived ) was so dirty and filthy that we just left .,hotel general,negative
Great hotel .,hotel general,positive
"Well, it has SanDisk brand, but not very fast.I tested write speed with 4GB of file and it reaches merely 8MB/s which is not so great. So for smaller files and/or time to wait, it is OK with plenty of speed. However if I want to start a OSX from a Jump drive, Cruzer 32GB may not be my first choice.",Jump drive,neutral
A clean and nice place to stay with an average price .,hotel prices,neutral
"Product is too small for the Snoy RX100 11 as you have to squeeze it in the pouch and hopefully not scratch the LCD screen or the camera lens.  I could not us it as I wanted to however am keeping it house a smaller camera its attachments, wires, extra battery and flash card",LCD screen,neutral
nice if it fit my laptop but don't because I didn't do my research for my laptop so now I just use part of it like the keyboard and that's about it,keyboard,neutral
package is easy to open . that is probably the best thing about these cookies . they taste more like wafers than cookies . the cookie is too thin and the p - nut butter flavor is too weak for my taste . i expected more from oreo .,food quality,negative
"it handles calls as any bluetooth device does with the least sound clarity, however if you can avoid this item do so by all means. try to purchase a stereo with built-in bluetooth adapter.",built - in bluetooth,neutral
"I bought this coupler to extend the cable for a kids video game.  Coupler quailty is good but the color order on mine was not the same order as the cables...no big deal, just cross your cables or ignore the coupler colors and make sure the cable colors match.",cable,neutral
Is there some exotic ingredient as costly as gold contained in those tiny squares ?,food style_options,negative
"Only complaint is the audio, image wise its great. Would buy another one if it was back at 60ish bucks.",audio,neutral
Thought I was getting a really good buy on these until I read the label .,food general,negative
"Came OEM packed - not retail, but for the price it wasn't too surprising.  It also came with a normal SD adapter, and the smaller sized one,  Sadly, the normal sized adapter didn't seem to want to work - fortunately I have several of these from different makers, so I put the micro card into a different adapter and it works fine.",price,neutral
"I just needed a replacement speakers for my desktop. Nothing fancy, I do not listen to much music on by PC...sound is quite tinny, but for just listening to basic speech, it works fine for the price",speakers,neutral
Replacement power supply and USB cable.  Just as I expected with fast delivery.  I would have liked for it to include a longer cable than the oriiginal.,Replacement power supply,neutral
"The 24 hour a day construction noise at Ground Zero is so bad , one will not be able to sleep without drugs .",hotel comfort,negative
"It left my mouth way too dry and no matter how far I thinned it out with more water or mixed with other liquids , the awful bitterness / dryness powered through .",food general,negative
"These are just average quality , and the brazil nuts taste just plain awful .",food quality,negative
And what a great deal .,amazon prices,positive
My advice is to pick up an alternative brand ' s seasonal premium hot chocolate for the K - cup makers and skip this Green Mountain / Cafe Escapes variety - as these are disappointing at best .,food recommendation,negative
I use a tablespoons or two of tamarind paste in Indian and Thai dishes - it adds a distinctive sour flavor to Asian dishes .,food quality,positive
Wonderful Hotel,hotel general,positive
"We had a king sized room , which was fairly small , but well arranged , so we didn ' t feel cramped .",rooms design_features,negative
"It isn ' t too tough or dry like cheaper brands , isn ' t too sweet or spicy either .",food quality,neutral
"When applied on the Iphone it is OK.  However, when we put the phone in the case, the case pushes against the screen protector and the protector comes off.  I wish the protector had a little bit more stickiness to it.",screen protector,neutral
"Extremely garlicky with no parmesan taste at all , and too salty .",food quality,negative
"I know that many times the star ratings on travel websites do not have any basis in realiity , however , this time I completely agree with the rating on Expedia . com that it is four star hotel .",hotel general,positive
"The bed was terribly uncomfortable , the room was small , and the view was terrible .",rooms design_features,negative
"Gets about half of APC estimated runtime, but I can't complain for the money - it also costs less than half of OEM replacements.Approximately 13 minutes at 90W load. APC says battery should last 15 minutes at 150W load.",battery,neutral
"It has a nice aroma , tastes good and leaves a pleasant aftertastes .",food quality,positive
Room fine - clean  fair size .,rooms cleanliness,positive
was the lack of a pool !,facilities general,negative
"Be cautious with this enclosure.  It's not exactly sturdy-built.  The 2 screws that attach the SATA-USB connection/conversion to the enclosure are maybe 3mm long.  Not exactly sturdy.  I also experience random connection drops solved by re-inserting the usb cable into the enclosure.  However, I don't think that should be a requirement for a valid product.  So I would not recommend storing anything of vital importance on whatever drive you put in this enclosure.",usb cable,neutral
"This impeccably - restored , 1880 ' s era hotel is clean and quiet and wonderfully located in a popular historic district near the waterfront .",hotel design_features,positive
"the bell boys were terrific , staff polite and friendlybuffet breakfast was",service general,positive
Great value .,hotel prices,positive
Great A well priced hotel with very friendly  helpful staff .,service general,positive
This gravy is a little more bland than I expected .,food general,negative
The aroma was amazing but it just tasted like regular coffee .,food quality,positive
"Nice product, but don't expect premium sound. My only real complaint about this headset is that when I'm stretching, doing Yoga, etc. and laying on my back, the headset falls off of my neck. It needs a little rubber clip to hold the two ends of the necklace together so when you are prone it doesn't fall off. Voice quality is good, not great.",Voice quality,neutral
"Good taste , very crispy and very easy to clean up the entire 3 oz . bag in one sitting .",food quality,positive
Not exactly the texture I was expecting but it's fine.  Thought it would have a slightly more refined grip.If carefully applied it will cover the bottom of your ipad to prevent scratches.,ipad,neutral
This Mini keyboard works fine on my Windows XP computer.  The quality is suspect because on my unit the keyboard base plate is warped.  There is at least a .25 inch gap from left to right when it should be flat.  I do minimal typing on this computer (mostly web surfing and playing movies and music)otherwise I would return it.,web,neutral
"According to the ingredients list , it contains no sugar or corn syrup , however it does have a syruppy sweetness to it .",food quality,negative
Bought these for my little shih - tzu a few months ago and he just will not eat or even chew on these things .,food general,neutral
"I have not used this product. I thought i had ordered usb b male to usb a female, but I was mistaken",usb,neutral
"This is a really nice hotel , but it ' s pretty expensive .",hotel prices,negative
Lousy presentation and it ' s not that good .,food general,negative
"As with all electronic products, they get trumped every 60 days.... I have used lots of these type cameras and the Image Quality is just OK on this, but then again, so is the price, so you get what you pay for in this product line....  at least there is a big name behind it...",Image Quality,neutral
"I purchased this to use with the stereo in my truck. Once formatted to FAT32 (I used my wife's Mac), it has worked great in that application.",stereo,neutral
10 cents per K - cup cheaper at Walmart compared to the Prime member listed price on Amazon .,amazon availability,negative
It might work okay if you dumped it in a big pot of home made soup but I ' d be concerned of ruining it .,food general,neutral
"Everyone I ' ve served it to so far has loved it , too .",food general,positive
It will work with a dslr and this battery works great http://www.amazon.com/gp/product/B008UKKXRC/ref=oh_details_o05_s00_i01?ie=UTF8&psc=1 but the screen is a lil dark i wouldn't use it to set exposer but i would use it for framing shots,dslr,neutral
"I bought the Almond & Apricot flavor , however the bar has an overwhelming coconut flavor .",food quality,negative
"Popcorn pops up with minimal "" un - popped "" corn .",food general,neutral
"My husband needed some assistance with the internet at 2 am , and they sent someone up immediately .",service general,positive
"Works great, I can connect my HDMI monitor, desktop hard drive and a bunch of USB devices all at the same time.",hard drive,neutral
"The continental breakfast was a complete farce , a few stale bread rolls in a converted bedroom , which had then to be carried back to the bedroom , where there was no where to eat but on the bed .",food_drinks style_options,negative
Clearly it was not 6 lb given that the bottle is under 1 lb .,food style_options,negative
"I expected the device would allow one to turn off more connected gear, but the instruction say leave your cable setup box on (the biggest power user).  So, it does not go off with the TV.  I hoped even the TV (HD Hi-Def 42"") would turn off, but it has to stay on.That limits the savings, so I could have just gone with a straight surge protector with an on-off switch and achieve much of the same results.",surge protector,neutral
This is an ok cheap camera. It was my first camera and I used it for a while. I replaced it with a more expensive one with a mic. I may still use this on my older computer.,camera,neutral
This is $ 30 . plus another $ 30 for shipping .,shipment prices,negative
Breakfast buffet was good though not as outstanding as the rooms .,food_drinks quality,positive
It works but the rubber grips inside the holder arms falls off because of sun heat melting the sticky side and the aux cord rubber is stripping from both ends.,rubber grips,neutral
"It was an inexpensive hotel for the area yes , but grungy and worn .",hotel prices,positive
Very clean suite and would not hesitate to book for an extended stay as the location was close to everything !,location general,positive
Great hotel,hotel general,positive
"I was worried when I opened the package that they would just not taste the same but fear not , they are just as I remember .",food general,neutral
"I have been using Shirataki noodles for about a month now , and I love them .",food general,positive
"On the whole , a great place to stay .",hotel general,positive
Didn ' t feel safe to walk outside but the front desk got cabs with ease .,hotel comfort,negative
"The location was perfect , right in the centre of things but not so close that noise is a problem .",location general,positive
Could have just went to the store for the variety i got here ! ! ! ! ! ! ! ! ! !,amazon availability,negative
This black tea is not very strong ; it ' s priced reasonably though .,food quality,negative
I ' ll be returning the extra pack I bought .,food general,negative
Just enough .,food general,neutral
"But I received a product with an expiration date of Sep 11 ( it is June 11 as of this review ) , and have to say the almonds are just so dry that I really don ' t like them .",food general,negative
"It is the standard mouse. It was otherwise clean but the little feet on the bottom appeared worn, which makes me wonder whether it was actually a refurb.",mouse,neutral
Rooms are small but clean .,rooms design_features,negative
Not a satisfactory purchase !,food general,negative
I needed a power source for an internal IDE DVD drive; my DVD is stuck in it.  Got an external case for internal DVD drive but it was for a SATA drive (hard drive).  Tried the SATA to IDE adaptor but now need the cables or electrical connectors to connect the two.  This adaptor did not come with the right adaptors.,internal DVD drive,neutral
"The staff are very false , behind their smile is a very miserable person .",service general,negative
We frequently stay at holiday inns and this was a nice one .,hotel general,positive
The spa tub was cracked and the glass shower door came off while in the shower !,room_amenities quality,negative
"quality of the microphone is 5 starsquality of the sound is 5 starsbut you cannot have it over your ears more than 5 minutes cause it's not comfortable. it is great for a short call with skype, but if you are going into a conference call, you will need to move it away from your ears after a while",skype,neutral
"That ' s a bit too many calories in a snack for a young child , I think .",food quality,neutral
Perfect Madrid Accommodation,hotel general,positive
u get what u paid for .,hotel miscellaneous,neutral
"Well, they're not that fragile but after installing this cable to my computer so I can listen to music at work without slouching, I ran over it with my office chair. The female side split and the connection was damaged. In hindsight, I should have gotten a longer cable so I could run it behind my monitor and on top of my desk or just bought a new set of headphones with a longer cord in the first place.",monitor,neutral
"I don ' t think any of these activities would be possible with out the excellent entertainment staff , who went out of their way to say hello , include you in the activities , and just plain make it fun .",service general,positive
"I've bought eight, one was DOA, one went bad after about 2 weeks, the other 6 work great.  I use a static wristband and am careful not to touch the edges.  The cheaper ones I bought to replace the 2 bad ones have no issues.",wristband,neutral
"While this is not a cure , it is head and shoulders above any lozenge or spray and much longer lasting , your throat feels coated , soothed and protected .",food general,positive
I purchased this beacuse I was trying to replace my daughters ipod touch shattered screen. I also brought tools and a replacement LCD touch screen. It took me 5 hours to do the replacement. It was working but the screen do not lay flush. I tried to conrrect this imperfection and broke the ribbon.,ipod,neutral
Nice price though !,food prices,positive
Nice We stayed here for 3 nights over new year ' s and couldn ' t really fault it .,hotel general,positive
"OK location , 1 / 2 a block from time squ .",location general,neutral
This is a hotel where you can stay if you never have been to the city before and plan on getting up and going from morning till night .,location general,negative
"Hotel is on the noisest corner in Waikiki , Rooms have old chipped paint , smelly drain fron sink , poor beds , not very impressed at all .",rooms cleanliness,negative
I found these cables to be very useful to have on hand since I am always mislaying them. I can even carry an extra in my purse for use with my portable charger.,charger,neutral
This place is the best !,hotel general,positive
"I do feel there are others , though , who would appreciate a coffee lite .",food general,neutral
"This is a solid choice for those who don鈥檛 need a four - star accommodation , but still want a well - kept , comfortable and centrally - located hotel .",location general,positive
False Impressions,hotel general,negative
"My room was clean , but truly tiny and in need of refurbishment .",rooms design_features,negative
We will definitely return .,hotel general,positive
"I guess it ' s a little off the beaten path , but if you have a car you ' ll be all set .",location general,neutral
I ordered these for my Goldwing but they were too large to fit in the front so I have no idea how good or bad they sound,sound,neutral
Great Hotel - Great Location Went to visit my college daughter with my son .,hotel general,positive
"The hotel is in a good , central location .",location general,positive
"Ok , room in HKG are very small but this seems too small , otherwise concierge service was good and location is ok for Kowloon nad Nathan Road . considering all and what i have paied",location general,neutral
The Sunday brunch is unbelievably decadent and a great value despite the high price .,food_drinks prices,negative
This is the best one yet ! !,food general,positive
It's a charger.  It charges.  Takes forever to get to 100% charge but charges to close enough for my purposes.  It has a very short cord but can charge while my tablet is in use.,charger,neutral
"I did not have great expectations for this product , but when it arrived , I was surprised to see how small the gumballs were , that when chewed became pretty small in the mouth .",food general,negative
"Hello, I needed this to mount my 26"" LCD tv to the side of a cabnet in the kitchen. As you can see in the pictures it's not 12"" long! The LCD 26"" sooo the mount should reach at least 13"" for a side mount. I'll keep you posted as I rig up something.",mount,neutral
There are plenty of nice little restaurants right next to the hotel though .,location general,positive
I ended up returning it since it tastes horrible .,food quality,negative
Andrea at the Front Desk was very helpful and knowledgeable .,service general,positive
Not sure about these or the HDMI splitter I bought earlier.  This one seems to work with RCA cables. But I will give this product the benefit of the doubt.,RCA cables,neutral
Goya ' s Tembleque ( Puerto Rican Style Coconut Pudding ) is absolutely DELICIOUS !,food quality,positive
Purchased this charger for my D3100 Camera because I misplaced my older one. Works just like the other one. No complaints.,charger,neutral
"This is an excellent hotel and is quite stunning inside , but you do pay for it - ( my room rate was of around $ 600 a night )  . Overall very happy with the hotel , though I must admit the 9 clean towels I got each day did seem a little excessive",rooms prices,negative
"Room was charming , although it was the absolute smallest hotel room that I have ever stayed in , and the bathroom was really itty bitty ! Didn ' t have much contact with the staff , but what contact I did have was pleaseant .",rooms general,positive
"It is indeed a weird combination , but it works extremely well .",food style_options,neutral
"If you like a rich dark coffee , this product is NOT for you !",food quality,negative
"Clean , stylish rooms .",rooms design_features,positive
"Great value , huge rooms This property isn ' t the nicest or the best location , but the rooms are huge and clean .",rooms design_features,positive
Not much of a difference and you need to overclock them if you want the advertised speed.,speed,neutral
"The hotel is funky and hip , with a great decor .",hotel design_features,positive
Not at all soft .,food style_options,neutral
"This is a very nice looking case. I like that the light uses the battery's of the kindle, and is always there.Negatives:no way to secure the cover closed.Light only has two positions opened/closed and feels like it could break off easily.It is pricey but that's how most accessories go.",kindle,neutral
"Here ! staff are rude and nonchalant , rooms are like prison cells , cold and full of strange odours . food is limited and extremely over priced . trying to get a cab to airport is virtually impossible and to be frank",rooms quality,negative
"Well constructed, lite, keep surface cool but made no difference in cooling my processor, even after moving the fan around.",fan,neutral
I really enjoy a coffee package that is so inviting and has socially uplifting things to say .,food general,positive
They really do taste just like homemade cookies . with natural ingredients .,food general,positive
"This one had a very strong , very strange flavor .",food quality,negative
"The Herbert Hotel is located close to the Union Square , the very center of SF , and on Powell Street .",location general,positive
"This battery works better than the old battery I pulled out of my E6410 (must be 2.5 years old by now).  It lasts maybe 2 hours.  The battery looks like OEM although the &#34;battery tester&#34; feature does not work.  The casing is not new - it's got scuffed edges.  I think these units have been disassembled and rebuilt with new innards. For the price, it's okay but you're not getting a new battery from Dell.",price,neutral
"I was in NY on business and found this hotel ideal , service was good and the bar area was impressive .",polarity positive,positive
"It works well, but I had to get a former fireman that was a communications officer to program it for me. it also has a more limited range than a desk type scanner.",program,neutral
I ' m sending him a label to return it .,food general,negative
"Normally I like a strong coffee , and this was milder than my usual , but the flavor was terrific !",food quality,positive
"Dude , they ' re Reese ' s Cups .",food general,positive
"Charlee Bears are great and if we ever ran out , things would not go well around our house !",food general,neutral
"Everything about the keyboard is great, particularly how portable it is. I've only had it for a week, so can't comment on longevity.Do feel the keys could be more tactile or require more pressure to push, so it feels more responsive. Some function keys could also help though I guess the appeal of this keyboard is its simplicity",function keys,neutral
As I say the location is excellent but the rooms are just tiny and not particularly pleasurable to be in either I鈥檓 afraid .,rooms design_features,negative
"The Neri , in common with good hotels , simply concentrates on providing excellent accomodation where a good nights sleep is guaranteed , excellent assistance from the helpful staff , and a wonderful location for sightseeing .",service general,positive
"We had breakfast there in the morning , the food was cold and not replenished , very disappointing .",food_drinks quality,negative
Everything arrived cold and wonderful .,food general,positive
I ' d like to find a packet that has veggies listed before the fruit but I haven ' t ever seen those yet .,food general,negative
Drivers are kinda finicky,Drivers,neutral
"Arrived to find a depressingly hot , dank , tiny , shabby UNACCEPTABLE room for the $ 175 + taxes .",rooms design_features,negative
The staff at reception were always helpful and cheery and nothing was too much trouble .,service general,positive
Staff recommended excellent local restaurants to eat in and found walking to them and the touristy places very easy .,service general,positive
The suggested serving size is a little small as we got 3 reasonable size servings instead of the four indicated on the packet .,food style_options,negative
"These monitors work well, but the heat inside the vehicle loosens the joint where the stand attaches to the monitor. Tried to attach it to the windshield, but the sun just loosened the adhesive and it won't stick.",windshield,neutral
"dont get me wrong, its a lot cheaper than the original, but its a bit loose when fits to the lens, anyway, gets the job done and for a cheap glass like this, wouldn't expend a lot of money for a hood",hood,neutral
This product is still not working the way I want it to - and the way it should. I probably should have kept my old harmony remote. At least it worked.,remote,neutral
I was disappointed in the flavor and I have made better tea myself by adding a drop of Anise candy flavoring to green tea .,food quality,negative
"We found the hotel very comfortable , with a huge suite including a living area , large bed , decent bathroom and usable kitchen .",hotel comfort,positive
Skip the pricey breakfast and walk to a nearby shop instead .,food_drinks prices,negative
This establishment played the staring role in the worst trip ever !,hotel general,negative
For a reasonable Cathay Pacific rate we of course didn ' t get the Darling Harbor view .,rooms prices,positive
THIS HASN`T ARRIVED YET EITHER BUT LOOKS LIKE IT WILL WORK GREAT CAN`T BELIEVE HOW MUCH THINGS HAVE CHANGED MY FIRST COPUTER HAD 64 MGS OF RAM AND A 4 GIG HD.AND WAS WORKING ON PUTERS WITH SIMMS RAM HAHAHA,SIMMS RAM,neutral
It is small rooms but we didn麓t mind .,rooms design_features,negative
Expensive but good,hotel prices,negative
I guess I should have not expected a BMW for a Ford price.  The keyboard works ok but it is really light and the feel of the keys is not good.  May want to spend a bit more and get a better quality product,keyboard,neutral
"Very disappointed in these cookies - I was hoping for a something great and ended up with extremely dry cookies , some were already broke on arrival and others broke by just opening the individual bags .",food general,negative
It was quite cold and the thermostat had no effect when I raised it .,room_amenities quality,negative
"The room was excellent , and the staff very friendly and helpful , speaking perfect English .",facilities general,positive
