reviewText,AspectTerm,Sentiment
"overall the hotel is average , location is good .",hotel general,neutral
"The twin bed room was more spacious than the double room , the beds are easy enough to push together .",room_amenities general,neutral
"The rooms are a little small , but clean and affordable .",rooms design_features,neutral
"Although the bar is nice and the breakfast , the one day I did stay , was excellent , I ' ve become accustomed to a higher standard and comfort from my room .",facilities general,positive
Conveniently across from the international market and walking distance to the beach .,location general,positive
"I ate it ) , so be advised if that is an issue for you .",food recommendation,neutral
"was very clean , also the maids were very helpful , cleaning our room when we went down to breakfast . they also have a great beauty shop in the hotel . my",service general,positive
"Because this flour does contain some of the whole grain , the products I bake with it are a little darker in color and slightly coarser in texture than something that is made with all - purpose white wheat flour , but we haven ' t found the differences to be objectionable .",food style_options,positive
I just re-read the details of this product and still can not find any mention of the fact that this device is a READ ONLY device and will not create/burn CDs or DVDs.  I'm very very dis-satisfied with the product and with Amazon for carrying it.,burn CDs,negative
"Label things!  Label all the things!  I like having the colors to coordinate with whatever is being labeled -- battery packs, food canisters, pets, and small children.  So buy this, assuming you have a compatible Brother label printer, and embark on a rainbow of happiness.",colors,positive
"Great City Hotel A Great city hotel , close to uBahn and sBhan .",hotel general,positive
The staff responsible for cleaning the room didn ' t do their best .,service general,negative
I highly recommend keepings these around .,food recommendation,positive
"The staff was super friendly , food just fine , beach was wonderful and plenty to do and drink .  .  .",food_drinks quality,neutral
I found out you must rinse them very well first to get rid of the weird smell .,food quality,neutral
"Alone , I find this a little too flowery , but mixed . . . perfect .",food quality,neutral
"The fig pieces are a little hard , but I suppose I ' d rather them at that texture than to be super - soft .",food quality,neutral
Delicious but remember coconut oil melts easily ( I just pop the whole thing in my mouth ) .,food quality,neutral
"I find this a "" ripped off "" .",food general,negative
"The service , rooms , and food are first class and the location couldn ' t be better !",service general,positive
"We enjoyed very much our stayed here , we felt very safe and in the midle of everything .",hotel general,positive
"When I received this package , it was different and had a very distinctive smell .",food quality,negative
The second ingredient behind water was tomatoes and it was evident in the taste of the product .,food quality,negative
"The hotel was absolutely fine , good sized room , comfortable and clean .",rooms design_features,positive
So i found this option and get shipments delivered to my home .,shipment quality,positive
dont do it unless u have 2 dont stay here unless you have to .,hotel general,negative
I was disappointed with the taste and texture of these Tanka Buffalo Cranberry Bites .,food quality,negative
the buffet in the hotel is ok,food_drinks quality,neutral
"Charlee Bears are great and if we ever ran out , things would not go well around our house !",food general,neutral
It is my biggest complaint with Amazon - packing sucks,shipment quality,negative
Bought this for Nikon D40 and its a perfect fit. Comfortably holds the D40 and its kits lens with the Nikon strap inside. Holds the SD card in the inside pouch and the spare battery in the outside pouch.Cant hold the charger and its cord though. But with a spare battery and with Nikon's efficiency you dont have to charge quite often so its not a great minus.,fit,positive
Great product as we have used these for years .,food general,positive
Good coffee and its a fair trade product so you can feel extra great inhaling the scent and complex yet simple flavors yet knowing you ' ve helped the earth and the people on it a bit in your small way .,food prices,neutral
I had my reservations about this product when I first saw this product .,food general,neutral
"As a straight business traveler it was a distracting location , with a low noise level that I ' d roll with if I were vacationing too but was hard to not feel curmudgeonly when I had 7 : 30 am meetings .",location general,negative
"On the whole , a great place to stay .",hotel general,positive
better for pleasure than business As lovely as other kimptons in terms of quality of finish  amenities .,hotel general,positive
Half the flavors are way too sweet to drink and the other ones are barely palettable .,food quality,negative
"The smaller size is great for a snack , as the large ones are enough for two people !",food style_options,positive
It tasted bitter to me with a little bit of a bite to it .,food quality,negative
I went looking and found it here .,amazon availability,positive
Just had a restaurant and bar makeover - much improved .,food_drinks quality,positive
2 stars with 5 stars service,service general,negative
"I charged this battery up and tried it in my garage door opener remote - it used to open from about 80 feet away, but now it barely works at 10 feet.  I'd recommend that you stay away from this 9V.  I have been quite happy with the other NiMh sizes from Energizer.",battery,negative
"Despite the many reviews stating the poor quality of the product I thought I'd give it a go based on the few reviews in its favor. I should have listened...and you should too. The converter is worthless, but if you're wanting to spend a bit more just for the adaptors go for it, but I'd look elsewhere. After merely turning on the electrical device the converted popped, smoked and was no longer effective...or rather, was NEVER affective.",converted,negative
Didn ' t taste the same .,food quality,negative
"Felt like a queen Clean , beautifully decorated rooms .",rooms design_features,positive
"Sufficient I wouldn ' t necessarily go back to the Hostal R . Capitol , as I found it a bit old and crumbly for my taste , but it has a couple of redeeming qualities : First , it is located right on the Ramblas , and there ' s hardly a more perfect location for those who enjoy bustling activity in their immediate environs .",hotel design_features,negative
The only two issues I had with this was the chest is pretty cheaply made and began to come apart as I spent almost a half and hour picking off the glue residue ( the second issue ) .,food quality,negative
The room was a little dated but clean .,rooms design_features,neutral
This is a 2 star hotel ( maybe ?  ?  ),hotel general,neutral
"Didn ' t eat in the hotel restaurant Silks , but everything else in the hotel is top notch .",hotel general,positive
the place is rundown and needs a good cleaning .,hotel cleanliness,negative
Drinking this coffee won ' t fix the world or make your life more fulfilling  I ' m fairly sure .,food general,negative
"This mount is excellent. It is very well built and sturdy. I used it to mount a 32"" TV and it fit the need perfectly. The price was also very good and much, much cheaper than what an inferior mount would cost in a retail store. I would definitely recommend.",price,positive
I subtracted one star from the review because of the ridiculously pretentious ad copy on the box .,food general,negative
I rate this product 5 stars .,food quality,positive
"First thing , the room was really small and squeezy .",rooms design_features,negative
"Checking in was very easy and the people in the hotel very helpful on where to go what to see and what lines to take on the trains etcOn entering the room i was gobsmacked Very spacious , Clean and the view was incredible ( 33rd Floor ) Overall i cannot rate this hotel highly enough due to",hotel miscellaneous,neutral
but it was over - priced and the food wasn ' t great .,food_drinks quality,negative
"However , when the crackers arrived , we were lucky to find 10 WHOLE crackers in a box , the rest were bits , pieces and crumbs .",shipment quality,neutral
The bag is fresh but the contents just taste like rancid coconut .,food quality,negative
I don ' t generally mind low - cal alternatives . but this is disgusting .,food general,negative
"The soup does have a slightly high sodium content percentage at 30 % ; however , most processed items containing sodium are within the same percentile .",food general,neutral
It is not bad an certainly an alternative if you are susceptible to acid but it is not in competition for any premium coffee awards .,food general,neutral
"In the product description, it might have been helpful to mention that the software isn't available for Mac....I'm going to attempt to figure out another way to get it done using these, but not sure if I'll be able to...",software,negative
very chic but lacks hotel services,service general,negative
"but unfortunately , it was , to me , really unpalatable .",food quality,negative
the staff could not help enough .,service general,positive
If you ' re looking for a budget hotel in Barcelona then this is a great option .,hotel prices,positive
"On the whole , a very expensive and desappointing place .",hotel prices,negative
Prior to our stay we had made some requests and the hotel had fulfilled these and we found the staff were all very pleasant and helpful .,service general,positive
It was noisy and the view room overlooked the wallgreens and yelling steet people .,rooms comfort,negative
They are small and easy to carry in your pocket .,food style_options,neutral
Not the same as the original.  Fits too small so had to put tape around it to make it fit.,tape,neutral
"I really love this lens.  I didn't really know much about cameras before getting my latest Canon T2i and this lens. I know it is 75mm-300mm, but I didn't realize you had to be 5 ft away to get a decent close-up shot; more my fault.  Otherwise, this lens has a great zoom capability and it's easy to operate.",zoom capability,positive
"Nothing outstanding about this that separates it from any generic cable you can buy - I was just in a hurry to get something, and this was at the top of the list.",cable,neutral
"All the other reviews are right ; super atmosphere , high ceilings , delicious breakfast and small - scale charm .",hotel design_features,positive
"These are nice optics! So, Canon, why not include dust lens covers?! Come on!Buyers: plan on purchasing pairs of screw on UV filters to protect the coated optices and lens caps!",filters,neutral
"This wheat gluten was processed on equipment that also processes peanuts , tree nuts , eggs , and soy .",food quality,negative
That fact will make it hard to buy a six - pack from here .,food general,negative
"I agree with Cavalier , having bought 2 - 3 orders in Dec . 2009 , all of which were burnt .",food quality,negative
"If you ' re looking for rooibos tea with the pure rooibos taste , then the addition of vanilla at least in this brand of tea , Tazo , will disappoint you .",food quality,neutral
"I ' m not exactly a snob or anything , I often drink folgers or store brand but wanted to try this because of all the rave reviews and I don ' t get it .",food quality,negative
"Coffee is mild and mellow , I would call it Medium roast .",food quality,neutral
I couldn ' t even come close to finishing the bag .,food general,negative
I was extremely happy with this hotel and would recommend it if you ' re looking for a smaller hotel that is quiet and well located .,hotel general,positive
It would have been very helpful for there to have been a warning on the box that it contained sucrolose . which is a substance that I do not wish to put into my body .,food quality,negative
"The hotel bar is very small but there are plenty of bars nearby , the food was very good but pricey but again found plenty of places to eat nearby .",facilities design_features,negative
"Expensive for me since I am in Canada , but totally worth it !",food prices,negative
This hotel is a short trip from the airport and a free shuttle was available .,location general,neutral
The accomodations were sufficient .,rooms general,positive
All of the boxes of tea were smashed and broken .,shipment quality,negative
"Pros : inexpensive and cleanCons : no A / C , small TV , small bathroom , no internet accessBasically , a room , clean sheets , good location .",location general,positive
"OK hotel , Great Location",hotel general,neutral
clean spaious rooms . i just wish the rates were cheaper . there is only one restaurant in the hotel and its not the greatest but its OK,hotel prices,negative
"Tripod worked well and seemed sturdy. However, after six months (about 5 uses), an internal plastic part broke on a leg clamp. Now it is non-functional.Off to the company website: After two layers of company's deep (Velbon, and HakubaUSA), I find a service page. Email using the provided link. Bounces: 'Mailbox Full'. Try to call: ""We're sorry, we are unable to take your call."". Hmmmm. This one may be heading to the dumpster after just five uses.",Tripod,neutral
"We realised that the breakfast charges of 330 , 000 R for breakfast for two was way over the top , and started visiting outside the resort .",food_drinks prices,negative
"The room we had was very basic , had no safe , was tiny and despite being at the rear of the hotel , were subjected to noise during the night like there were dishes being constantly smashed .",hotel comfort,negative
"Hotel is on the noisest corner in Waikiki , Rooms have old chipped paint , smelly drain fron sink , poor beds , not very impressed at all .",location general,negative
"I am very pleased with the purchase , and my dog loves them .",food general,positive
"Arrived to find a depressingly hot , dank , tiny , shabby UNACCEPTABLE room for the $ 175 + taxes .",rooms design_features,negative
The room was comfortable but small .,rooms comfort,positive
99 here and another 6 . 00 for shipping ?,shipment prices,negative
"Breakfast buffe not that good , and location a bit off perhaps .",location general,neutral
"The only thing I would fault would be , some of the reception staff are quite rude , and keep an eye on your bill with the bar staff , if they are serving at your table , keep tabs of what you had as they do seem to try to add drinks on that you haven ' t had , or imply you haven ' t paid !",service general,negative
No complaints so far. It's pretty clear to look through and the amount of zoom is decent enough for most applications.,of zoom,positive
You gotta love this place !  !,hotel general,positive
Rooms are small . clean snd basic .  .  .  . except for excellent bathrooms .,rooms general,neutral
"I m October , I signed up for delivery every two months and received shipments only in October and December ( it ' s now March 18 , but I canceled all of my subscriptions yesterday ) .",shipment delivery,negative
"The tea does not have a bad taste , doable for its purpose .",food general,neutral
The service is really bad and not to mention things disappear from your room and,service general,negative
resort is Small very organized clean eficient very good food efficient staff specialy in the reception ( a good remarc to the Superviser Mr Roberto and Mr Franklin ),hotel design_features,negative
"Pros :  - great location - convenient for walking places - tianamen , restaurants etc - safe - internet - nice building interiors , food , spa - courteous staff - decent priceCons :  - dirty bathroom - moldy , water didn ' t drain in shower - smelly hallways - my entire hallway smelled of mold and cigarette smoke",service general,positive
Room was tolerable but not the cleanest .,rooms general,neutral
This is not as full body as Coffee People ' s version but I really like the smooth low acidity taste .,food general,negative
Would probably never buy again for that reason .,food general,negative
"Unfortunately , the Colon Hotel rooms turned out to be run down , with stained upholstery , linens , and carpeting , no air conditioning , and an old , lumpy bed .",rooms quality,negative
Could have just went to the store for the variety i got here ! ! ! ! ! ! ! ! ! !,amazon availability,negative
"For several years now , I have searched for a good quality and good tasting protein drink , and was never able to find one until I discovered Orgain Protein Drink .",food quality,positive
I tried the Nutiva hemp seeds once and like them enough that I see no reason to try another brand and Amazon has the best price of the places I compared .,food general,positive
"One ounce in an espresso was VERY strong and not pleasant , and a half ounce is just sweet without a white mocha flavor .",food quality,negative
As a long time Philips HE592 user I was looking for something better or at least as good.  In a head-to-head comparision the results are clear.  The Koss require more power on the signal to create the sound (1.5-2x more).  The bass is jittery and the overall sound quality poor.  There is not nearly as much bass as the HE592.  Compared to the HE592 it sounds like you are listening to the playback through a metal can.,sound,negative
They are a little pricey but definately worth it ! !,food prices,neutral
"It ' s very sour , so don ' t eat it out of the container .",food quality,neutral
"I ordered the Tully ' s Italian Roast to see how it is , but it too isn ' t as good as the other .",food general,negative
Buy this tea only as a last resort .,food general,negative
Only negative was heating which was not adequate .,room_amenities quality,negative
"This product does not have caller ID and makes a hissing sound that is irritating. I bought it from BuyAccessories, who weregreat with customer service and refunded my purchase. I will buy from them again. It's not their fault the product is mediocre.",sound,negative
Slipped right into my Galaxy 4S and was able to transfer all media from my previous card to this one. Allows me to use my phone without worrying about running out of storage.,storage,positive
"Overall , nothing special for what you pay .",hotel prices,neutral
I ordered a box of these and I think I got a bad batch .,food general,negative
"Good location , comfy beds Rooms were great although the bedroom area was a little on the small side , the bathrooms and comfortable beds really made up for this .",rooms comfort,positive
Fits comfortably and blasts well. The bass sounds like street dance somewhere in the caribbean.....HEAVYYY!!!. Value for your money!!!,Fits,positive
"The breakfast shouldn ' t even be called breakfast , the food looks gross !  !",food_drinks quality,negative
It sounded terrible when my daughter first bought it but once I tasted it I was hooked .,food general,neutral
I guess I ' m used to an Italian coffee being a bit bolder .,food quality,neutral
Black Tiger actually tastes like coffee should .,food quality,neutral
"I dont know why I bought this tablet, just only one day using it and I stored it in a place where it continues stored... I dont like the screen... it reflects light from many sources (sun, bulbs, etc) despite the type of technology used in the screen...the size is no convenient, I think a bigger one good be better... well, this is my opinion about this product...",size,negative
"They are stale , bruised and over - cooked .",food general,negative
Careful when purchasing . . .,food general,neutral
Since it comes in a plastic bottle you ' ll want to keep it cool so that heat doesn ' t make the water absorb plastic chemicals .,shipment quality,negative
My dog became deathly ill a couple of hours after eating these treats .,food quality,negative
Godiva IS pricey .,food prices,negative
"I agree with a previous reviewer . grains , beans , and lentils seem like an unusual combo to me , but this soup mix is really good !",food general,neutral
I highly recommend it .,food recommendation,positive
But the package and presentation is low budget .,shipment quality,negative
"My first try was the German Chocolate Cake , which barely tasted like chocolate and more like a mild root beer flavored candy .",food quality,negative
I would say my only complaint is towards the end of the bag the flavor can get a little overwhelming because of all the extra spices that accumulate towards the bottom .,food quality,neutral
"The room was large and comfortable and the bathroom was fantastic , yes it is expensive for breakfast , but when you stay in a 5 * hotel what do you expect , also try out the french restaurant on the 23rd floor , very nice .",food_drinks prices,negative
only minor complaint is that the temperature of the water varies when you shower .,room_amenities quality,negative
"Had no problems getting this to work.  The other one I had still works, I mainly got this for back up purposes.",work,positive
this thing was a paperweight from the mint I opened it. and the customer service is just awful. it wont let you go any father unless you register the device and since it would not let me do it I could not use it. went back to the Kindle,customer service,negative
"Try to get the metallic silver and purple in color koss plug earbuds as the sound is phenomenal for the price. I had a fairly expensive pair of sony earbuds that were around $40.00 and one channel crapped out after about 6 months. hard to believe, but the koss plug earbuds sound way better then the more costly sony. go figure.For the price and the sound, these earbuds can't be beat. good going Koss.",sound,positive
"It was a bit smaller than the other hotels that we stayed in the region , but it was well kept and the people were friendly .",hotel design_features,neutral
"I own two pairs of these headphones and gave my son a 3rd pair for Christmas. Great sound, lightweight enough to go jogging with or wear around the house while doing chores. Unlike earbuds, they stay in place. They are not indestructible- if you accidentally step on them, you will break them. But they do hold up just fine with normal wear and tear.Highly recommended.",sound,positive
The food is ok but repetitive especially if you are staying for 14 days like we were .,food_drinks miscellaneous,neutral
Great Location,location general,positive
"Very impressed with this hotel , wonderful location for the sights , spacious rooms , super staff .",rooms design_features,positive
u get what u paid for .,hotel miscellaneous,neutral
"Given that these have almost exactly the same ingredients as my favorite candy Wine Gums , I was hoping they would be nice .",food general,neutral
"The view was great as well , which was expected considering the brillant location right on the harbour .",location general,positive
"For around $ 70USD per night you get a clean ( albiet small ) room , with basic but nice appointments ( Cable TV , A / C , DVD , free wireless internet , etc )  , a good location in vibrant Little India , and basic but tasty buffet breakfast .",food_drinks quality,neutral
"I believe that because the kernels are smaller and lighter , if your hot air popper has a lot of power , be prepared to have the kernels fly all over until the point they start to pop .",food style_options,neutral
These are great headphones for the money. I have a home recording studio and use these when I play. They are light and comfortable and have plenty of bottom end. This is one step up from the MDR-150. The only difference being the inline volume control. These also sound great with my phone or MP3 player.,sound,positive
"I highly recomend this quaint , perfectly located hotel .",hotel general,positive
So aside from the weasel words in the label the product is fine,food general,neutral
Although the rooms are a little small they are spotless and the bathrooms more than make up for the smaller bedrooms .,rooms design_features,neutral
"Not much of a description on the box and no instructions , but it ' s pretty much a tea bag that says this side down .",food general,neutral
we felt that the hotel represented very good value for money .,hotel prices,positive
The Blender Bottle makes it perfectly .,food general,positive
"It tastes just like a sweetened cereal , maybe a little bit of cinnamon but nothing more .",food quality,negative
Because its filled with dead flies .,food quality,negative
It ' s smooth and has a great mellow flavor .,food style_options,neutral
"The stuffing is more wet than I would make on my own , but",food quality,negative
Our first bedroom was on the fourth floor at the back with a view of the inner courtyard - would have been fine if the room had not been so hot .,rooms comfort,negative
the place is rundown and needs a good cleaning .,hotel general,negative
The room had room and even though the building was older it was clean .,hotel design_features,neutral
I found it fresh - tasting with a good blend of seasonings .,food general,positive
Not acceptable and informed manager who was very apologetic etc .,service general,neutral
"She will not eat IAMS salmon & brown rice , barely will touch the Chicken Proactive Health .",food general,negative
"It is easy to add some complex flavor to simple chicken breasts , fish , pork chops , and even breadsticks .",food general,positive
We were not sure about how it worked until we saw it used the regular size pez candy .,food style_options,positive
"The different flavored bacon salts are excellent and work well with breakfast , lunch and dinner selections .",food quality,positive
It had more of a slight orange peel taste .,food quality,neutral
"It ' s hard to find , but worth it .",amazon availability,negative
"It is well located , close enough to Grand Central Station to catch the trains , a healthy but do - able walk to Broadway Theatres , and there ' s a decent bagel place ( Daniel ' s ) a couple of blocks away .",location general,neutral
"When I was little , it came in all flavors .",food quality,positive
"ordered this for a gift , mostly . ordered four bags . ate one and sent the other three as a gift . this candy is very tasty and good sized pieces . does stick to your teeth a bit , but overall i would give it a thumbs up .",food style_options,neutral
the rooftop pool is only really aplunge pool but the rooftop is lovley to sit out and have a few relaxing drinks . breakfast very expensive !,facilities general,neutral
"On the plus side , the staff were very friendly and helpful .",service general,positive
"Nice stay , little expensive Nice place",hotel prices,neutral
"Good for Marathoners Stayed here for the Marathon weekend , like they said it ' s not a great neighbourhood",hotel general,positive
"The true flavor of the sunflower , pumpkin and flax seeds come through .",food quality,positive
"The room ( 2 beds ) was large , with a kitchenette , which is very convenient for storing and heating up food ( there ' s an oven / range + microwave , sink and fridge , with dishes and utensils provided )  .",room_amenities comfort,positive
They are a little large - but easy to go down .,food style_options,neutral
"I love the taste of pop - chips but , I think it is a little too salty .",food quality,negative
"ran out of towels at pool side , not enough waiters at poolside , rib eye steak for dinner poor , waited 45 min .",service general,negative
They are small but for $ 12 what would you expect when purchasing orchids .,food style_options,neutral
"The staff are very friendly , the hotel is very clean and quiet and so close to all in the city .",hotel cleanliness,positive
"They actually came in a holiday box ( I didn ' t know this until I opened my amazon box ) , which would ' ve been great had I been giving them as a gift .",food general,positive
It tastes ok .,food quality,neutral
"Typical Netgear....high quality, easy setup, competitively priced. I've been using Netgear products for 8+ years & will continue to do so.",setup,positive
"Room was tiny , deco was average , cleaning was it is minimum levels .",rooms design_features,neutral
It is also only a five minute walk to Notre Dam and only 2 minutes to a metro station .,location general,positive
I received the hazelnut order yesterday .,food general,neutral
"the staff was rude , the elevator was broke , the room was disgusting and the ambiance was .  .  . well , ghetto .",facilities design_features,negative
"The rooms are on the shabby side - old paint , outdated upholstery , chipped furniture .",room_amenities quality,negative
"Still crispy inside even if the outside ' s a little soggy and still good for you too , just not my favorite .",food general,neutral
"The service in the Mai Tai bar could be slow , but we found the waiters to be more service minded than the waitresses , who thought they were too cute to move quick .",service general,neutral
"Very old , dusty and very expensiv -",hotel cleanliness,negative
"It was certainly well - located , in the heart of the shopping district , but the hotel was run down and the room frankly shabby with threadbare carpets and beaten up furnature .",rooms cleanliness,negative
My only issue was with the noise from the adjacent room that came through the connecting door .,rooms comfort,negative
"Unlike other velcro sleeves, these do not have the option of attaching to the cable, which makes it inconvenient if you want to use it in a situation where you want to take it off and on frequently.",cable,neutral
"With these little bites , he ' s happy and we ' re happy , and we can give them more often than the bigger size biscuits .",food style_options,neutral
"We truly enjoy these chips , and were delighted to find them on sale at Amazon !",food general,positive
"For a very reasonable price we got a new , well appointed apartment that was quiet , secure and extremely clean .",hotel cleanliness,positive
"If you want an average 3 * which is definitely a hotel and not a hostel , I would recommend and stay here again .",hotel general,neutral
"For me , the sugar content is still a bit high so I try to limit the amount I give her .",food general,negative
This flavor is hard to find .,food general,negative
Each tablespoon of Agave Nectar has 60 calories so each stick is 1 teaspoon .,food general,negative
We had a room on the 30th floor .,rooms general,positive
Only problem was 3 bedr had no living room and no full kitchen,rooms design_features,negative
I won ' t be buying it again and I ' m not really sure what to do with the rest of the shipment .,food general,negative
It was good to find these labeling tapes at Amazon...at a good price.  They can be expensive in office supply stores.  Tape was in the original packaging and works fine. These Brother labeling machines come in handy for lots of labeling projects and this one is nice because it prints on clear tape.,tapes,positive
I tried this brand of green tea after drinking both Celestial Seasonings and Twinings green teas .,food general,neutral
Not bad at all I stayed at the Grant in 1998 and was fairly impressed enough to come back again in 2007 .,hotel general,neutral
"This is a wonderful hotel , probably the best we ' ve ever stayed in , lovely spacious room and bathroom , and the friendliest and most helpful staff , with no exceptions .",service general,positive
"I've had this for a while. I use it so that I can use my phone or tablet in bed while charging. Eventually, it stopped charging them as well. It's inconsistent. Good price, but I would like a more reliable cable.",charging,neutral
I also use it for cooking and as a dietary supplement .,food general,positive
This is a sweet coffee beverage which we tried refrigerated .,food quality,neutral
Would definitely stay there again .,hotel miscellaneous,positive
Hotel is recommended and if you get room 1609 you will have a good ocean view without paying for it !,hotel general,positive
and there ' s a load of great bars  restaurants on 3rd avenue in the 30 ' sHighly recommended !,location general,positive
We had a slight problem during our stay ( water temp ) and it was resolved withing minutes and our nightly rate was reduced .,hotel prices,positive
To the guy who gave this a two star rating because they changed the flavor from the 80s ?,food quality,neutral
Left after 1 night I lasted one night -,hotel general,negative
"These hideous little mints have have an overwhelming taste of stale sugar , with barely a hint of mint .",food style_options,negative
Very clean and comfortable and a good size,rooms design_features,positive
"Not very luxurious with regular TV etc ( no flat sceen )  , and no view from the 6th floor .",rooms general,negative
"With only 100 calories for the can , it won ' t make you feel like you ruined your diet .",food general,positive
"They are a very good way to add not only Omega 3 ' s but extra protein to a meal and although the taste is very mild , they are quite good .",food quality,neutral
"Champagne was available at all times ! We would return , and recommend this place to everyone .",hotel general,positive
This is my favorite energy bar .,food general,positive
"That said , those minor flaws : as in other hotels , rooms vary in quality from tired and jaded to newly refurbished with Tuscan pain effects - so negotiate for the better ones .",rooms quality,negative
The garden was fantastic - really peaceful when you think you are in the middle of Beijing .,hotel general,positive
It has an enjoyable coffee taste and does not taste like it came from a can .,food quality,neutral
More than adequate for its class We stayed in the Monna Lisa for 4 nights in early December and had a positive experience .,hotel general,positive
It ' s chewy and tangy .,food style_options,neutral
"I installed this product and tried several A/C outlets,but the phone always produced backgound hiss and static.Within a week it quit working and I could not get the transmitter light to come on after that so returned the unit for a refund.  I got a different brand that does not have the background noise.  I hope it lasts.",transmitter light,negative
"Everything is great : the pool , the beach , the food , the cocktails but there is just a problem with the room with an awful smell and certainly not 5 stars but 3 .",facilities general,positive
"If you like Stacy ' s pita chips , this is a good way to get them ( reasonable price , free shipping ) .",shipment prices,positive
"I like fresh coffee , not almost expired .",food quality,negative
"I made one cup and threw it out , VERY DISAPPOINTING .",food general,negative
"The popped kernels are definitely smaller than normal popcorn and frankly , I do not find the popcorn fluffier or less "" husky "" .",food style_options,neutral
Bought this to go with my old (about 10 years) Brother PT-85 P-Touch labeler. This one is black print on yellow tape to stand out against any color surface. Used it so far to label the drawers on my large rolling tool cabinet; easier than having to open numerous drawers while searching for tools. Fits and works perfectly. Nice to know I can still get these cartridges at a good price for this old printer.,cartridges,positive
"When I tasted this , I made a face because it was so yucky !",food quality,negative
"My vet thought that it might be due to a food allergy , and suggested we try a food containing ingredients she had not been exposed to previously .",food general,neutral
"the property to get help with the bags , to the missed wake - up call , to waiting for 45 minutes for a coctail server to approach our table in the lounge .  .  .",service general,negative
This tastes so delicious and I can have several cups in the morning .,food quality,positive
"From the friendly welcome to the lovely room , the excellent breakfast and the superb location just off the Champs Elysees , it is hard to see how anything could have been better .",service general,positive
20 . The beds aren ' t all that comfortable .,rooms comfort,neutral
I ' m definitely not getting this again .,food general,negative
my request for missing newspaper was answered with it ' ll get here .,facilities general,neutral
"The package said "" Keep Cool "" and it was hot and the candy was melted .",food quality,negative
"It was certainly well - located , in the heart of the shopping district , but the hotel was run down and the room frankly shabby with threadbare carpets and beaten up furnature .",location general,positive
"This is such a cool hotel , very noirish , rat pack , 50 ' s , space - age swingin ' batchelor pad kind of vibe , with funky and artsy overtones .",hotel design_features,positive
They have a Military Match program when you buy 4 bags they will match 4 bags FREE .,food prices,positive
I would stay again but i might search to see if there are more reasonably priced hotels with the same facilities .,hotel prices,neutral
Would recommend for anyone coming to Toronto for business or pleasure .,hotel general,positive
"Best bucks I've ever spend on a portable headphone... Glad I didn't go with Bose AE2... this sounds just as good, just as comfortable, and 1/5th of the cost... Heck, best money I've ever spend on a headphone.Also love the open-ear design, I can finally hear people talking with me at work now :)",design,positive
"answered the call and we were very impressed , she provided excellent service , she is very knowledgeable and quick a great asset to your Hotel .",service general,positive
"The location was great , the staff was fine ( though , admittedly , we were not that demanding of them )  , and the suite was huge .",rooms design_features,positive
This is a quick an easy breakfast .,food general,positive
"It smells more like it than it tastes , but still it tastes enough like a margarita that it feels weird to be slugging it back at work .",food quality,neutral
"Organic ingredients , fruit flavors , and natural colors are what I ' m looking for .",food quality,neutral
"Good sound isolation, too much bass for realistic sound, might be ok if you only listen to disco...very uncomfortable after about 30 minutes.",bass,negative
"Avoid if possible , but not a total waste .",food general,neutral
E mailed the hotel twice - no response and finally had to phone to obtain a refund - which they made immediately but with no apology or explanation .,service general,negative
"It is not a terribly hot spice , but it has a very complex flavor somewhat similar to paprika .",food quality,neutral
Close to nice restaurants and a large Whole Foods on Magazine Street .,location general,positive
"That said , they ' re still well equipped - the 2 bedroom unit we stayed in had everything we needed , except for the absolute lack of patio furniture .",room_amenities design_features,neutral
"The staff from arrival until we left 4 days later were attentive , knowledgable , and helpful .",service general,positive
Heard about this hot sauce on the Larry Miller podcast .,food general,neutral
Ask for a room away from the front of the hotel as the street is noisy early in the morning .,rooms comfort,neutral
"Breakfast was a little disappointing , not much variety",food_drinks style_options,negative
My husband will eat the rest as a snack and we will never purchase them again .,food general,negative
"This hotel , of course , would not be a good pick for someone seeking a high - energy or party atmosphere .",hotel miscellaneous,negative
"clean but small rooms were clean , bed was comfortable , but very tiny and dated interiors .",rooms design_features,neutral
We will go back for sure !,hotel general,positive
Right on the Park and walking distance to Madison and Fifth Avenue shops .,location general,positive
"While I ' m sure it works for some , if you ' re just not makig a whole lot of milk to start with",food general,neutral
Bought these to use with my desk top computer to enable me to listen to Youtube videos while the grandchildren are asleep.  they are fine for this purpose.  Not really super quality sound reproduction but they suit my purposes well.  I recommend them for such purpose.,sound reproduction,neutral
"But Vanilla isn ' t a bold new taste sensation ; it ' s a , well , plain - vanilla product that most bakers will use in quantity .",food general,neutral
He likes them for breakfast and as a snack when we are running around ( he is 6 ) .,food general,positive
"OK for the price and I like the design and fit so I keep buying them, but they break down quickly. I've been through several.",price,neutral
This isn ' t a Dijon - style mustard and there is no hint of horseradish .,food general,neutral
I had not read the reviews and was quite surprised when I opened the package .,food general,positive
The room was comfortable but small .,rooms design_features,negative
Shipped fast and I would order from them again for gift purposes !,shipment delivery,positive
"I ' ve not been a fan of the Keurig coffee , due to the weak nature of the brew . """,food quality,negative
The Sunday brunch is unbelievably decadent and a great value despite the high price .,food_drinks prices,negative
"I find it quite strong ( for me ) , so sometimes I mix it with another protein powder for less caffeine and more protein ( a scoop of this one has 15g protein ) .",food quality,neutral
For some reason I was thinking the 3 pounds were being shipped in ( 6 ) 1 / 2 pound bags .,shipment delivery,neutral
