reviewText,AspectTerm,Sentiment
"It ' s reasonably expensive but bearing in mind the location and that this is Paris , probably about right .",location general,positive
"Not sure what it is, my network or neighbors, but I am using this router for two laptops in a one bedroom apt. About 3 times a week, I am having to power off/power on, due to connectivity issues.",laptops,neutral
only complaint is the breakfast needs more protein offerings .,food_drinks quality,negative
"The green tea with jasmine , peach tea , and English breakfast were especially good .",food quality,positive
They taste great .,food quality,positive
"They arranged everything from reservations in the best restaurant in the South West ( Binkley ' s ) to a hot air balloon ride over the desert , they just could not do enough !",service general,positive
"Great service , very friendly staff and they serve an excellant complementary full American style breakfast .",service general,positive
Quiet and comfortable We chose to stay at the Bassano because of the reviews on TripAdvisor and we were not disappointed .,hotel comfort,positive
I would highly recommend this hotel .,hotel general,positive
We would eagerly use it again .,hotel general,positive
Dirty and stuffy hotel,hotel cleanliness,negative
Reasonably priced for NYC . Clean,hotel prices,positive
"I found this hotel perfect for my needs -  - good area , large enough room , clean , friendly staff , not ridiculously expensive .",hotel general,positive
"Rich and creamy , but not too sweet !",food quality,positive
I hope they go back on sale so I can stock up .,amazon availability,negative
"The chocolate is perfectly dark without being bitter , the orange has an incredibly satisfying crunch and a slight ( very slight ) chewiness that makes the texture of the bar divine , and the flavor of orange and chocolate together are heavenly .",food style_options,positive
Everyone in the family likes it .,food general,positive
"I imagine that after consuming 6 boxes of Kix , they may not seem quite as scrumptious , so maybe it would be wise to give a box or two away so you do not get burned out on eating them .",food quality,negative
"I wanted a pink cover for my friend that loves pink.  This fit the bill, it wasn't a &#34;great&#34; case; however, it protects well and has withstood my two kids abusing it.",cover,neutral
They quickly melt into this delicious treat .,food quality,positive
Justin ' s nut butter is so delicious,food quality,positive
"I ordered this hoping that it was the lower fat & air than typical American style Ice Cream , with dense favorful gelato that you can get in shops throughout Italy .",food style_options,positive
A Very Refreshing and Stylish Hotel,hotel design_features,positive
I tasted some of one and had to throw the whole box away .,food quality,negative
Makes all the difference .,food general,positive
is a short list :  - stains all over the carpet - hairs and other dirt all over the bathroom - ironboard and iron,room_amenities cleanliness,negative
"I think SweetGourmet has the best price to weight ratio for this item , too .",food prices,positive
We seem to have lucked out though and got a far superior room to the one we had before ( or they ' ve just decorated !  ) and the staff couldn ' t have been more friendly and helpful .,service general,negative
"I've bought two of these now, and they are nice and small, but they're very finicky about what they will and will not power.  Don't plan to run more than a mouse and maybe one other low powered device off it at any one time, it seems to run into trouble otherwise.",mouse,neutral
I bought them because of Hungry Girl ' s glowing recommendation . and I gotta say she steered me wrong this time .,food general,negative
"It ' s not bad for thirst quenching , but it wasn ' t my favourite drink in terms of taste .",food quality,negative
I added the product to Hybiscus flower tea to replicate Jamaican Sorrel .,food general,positive
So thankful to whomever invented this concept .,food general,positive
Highly recommended and affordably priced too . .,food prices,positive
"Pros :  - great location - convenient for walking places - tianamen , restaurants etc - safe - internet - nice building interiors , food , spa - courteous staff - decent priceCons :  - dirty bathroom - moldy , water didn ' t drain in shower - smelly hallways - my entire hallway smelled of mold and cigarette smoke",facilities general,positive
Staff was very helpful ; room was clean with a great view of the city and Toronto Islands from our 39th Floor room .,service general,positive
"The hotel staff were fantastic , friendly , informative and helpful all the time .",service general,positive
Way to much salt .,food quality,negative
"Room wasn ' t clean , service non existent bordering on",service general,negative
Worked well with smoked salmon .,food general,positive
Loved the hotel and location and will definitely stay again .,hotel general,positive
"11 for package of half dozen fifty count boxes , cost is less than ten cents per tea bag ) but it is definitely worth it .",food prices,positive
"It is so real and intense , that speaks itself for the quality of a product .",food quality,positive
"It has a enchanting patio with tropical flowers , terracota tiles and a marvlous mobiliary , a little but confortable pool and very kind personnel .",hotel design_features,positive
We will buy again !,food general,positive
"I would recommend this hotel , great location and a great price .",location general,positive
Expensive and nice,hotel general,positive
"It is not a terribly hot spice , but it has a very complex flavor somewhat similar to paprika .",food quality,neutral
"The only problem with jerky is the salt , and these have a ton of it .",food general,negative
"This cover is sturdy and has a good feel to it.  The light works OK - doesn't always provide the best lighting for the whole page.  All in all, I think it's too pricey for what it provides.  Might do better with a non-light cover and a little snap on light!",light,neutral
"The room was clean and large , nice bathroom / dressing room set up .",rooms cleanliness,positive
"Case took longer to arrive than expected, but it is Christmas time afterall.  Case was as shown in pictures.  wish it had a pocket for my wife to store her screen protectors and cleaning cloth.",cleaning cloth,neutral
More like a Backpackers Hostel than a hotel .,hotel general,negative
"It is a body cap, it's genuine, and overpriced like most Sony accessories. Still, it fits better than a third-party cap.",body cap,neutral
Great Location,location general,positive
Would definitely recommend .,hotel general,positive
They rapidly dissolve in the baby ' s mouth - - no concern about choking .,food general,positive
But the price was good for the coffee ( as a regular coffee ) .,food prices,positive
The bed was very uncomfortable .,room_amenities comfort,negative
"Close to shopping and dining , but also close to a busy firebrigade .",location general,positive
The package came with easy - to - follow preparation instructions and she cooked the product accordingly .,food general,positive
It has a great aroma and big taste .,food quality,positive
"When I bought the first box I had a cup of tea every night and thought the hot flashes subsided a bit , so I bought another box .",food general,positive
"While it does work, these batteries or unit are slow to get fully charged and quickly lose that charge even (and especially) when not being used.  If I set the camera aside for a month and pick it up again the batteries are dead even without any use.  I think I'll be investigating and investing in a couple sets of LCD AA's for my Canon next time.",LCD AA,neutral
That fact will make it hard to buy a six - pack from here .,food general,negative
it was ideal .,location general,positive
"I was a little concerned it would taste really artificial , but think it really is a good thing to have around the house actually .",food quality,neutral
The product itself is 5 stars but at this price only 3 .,food prices,negative
I finally gave up and cancelled my subscription .,food general,negative
Love Amazon grocery bargains like this !,amazon prices,positive
"The people who run this inn are very helpful , friendly , and resourceful .",service general,positive
"Unfortunately , the Colon Hotel rooms turned out to be run down , with stained upholstery , linens , and carpeting , no air conditioning , and an old , lumpy bed .",rooms quality,negative
I will definitely buy it again .,food general,positive
this is my drink of choice .,food general,positive
Great hotel in Barcelona Super nice and very luxurious hotel in a good location - nice neighborhood within easy walking distance of everything .,hotel quality,positive
"39 per 12 bottles seem a bit too expensive for me to buy them constantly , though .",food prices,negative
Comments in other reviews about dirty pool areas are true .,facilities cleanliness,negative
"There is complimentary coffee / tea in the room , and there are washcloths .",rooms general,positive
If you call thirty mintues before needing your car it should be there for you .,service general,positive
"The whole resort is really beautiful , friendly people everywhere , big rooms who are well cleaned every day , nice food for everyone and a great ' holiday - spirit '  !",hotel general,positive
and I stayed here for 4 nights before going to Cape Cod . this hotel is a great base for seeing all the sights in boston .,location general,positive
the staff of the hotel and the manager in particular demonstrated great understanding and excellent customer service .,service general,positive
"Won ' t be buying this stuff anytime soon , sorry , might be a great conveinience for some , but why bother if it ' s gross !",food general,negative
and we would highly recommend it .,hotel miscellaneous,positive
The price was great for the location .,hotel prices,positive
I got the order promptly .,shipment quality,positive
This is by far the best pasta you can get .,food general,positive
These are great teas .,food general,positive
great because it has both the sd card slot and a jack to plug any iPod or else.No so cool because most of the time the sound sucks pretty bad... But then again I have never heard one that sounds good no matter what brand.,sd card slot,neutral
"I realized how good it was this week when I ran out of the Hawaii Roasters Kona Dark Roast and went back to my supermarket "" premium "" whole bean coffee .",food general,positive
They arrived sooner than expected and arrived as described .,shipment quality,positive
"My husband needed some assistance with the internet at 2 am , and they sent someone up immediately .",service general,positive
"I have been buying these for years from Walmart and Sam ' s , but this is the best price I have found so far .",amazon prices,positive
just outside there are a number of bars and eating places near by which are not expensive .,location general,positive
"Charlee Bears are great and if we ever ran out , things would not go well around our house !",food general,neutral
"Only two minor gripes - we got quite a small room and the prices quoted on their website exclude Goods and Services Tax , a 10 % tax that everyone has to pay .",rooms design_features,negative
Great location and service Perfect location on the waterfront .,service general,positive
"I've bought eight, one was DOA, one went bad after about 2 weeks, the other 6 work great.  I use a static wristband and am careful not to touch the edges.  The cheaper ones I bought to replace the 2 bad ones have no issues.",wristband,neutral
"Stayed here for 2 nights last Dec . 22 , ' 08 .",hotel general,positive
Staff were friendly and it was clean and well,service general,positive
"The room was comfortable , fantastic bathroom - huge and the bed was one of the most comfy that I have slept in anywhere in the world and the hotel is in a wonderful location .",room_amenities general,positive
I tried smaller and smaller amounts in my espresso and could never get a comparable result to using the ghiradelli chips .,food general,negative
I recommend a balcony room .,rooms design_features,positive
"The product is just ok , but being hounded to leave reviews / feedback prevents even a three star review .",food general,neutral
Picture quality is not that great: over exposed sometimesCharging is a pain as you have to remove the battery ans stick it into a charger every timeWon't be returning it but would probably not buy it again if I had to do it all over again,battery,neutral
"Fridge and micro stuffed into the room , no place to eat except in bed .",rooms design_features,negative
"The staff were friendly , polite and helpful and the place was clean as were the rooms - nice white linen and a bright , clean , modern bathroom .",service general,positive
Great price too .,food prices,positive
"Clean , confortable , updated rooms .",rooms cleanliness,positive
"the amenities and service here were not beaten along our travels - high speed internet , breakfast , pool , spa , vending machines , fridge , microwave .",room_amenities general,positive
"Tried many other brands I could find locally but none even come close , so I will continue to order Kind .",amazon availability,positive
"Perfect for going to plays , taking the subway , and finding good resturants close by .",location general,positive
Now they feel GREAT !,food general,positive
"Rooms were excellent , service friendly , pools beautiful .",facilities design_features,positive
Very disappointed in this product !,food general,negative
the buffet in the hotel is ok,food_drinks quality,neutral
Great A well priced hotel with very friendly  helpful staff .,service general,positive
"Be warned , it does say pumpkin spice Latte , so when the cup produces a foam , it was designed to do that .",food general,positive
It works awesomely .,food general,positive
Happy Hips are $ 16 a bag in grocery and pet stores so 3 bags for $ 30 is a real deal and they are worth it .,amazon prices,positive
"The room although modern were filled with defects , like electric cables hanging .",rooms quality,negative
I ' d like to find a packet that has veggies listed before the fruit but I haven ' t ever seen those yet .,food general,negative
"Would definetely recommend Residence Foch , the area was perfect , literally max ten mins walk from the Arc de Troimph , lovely safe area .",location general,positive
"If your looking for a 5 star hotel this is not the place , but if your looking for a nice place with reasonable rates and great service , then this is the place to stay .",hotel quality,negative
One short block from the beach too !,location general,positive
I sought the ingredient information and I am thrilled to find this to be a sugar - free product ! !,food general,positive
I use it with my iphone. Once every few minutes the sound drops out for a second. Still worth it since it's fairly inexpensive.,iphone,neutral
This has proven impossible to cancel online .,hotel general,negative
The place is clean and simple and definitely worth the money .,hotel prices,positive
"Not needed, want to sell again, any buyers out there?..........................",buyers,neutral
A great combination ! ),food general,positive
The staff were very friendly and the location superb .,service general,positive
My friend and I stayed in Room 273 and found it to be clean and comfortable .,rooms cleanliness,positive
"The breakfast was poor , just a muffin and coffee .",food_drinks quality,negative
"Adios , Nestle .",food general,negative
The hotel is a bit pricy but worth it .,hotel prices,negative
"The carpeting was stained , there were holes and cracks all over the bathroom wall and there was a large black mark in the tub .",rooms design_features,negative
"This tea is perfect in flavor , smell and brewing set - up .",food quality,positive
"Reasonably priced , and very comfortable , our only complaint was one rude staff member who was there when we checked in ( all other staff were friendly and helpful )  .",service general,positive
"The Neri , in common with good hotels , simply concentrates on providing excellent accomodation where a good nights sleep is guaranteed , excellent assistance from the helpful staff , and a wonderful location for sightseeing .",hotel quality,positive
"Good price , nice to be in the center of town .",hotel prices,positive
If you need a product to keep your dog occupied than the Lickity Stik would work but it does not seem to do anything but encourage your dog to lick .,food general,positive
Great location ; Comfortable hotel - shame about the building We picked the Radisson by chance out of a very long list of Boston hotels .,location general,positive
I will not buy this blend again .,food quality,negative
I love the flavor of this sugarless gum .,food quality,positive
"Nice place , bad food",food_drinks quality,negative
Great Location,location general,positive
They don ' t have AC and the are really hot .,room_amenities general,negative
"This product was attractive to me as it is somewhat lower in fat ( that is , relative to most of the Asian or Sub - continent "" meals ready to eat "" ) .",food general,positive
The new formula is sweeter and more bitter .,food quality,negative
"Made me fat , can ' t cut a tomato , ineffective against burglars .",food general,neutral
) Its very healthy and clean dog food .,food quality,positive
"3 stars because although it says it fits two drives, it would be near impossible for the cables to fit nicely right next to each other. That pain in the butt alone is why 3 stars vs 4 or 5. Otherwise its great.",drives,neutral
Trying to get a drink from the hotel bar was a challenge but if you are not in a hurry you will get one .,facilities comfort,neutral
Its got a spicy yet well balanced flavor .,food quality,positive
I would definitely stay here again on a return trip .,hotel general,positive
Bergin ' s nuts are the best . i have never had fresher & tastier nuts . and I eat alot of nuts being a vegan .,food quality,positive
A great tablewine .,food general,positive
"This is a solid choice for those who don鈥檛 need a four - star accommodation , but still want a well - kept , comfortable and centrally - located hotel .",location general,positive
Was quite disappointed to learn that 12 egg whites are also needed .,food style_options,negative
"The hotel staff was very helpful , the rooms were clean and although I do not speak any french , I had no problems at all .",rooms cleanliness,positive
Although they could use more rosemary if you ask me .,food style_options,neutral
"It has a fresh mild taste , but does not have that grassy taste like you ' re drinking something that was part of your lawn .",food quality,positive
They are conveniently packed in little pouches so they are easy to grab and take along when we ride .,shipment quality,positive
The box itself does have a place for all the USB cards I use but the USB cord is just to short.  The cord needs to be at least 10 inches longer.  It barely can reach sitting on top of a PC to the USB port.,USB cards,neutral
"The staff were also great , really friendly and helpful .",service general,positive
Learn to shop and stock the little fridge .,room_amenities general,positive
"This is the taller ultrabay and ended up not fitting my W500.  Also, I feel like it should come with the rubber bumper rails for the HD.  In my experience, those come with the laptop/enclosure and not the HD.",HD,neutral
"One drawback : we were put in the second building next door on Camp Street , and the room had permanently - sealed windows of frosted , pebbled glass -  - gave kind of a claustrophobic effect .",rooms design_features,negative
"The bars are a mixture of seeds , fruit , and some nuts .",food style_options,positive
"Great hotel - reasonable price , good location , and very clean room .",rooms cleanliness,positive
"The rooms are spacious , clean and modern .",rooms cleanliness,positive
Excellent locationNice continental breakfast in morningSpacious floor plan in rooms with king bedNeat blowfish in lobby who follows people ! Cons :,food_drinks quality,positive
Loved the experience .,hotel general,positive
Great price .,food prices,positive
True -  - but their shuttle closes down earlier than any of the other hotels ' and it ' s a 20 euro cab ride .,service general,negative
You will LOVE this soup !,food general,positive
Location was perfec,location general,positive
The food is ok but repetitive especially if you are staying for 14 days like we were .,food_drinks miscellaneous,neutral
"I love the flavor and consistency of these chews but what ' s even better is that , when eaten after a meal , they really help with digestion .",food quality,positive
"I ' m not familiar with the benefits of high pH water like this but if it ' s better for you than normal water then I ' d highly recommend this product because it tastes EXACTLY like regular filtered , bottled water .",food general,positive
"Only complaint is the audio, image wise its great. Would buy another one if it was back at 60ish bucks.",audio,neutral
but overall it is totally worth plus location,location general,positive
I was extremely happy with this hotel and would recommend it if you ' re looking for a smaller hotel that is quiet and well located .,hotel design_features,positive
"This is not my personal favorite , and it ' s not even the best sauce that Tabasco produces , IMO , but on the right food it ' s great !",food general,negative
Room was very modern and clean .,rooms cleanliness,positive
"I booked the hotel through hotwire , and the hotel staff charged my CC for the time being there .",hotel general,positive
"It may be calorie free rice , but it the texture is terrible , like soggy slimy rice and tasteless .",food quality,negative
They even made sure it was good to go for us marathon morning .,hotel general,positive
They are a little pricey but definately worth it ! !,food prices,neutral
I ' m looking for something else .,food general,negative
Great price .,food prices,positive
The staff at Rick ' s Cafe and at the front desk were very helpful and extremely enjoyable to spend a few minutes chatting with .,service general,positive
"It brews up delicious , smelling strongly of chocolate , and tasting satisfyingly of it , too .",food quality,positive
Nice hotel with all the neccesities .,hotel design_features,positive
"Now I ' m trying to find people to give them to since I can ' t force the fake , aftertaste - laden stuff down my throat .",food general,negative
they were stale i love brazil nuts this was a complete waste of money . i usually enjoy all my purchases from amazon but i was completely disappointed in this purchase,food general,negative
The staff is awesome - extremely friendly and professional .,service general,positive
the room furnishings lacked the austere beauty I ' d been hoping for - the room ' s furnishings were quite plain and unremarkable .,rooms design_features,negative
"If you ' re adding a dash of milk into your black tea , this won ' t do .",food quality,negative
Excellent friendly staff We stayed for four nights at the Castle Inn and enjoyed every minute of it .,hotel general,positive
Your shipments are always on time and undamaged,shipment quality,positive
"Poor location , officious staff and a restaurant that looked more like a military cafeteria than a hotel restaurant all contributed to a distinctly unmemorable hotel experience .",service general,negative
I bought the blue case - what came is more of a sea-foam blue color !  Not nearly the same deep blue as advertised!,case,neutral
I also like their Cinnamon and Apples variety too .,food quality,positive
It ' s OK coffee .,food general,neutral
Great idea but poorly put together .,food general,negative
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",location general,positive
I never want to eat any those large - brand toffee candy bars again !,food general,positive
I got this on sale and I am mostly satisfied with it. It is designed for earlier generations of iPads so it does not have the hole for the forward facing camera and in order to adjust the volume you have to fight the elastic that holds the iPad in.,facing camera,neutral
"I was in NY on business and found this hotel ideal , service was good and the bar area was impressive .",polarity positive,positive
I would recommend it highly .,hotel general,positive
"This is not my personal favorite , and it ' s not even the best sauce that Tabasco produces , IMO , but on the right food it ' s great !",food general,negative
We were greeted by very friendly and helpful staff who were keen to ensure that our stay in the hotel and Barcelona was as pleasant as possible .,hotel general,positive
Working out to $ 35 lb - - that ' s some very expensive chicken .,food prices,negative
The chicken soup turned out to be a little salty .,food quality,negative
I do not like this for its intended purpose as a hot chocolate drink .,food general,negative
The flavor does resemble that of a blueberry muffin more than of an actual blueberry .,food quality,positive
"I would not reccomend this hotel because of the snooty attitute of quite a few of the staff which made it very uncomfortable , it was not a hotel to relax in just one to be seen in if you were of a certain age and dressed in a certain manner .",hotel comfort,negative
"Though they might be a bit pricey for just the average dog owner like myself ( as opposed to say someone in a profession working with dogs ) , they ' re great treats .",food general,positive
My wife and I happen to enjoy them .,food general,positive
We didn ' t think that we ' d change as it was so inexpensive as we each reused a tea bag for our days cuppa .,food prices,positive
Halls very hot,rooms miscellaneous,negative
"Sydney , our Aussie mix usually struggles when we change her food , however that was not the case when we switched to Vitality , she loves this stuff .",food general,positive
This one did not match up for me .,food general,negative
"Very nice amp, plenty of power to drive two 10"" woofers in a 14' X 28' room for stereo music, movies & Wii.The only negative is the power switch is on the volume control, so every time you use the amp you must re-adjust the level. Or leave it on all of the time",Wii,neutral
"The Almond & Apricot flavor is particularly disappointing , unfortunately .",food quality,negative
"I bought this to play with recording the electric guitar (Fender stratocaster) using the effects pedals in GarageBand. It works fine when plugged into the microphone input on the Mac. There is no static or hum. This was just the cheapest cable I found for doing this. I didn't want to invest in an Apogee, though they look nice. I'm not a professional musician, just like to hack at it.",microphone,neutral
The food was so - so but the restaurant service was absolutely terrible .,service general,negative
"It can be forced into place to make the product fit, but it is too tight for my radio and required a little modification to make it look good.  I also painted mine to improve the look.",look,neutral
Shipping took only 4-5 days ! It Works with windows 8 it's just plug & play has a red light that comes on when the PC turns on so thats a plus ! . Great Bluetooth USB,windows 8,neutral
So glad I found these on Amazon .,amazon availability,positive
"I ' m not sure what these other people are use to , but this brand of chai was WAY too sweet .",food quality,negative
Christine was very helpfull and very patient with all the questions we had as the first time travelers to Paris with absolutly no knowledge of French .,service general,positive
"Aparthotel Silver is a good , clean , tourist class hotel in a quiet neighbourhood just north of the city centre .",location general,positive
The price was more than reasonable .,hotel prices,positive
if you want anything hot you have to go out and get it .,food_drinks quality,negative
"This centrally located Hotel was the nicest hotel in this price range I have ever stayed in , for such a big city I think it was a wonderful surprise to have a place so affordable be so nice .",hotel prices,positive
"This is a solid choice for those who don鈥檛 need a four - star accommodation , but still want a well - kept , comfortable and centrally - located hotel .",hotel comfort,positive
"Great Stay Booked a package through Trailfinders , great deal ( usually book everything myself )  .",hotel prices,positive
She almost did not get to eat any of them because they were soooo good !,food general,positive
The staff are very helpful and friendly .,service general,positive
"Labels are okay, but I just wish they were thicker. Unlike wanting to use on my mother's files, I was sliding mine thru the tabs on the page separators that you use in a binder. At this time, I prefer binders to hanging file folders. It is a little quicker for me.",Labels,neutral
They are expensive so my dogs each get 2 a day .,food prices,negative
"Without a doubt , this has been the worst hotel I have ever been .",hotel general,negative
"Antenna does give better reception than the two rabbit ears digital antennas I tried but still must be turned a little this way and that to bring in the same persistently annoying channels we originally were having problems. Clearly an outside antenna is what is needed, but the Terk has made most of our viewing a little easier.",rabbit,neutral
Although outside is not particularly special my twin bedded room was excellent .,hotel general,positive
"In the morning that I have to be on time and out of the house in a hurry , I use the Via and it tastes just like brewed coffee .",food quality,positive
problems in paradise,hotel general,negative
Think the HI is getting a bad rap I stayed here for two nights at the beginning of April .,hotel general,negative
They need a low cal option and there aren ' t that many in the stores .,amazon availability,positive
"Very happy with the proximity to Waikiki Beach and the surrounding designer boutiques ( Gucci , Chanel , Prada , etc .  ) and restaurants .",location general,positive
Would have liked more cherries and bigger clusters of granola .,food style_options,negative
I think they are plenty sweet and delicious .,food quality,positive
"I paid the extra bucks for the interval function to use my canon sl1.... don't waste your money. The only thing that works with the sl1 is keeping the button pressed down. The camera has a visible timer when live view is in use. (Yes, I was using bulb in the camera).",live,neutral
It ' s smooth and has a great mellow flavor .,food quality,positive
"I hope to record my doctor's feedback while I am still under medication, so I hope that it works. It doesn't seem to be very sensitive, but it is a cool idea.",medication,neutral
This is a nice beginner system for somone who wants to keep an eye on a particular area. Rection can be good depending on where the Cam and recevier are located from each other.,recevier,neutral
"The Hotel provided us with a free bottle of sparkling wine on arrival when we mentioned it was our honeymoon which was a nice touch , the staff really were wonderful .",food_drinks prices,positive
Definitely in my top 3 of all K - Cup blends .,food general,positive
"It works great, but I found I really preferred just tying on the touchpad of the I pad itself. It was a bit bulky.",I pad,neutral
I can t even say you get what you pay for because this was the most i ever payed for a trip .,hotel prices,negative
"Hotel room as expected for Embassy Suites , Noise level on bedroom side from road very loud and disturbing .",rooms design_features,neutral
"Good price / performance Comfortable , clean hotel with friendly employees .",hotel cleanliness,positive
This 5 lb bag is a LOT of chews !,food style_options,positive
"This eyecup piece is may be good for dslr with fix screen, not flip screen, because it will get in the way of the screen when try to open or close it.",screen,neutral
"This hotel is beautiful , clean and the peoples are very friendly , specially animation team , Sandy was very friendly and make us feel like family .",hotel cleanliness,positive
No thanks .,food general,negative
"Eating breakfast at the hotel is expencive and you are still hungry after , because of the very small portions .",food_drinks style_options,negative
"The staff are first rate , the rooms and lobby are stunning .",rooms general,positive
I ordered 3 bags or 7 .,amazon availability,positive
"Efficient , patient , friendly I stayed at the Savoy for a shopping weekend in Berlin and found it a superb elegant hotel .",hotel general,positive
I recommend KIND bars to everybody because they are so delicious .,food quality,positive
"We will continue to book our clients here , as it gives a great satisfaction to offer them such an outstanding property .",hotel general,positive
"You get a lot for the money. The cord worked, the 12volt worked, and the AC plug worked, once! The second try it would not charge the ipod. Like I said, you pay cheap, you get cheap!",ipod,neutral
It was quite cold and the thermostat had no effect when I raised it .,room_amenities quality,negative
I will definitely be staying here again in the future .,hotel general,positive
It makes no sense to make the case black. If the camera sits in the sun it gets too hotThe black case is harder to findIt would be easier to put my name on if it were white or even natural leather color,leather,neutral
"Trip to Japan Just got back from holiday from Japan , this hotel was very good it is located in shimbashi and is linked to the metro station which is very convienent .",location general,positive
"It was clean and comfortable , but nothing spectacular .",hotel miscellaneous,neutral
"Great Rooms , Good Location , Pricey Very nice 1 bedroom suite in a great location near shopping and subway .",rooms prices,positive
Rooms are outdated and the corridors smell .,rooms design_features,negative
"She upgraded us to a fabulour corner room , facing the harbor and gave us complimentary access to the executive suite hospitality room .",service general,positive
"This may sound insignificant , but for a hotel that bills itself as a preferred business address and has no internet and no business center , this hotel gets a big fat zero .",facilities general,negative
There is just a hint of honey to this lovely concoction .,food quality,positive
"Brilliant location Simple , clean , efficiant hotel in an ideal location for restaurants and attractions .",hotel general,positive
i would stay here again .,hotel general,positive
Yay xylitol !,food general,positive
"When I received this package , it was different and had a very distinctive smell .",shipment quality,negative
No problems and,hotel general,positive
Try Chococonut bars too as this another favorite .,food general,positive
"I ' ll never buy "" Coffee People "" K - Cups again .",food recommendation,negative
". . And the first bite tastes great . . . until you chew a little , and all you taste is that chalky , soy - protein powder flavor .",food quality,positive
"Great value , huge rooms This property isn ' t the nicest or the best location , but the rooms are huge and clean .",rooms design_features,positive
"My dogs love them , the treats are not too large as some other brands are , just right for a special treat .",food general,positive
"Bold , but no bitter aftertaste - that ' s a plus .",food quality,positive
"But - I add it every day to my morning coffee and for that purpose , it is the best hot chocolate powder around .",food general,positive
"That makes for a nasty , saccharin - y , hypersweet and artificial aftertaste .",food quality,negative
A superb first class hotel with nice views from the top of the hill .,hotel quality,positive
WONDERFUL TEA !,food general,positive
"Not available in any store locally , I gladly pay the slightly higher price to buy it from Amazon . com .",amazon prices,negative
The hotel should be closed until the work is done .,hotel general,negative
Large and Comfortable Room Just returned from a 2 night stay at the Sofitel .,rooms design_features,positive
"It tastes just like a sweetened cereal , maybe a little bit of cinnamon but nothing more .",food quality,negative
however what made us most happy was the management and desk service - they were very attentive  helpful even checking on our last day that we were up  about after our wake - up call so as we would not miss our early flight - this is a very nice place to stay in such a wonderful city - gerard NY,service general,positive
We will definitely stay at the Hotel Londra the next time we are in Florence .,hotel general,positive
"While the refurbished lobby , restaurants and bars are still elegant and luxurious , the standard rooms are far more reminiscent of a decrepit dorm room .",rooms design_features,negative
"I bought this coupler to extend the cable for a kids video game.  Coupler quailty is good but the color order on mine was not the same order as the cables...no big deal, just cross your cables or ignore the coupler colors and make sure the cable colors match.",cable,neutral
Rooms were clean and decently sized with fun decor .,rooms cleanliness,positive
Apparently it is infused by electrolytes and has Ph factor of 9 . 5 .,food style_options,positive
"Don ' t expect great service , though it is not the worst .",service general,neutral
"It was a clean hotel , nicely decorated , however the rooms and bathrooms are a bit small , so if your traveling with 4 - 5 women you may want a larger room .",rooms design_features,negative
2 stars with 5 stars service,service general,negative
"The hotel was comfortable , we had a quiet room which was cleaned regularly together with the bathroom and although the breakfast was continental",rooms comfort,positive
This is the most delicious and refreshing coconut water I have tasted so far .,food quality,positive
"This is by far the best GF sandwich bread I ' ve tried yet , Whole Foods makes a good one as well but for the price",food quality,positive
"No matter where your room is , you are close to street level and traffic could be noisy at night .",rooms comfort,negative
"The service was amazing , using your name when you check in , giving you a butler etc .",service general,positive
Not 5 star quality went on a short break with my husband and we were very dissappointed with the service or lack of .,service general,negative
The beds are hard !  !,room_amenities quality,negative
Happy to have found it again .,food general,positive
"single room double price I had booked a double room through a website , then I called to check if there was a single available as I was going to be on my own .",rooms prices,negative
"This is great food , quality ingredients and apparently delicious .",food general,positive
"I recommend sticking with the other flavors , especially carrot , parsnip , apple .",food recommendation,negative
"Room service is expensive but breakfast in you room is nice , go on treat yourself , your on holiday .",service general,negative
Appears manufacturer was saving money by providing less color and flavor .,food quality,negative
I will buy it all the time now . fast delivery and a good price as well .,food prices,positive
'Fantastic Hotel ' Just returned fro a 3 night stay at the H10 Montcada hotel Barcelona with 7 Friends .,hotel general,positive
I bought this not seeing the SATA so I don't have a HD that will work with it so I am not looking for one but I am sure it is going to work as shown but I can't say yes or no right now. Thank you,SATA,neutral
"The Hotel was a dream , the staff was friendly and helpful , the location is convenient to everything , and the 5PM wine tasting ( Free ) was excellent !  !",food_drinks style_options,positive
Rate was much lower than other downtown hotels plus the parking is free .,facilities prices,positive
"The subtle scent and flavor of jasmine is just right , and added with a bit of lemon ( increases the anti - oxidants ! ) and honey , you have the perfect cup of hot tea .",food quality,positive
"This unit is perfectly adequate as a ""soft cover"" for the Garmin GPS unit I own.  It is nothing special.  It just works.",Garmin,neutral
The package is cheap and not resealable .,food general,neutral
OUR SHIPMENT OF GREEN MOUNTAIN COFFEE ARRIVED ON TIME AND IN PERFECT CONDITION !,shipment quality,positive
"They taste very good , and because of that , this is my second order .",food quality,positive
My next stay in Amsterdam is for sure again at Nadia Hotel .,hotel general,positive
Unfortunately you can hear everything through the walls .,rooms comfort,negative
I am hooked on the Kashi Golean bars but this one is my least favorite of them .,food general,negative
"All ended well , but customer service was AMAZINGLY bad .",service general,negative
About every 5th or 6th cup I get a cup full of coffee grounds !,food quality,negative
"The final test was when the dogs looked , smelled and walked away .",food general,negative
The location was great and so was the continental breakfast .,location general,positive
