reviewText,Sentiment,Aspect
"You can get this for about $40 less at B&N directly (plus tax), or at that same lower price, without tax, at their site.",negative,None
"The Nook Color is OK as an e-book reader and the apps Barnes and Noble offer are OK, but I installed a 16gb SD card with the Android OS and this thing is smokin.  I can watch Netflix, listen to local radio stations and you can get any of the apps in the world, not the just few Barnes and Noble offer.",positive,None
this was a life saver for me after my wifes operation it kept her occupied we still have it and she loves great investment,positive,None
"I don't know why people make fun of these I just happen to love mine. It's very versatile, easy to use, you can add more space, and it's not too big. And it seems like they are getting huge now. I get hours of enjoyment out of it from reading, doing puzzles, playing games and listening to music. And mine is used!",positive,None
The on-off button is located so that you will frequently turn off tbe machine by accident. The power button should be recessed. Same for volumn control.,neutral,None
exactly what my daughter wanted.  she is more than tickled with this reader.  She will use it for hours and hours,positive,None
"Once I replace it's crippled version of Android OS, and replaced it with a Cyanogenmod version of Android, I found the tablet to be very capable. The only negative is that it is a little on the heavy side.",positive,None
I absolutely LOVE LOVE LOVE my Nook Color. One of the main reasons I'm so happy with it is because I purchased the micro SD card that turns your Nook from an e-reader into an Android tablet. It works perfectly! Now I can enjoy the Nook ebooks but also have access to all the Android apps and features.,positive,None
"Ordered the e Reader for Christmas last year. As of today, my daughter is using it and loving it. She says, no regret she loves it.",positive,None
I have had my Nook Color for about three months now and I must say it has been one of the easiest devices to root.  This is a great bargain for $249 once you turn it into a full fledged Android tablet.  Forget about Nooky Froyo and go directly for Cyanogen mod).  You can then install the B&N Nook reader app and Amazon's own Kindle App (along with 1000's of other apps like Angry Birds).,positive,None
I bought this used but I was pleasantly surprised that it was like new. I rooted it and made itA Droid pad. I'm using it right now to write this. I like it better than my ipad.,positive,None
"Bought two of these for my daughters and they both have issues when reading books. The pages jump after a few minutes of reading and the menu screens pop up and down constantly. Power off and on to resolve but it keeps happening. I'm returning these today and getting a Kindle. Oh yeah and it locks up totally every so often and again you have to power it down, very disappointed. Barnes and noble support is terrible",negative,None
I purchased for my wife as a gift and she loves it. Product met all of her needs and  she loves being able to just select a book and download it without any hassle. Battery lasts a good amount of time and I can now sleep at night without a flashlight beaming in my face on accident!,positive,None
my girlfriend uses it every single day. i bought it for her as a christmas present. and she loves it.,positive,None
"I loved the nook. I eventually bought an ipad and gave this to my nephew, he still loves and uses it everyday.",positive,None
I am dis-satisfied with b&n nook this product is only good at their site. and the choice of books and apps is poor compared to kindle,negative,None
"Haven't had it but a few weeks, but I am learning how to download from the library, etc.  love how light it is and that it will tuck away in a purse for easy reading anywhere.  No operating problems so far.  Would recommend it for home or away&#34;",positive,None
"OK, I got this thing and plugged it in as instructed, to which it responded by doing Nothing.  After some further research, I found that it likes to be updated.  I followed the instructions on the Nook website and downloaded the newest version and ... Nothing.  The little monster came back just as dumb as before.  It does show cute screens, but not yet anything productive.  So far, Not Impressed.",negative,None
"I have had this a few days and I love it! It arrived earlier than expected which is a plus! I have never had a nook before so I'm unsure whether my problem is an issue with my nook or all nooks but the power/sleep button on the back is loose feeling and is hard to press. Other than that, I have barely put this thing down since it arrived (: good thing I'm on winter break from school!",positive,None
"We have only been using the product for a couple of weeks now, but it is working great.  My wife and my daughter both love it and find it very easy to use.",positive,None
"The ""newest model"" is the Nook Simple Touch with Glowlight, and not this model.  It may be the newest without a light, but it's not the ""newest"".",positive,None
"Great product, easy to use and set up--after comparing pros and cons this was the one for me. I especially liked that I could download books from my community library and other sites. I wasn't tied just to a brand name download. Shipped quickly too.",positive,None
Satisfied with this purchase. The Nook was brand new in an open box. Works like a gem. Very happy customer!,positive,None
"very very good value for this reader, and I am grateful for the quick exchange they made when the first unit developed a problem right away.  They immediately sent a replacement.  Immediately.",positive,None
Wife bought this for her elderly mother - but she couldn't quite get the hang of using it (tech challenged)... My wife has been using it instead and seems to like it pretty well... All is good :),positive,None
"Gave this to my granddaughter, who loves it.  She uses it all the time and loves the touch feature and ease of downloading.",positive,None
"I dont know why I bought this tablet, just only one day using it and I stored it in a place where it continues stored... I dont like the screen... it reflects light from many sources (sun, bulbs, etc) despite the type of technology used in the screen...the size is no convenient, I think a bigger one good be better... well, this is my opinion about this product...",negative,None
"This arrived as described, packaged well, and worked well. The only issue I have ever had with them is its not as user friendly as it could be. I had to go to online blogs to find the rest of the steps to download an eBook. Whether it was from Barnes and Noble or the library.",neutral,None
Bought this as a gift for my husband.  He didn't think he would use an e-reader.  The Nook is so easy to set up and use.  I have one too and we both read with them all the time.,positive,None
While it doesn't have a light and its screen has been far surpassed by other readers throughout the years. However since it uses android you can easily root it and install apps that allows you to read Kindle books and pretty much anything else your heart desires. Even can play Angry Birds if you really wanted to.,positive,None
"My screen stopped working a week out of warranty.  Apparently, this is a common issue with the Nook Simple Touch.  Customer service told me that Barnes & Noble is aware of this issue but they do not plan to repair or replace anything.  This is not the way to treat customers.  I am canceling all my pre-orders and I will try a different ereader.",negative,None
"Ordered for a freind. As far as I know, his daughter is happy with it. I guess you could call him.",positive,None
"This is a sold update to the older nook, but gez you have to hit the webs just to find out you need to charge it OVERNIGHT in a WALL PLUG only before first usage AND that it MUST be turned on before trying to connect to windows.  Now knowing these two VERY IMPORTANT points, I can enjoy my &#34;Nook 2&#34;.",positive,None
this thing was a paperweight from the mint I opened it. and the customer service is just awful. it wont let you go any father unless you register the device and since it would not let me do it I could not use it. went back to the Kindle,negative,None
I was very hesitant to buy a book reader because I really like holding my books.  I changed my mind when I bought a bigger bookcase and filled up immediately.  This Nook is great.  It is so much lighter than my IPad to read with.  I find that I use it a lot.,positive,None
"In my opinion, the Nook Simple Touch is the best e-reader on the market because... well... it's simple. No distractions of email or social media, it lets me immerse myself in a book and I love it!",positive,None
Readability in Sunlight is super even when the sun is directly hitting the screen; can't be beat! The blacks are great and the contrasting white whites really helps these old eyes of mine! I like the Android operation too.,positive,None
"If you only want to read, this is fine. The newer models access the web, have apps, play games, do email and color. This model is only print and only black and white.",positive,None
good reader. uploads books fast. I do not do wifi on this because I have heard bad things about the updates. also has problems if hooked up to a computer will take the shelves away. I have a lot of books so this is a big bad thing for me. But still is good.,positive,None
"My screen stopped working a week out of warranty.  Apparently, this is a common issue with the Nook Simple Touch.  Customer service told me that Barnes & Noble is aware of this issue but they do not plan to repair or replace anything.  This is not the way to treat customers.  I am canceling all my pre-orders and going to a different ereader.",negative,None
"Bought this to replace a Sony have had for a couple years and am pleasantly surprised.Arrived on time and works beautifully.Only reason i did not give it a 5 star rating is that, for a basic ereader with WiFi, it should have had a basic browser instead of only connecting to the Nook store.",positive,None
"I absolutely love it. While it doesn't have the bells and whistles of the other Ebook Readers, it does exactly what it is meant to do. It allows you to read books. I bought this as gateway into ebook technology and I love it. The unit fits into your hands nicely and is not heavy. The buttons on the side are helpful in turning the pages. It charges fast and the battery lasts a decent amount of time.",positive,None
I waited until June 2010 until I bought a nook. So far I am loving it. I love the page turning swipe feature. Those that gave the nook 1 star are the ones who got theirs with the 1.1 firmware. The firmware is now up to 1.4 and the price has dropped to $199.,positive,None
"Pros: Very nice display , clear than Sony Prs-600S. 5 Star for this.Cons: Touch screen not responsive, navigation is not good. It is a stupid to have two screen for read and menu. waste spaces. Software looks buggy, very irresponsive even if updated the firmware to latest 1.4.3., 2 star for this.Final star 3.",neutral,None
"This is a good item. Even though it's old, it's sticks to what an reader should be. It really is good for just reading books. It has great battery and the 3G works everywhere",positive,None
"perfect, as described Thank you",positive,None
"Great Product Great Sale, I just Love this product, and my children will too I want one for myself this is suppose to be their christmas gift but I want one now.",positive,None
It's a fine tablet.  The screen is excellent.  The speakers are very good.  The interface is a little clunky but easy to use.  It does just what I want it to do and it does it well.,positive,None
I couldn't have asked for a better product! I upgraded from the Nook Color to the HD and I am super happy!!!,positive,None
I had to put generic Android on it because Barnes and Noble had it so hamstrung. Should have gone with the new 7&#34; Nexus. No built in GPS turned out to be a major lack.,negative,None
I bought this for a friend who studies programming using e-books while he's at work (repairing cars) - and he loves it.,positive,None
"Bought it for my wife to use primarily as a reader but also to occasionally access the net and read email when not at her computer.  She absolutely loves it.  It's the perfect product for her.  The reader portion is excellent.  The web graphics are vivid and colorful.  It has great functionality for such a small machine and last but not least, the price is right.",positive,None
"Exactly the same as from Barnes and Noble but less expensive. It has been working great and doing more than I even needed. Wow! Arrived on time, I was a bit worried about the packaging as it came in a bubble envelope in its Nook box, but everything was fine.",positive,None
She has been using a Nook e-reader for several years. I decided to get her the tablet because she wants to read email and browse as well as read her ebooks.  Her little smart phone was just too small to use.  Now she's using it regularly to browse and can easily read her gmail.,positive,None
This is a very good tablet for reading..satisfied with my purchase..very handy and easy to tucked in your purse or in your hands..just convenient for my need..,positive,None
Very good product for those with a Nook book collection. Works well with apps. All google play apps are available except for those requiring a camera.  I brought two units for my children and there are lots of apps and books for them. The Nook HD will read certain books allowed. My two units ended up being defective and kept crashing. Was able to return both with no problems.,positive,None
Am tired of non-standard charging cables...  I like micro USB and the majority of hand held electronic devices use micro USB now.  Why is the NOOK HD using a non standard 30 Pin charging cable?  We returned the NOOK to Barnes and Noble!,negative,None
"Just want you to know that I did not get this tablet from Amazon, got it from Walmart but I must say that the tablet is great.  I searched it on Amazon but because it was near X-Mas I went to Walmart and bought one so as to ensure I would have it by X-Mas.  The Nook Tablet looks and works just fine, was a gift for my granddaughter.",positive,None
My Daughter bought these for her children through me. They love them.  I would recommend them to everyone that likes this kind of stuff.,positive,None
My husband had one and I got this one for Christmas. It keeps all my books and crafting patterns in one place.,positive,None
I bought this tablet for someone as a gift. I was so confused about which one I should get them. I definitely chose correctly for them.,positive,None
"This is good product compared to its price. I'm using it for watching video, writing documents, and web searching. It's perfect for my needs, and I upload CM 1.0, so now I'm using it with Android... It's so good. :-)",positive,None
"Brand new condition. Fast shipping. this tablet is the best deal on a 9&#34; size that you can get. Way better than what the same size cost in my last husband.Easy to use, lots of storage for apps even the large ones. PLUS will hold additional scancard. Beats the Kindle (sorry Amazon) by a mile in functionality, weight and price.",positive,None
Got this for my nook (since B&N didn't have it!) Good price and exactly what I needed. It also seems to be a better made product than the one that came with my color nook.,positive,None
"The original chargers I had for the Nooks were dying, as in literally falling apart after a couple years. Hopefully these replacement chargers will last just as long, if not longer.",positive,None
This is the third adapter that I have tried other than buying direct from B&N.  This adapter is quality made and works excellent with the device.  It is better made than the original.  Great value.,positive,None
WORKS AS DESCRIBED .. OWNED 3 YEARS NOW AND WORKS WELL.. NO COMPLAINTS HERE.  GREAT PRODUCT AT AN EXCELLENT PRICE,positive,None
Since it's a cable for digital data... shielding isn't a big issue with HDMI. Use it for my satellite boxes for 1080i HD plus audio. No problems.,positive,None
only had it for a few weeks but have not noticed one problem for this price compared to other hdmi cables i feel like I won big on this item.,positive,None
"It's not top of the line by any means, but certainly a good value for the price.",positive,None
I bought this cable to hook up an Apple Tv.  Save your money on the expensive cable and buy this one..Works Great!,positive,None
"This item does exactly what it says it will do - and at a good price.  If I had a complaint, it was that I did not purchase a longer one for what I need it for.  Of course, this is more of my fault versus the product.But, if the length works for you, and you need a HDMI cable, this will fill the job and do it very well.",positive,None
"Wire is heavy grade, but as with all cables you can't really tell how strong the connectors are till they break.",positive,None
Item was As described in post. Simple and just what I needed. Great price too. Actually bought two. Good value,positive,None
"With Amazon Prime, these things are only $4! They arrived so quickly, just in time for me to hookup my computer and other entertainment systems into my new TV. They're fantastic!",positive,None
"This cable works as advertised.  No need to spend more for an HDMI cable.  There is no difference in picture quality between this cable and brands costing much, much more.",positive,None
they are inexpensive and they get the job done.  i'm glad i got them. i use them with my wdtv at work.love 'em and if i lose them i'll just buy another set or 2.,positive,None
"I don't have too much exciting to say about the cable.  I'm not a videophile by any means, but the cable works, I don't see any problems with it, and it is a bunch cheaper than I could get from Best Buy...",positive,None
A cable is a cable. It's going to work 99.99% of the time no matter where you buy it. But Amazon always has the best prices!,positive,None
this cable works FANTASTIC and i didnt have to pay $60 for it. i highly recommend!! so glad i gave a cheap price hdmi a shot.,positive,None
The price was right and I cannot discern a difference between this cable and a higher priced cable I have in my possession. Maybe I'll see a difference when I upgrade to 4K products.,positive,None
"Bought this to replace a $13, 3 foot cable bought from Target which would cause picture glitches and dropouts regularly - this one works flawlessly, is twice as long and a fraction of the price!",positive,None
"Purchased this a few years ago and forgot to write a review. Needless to say I'm still using it and have no problems. I purchased this back when the cheapest HDMI cord was $30.00. Great buy, I recommend it.",positive,None
"Much cheaper than buying in a local store, about one fourth the price. After actually using it, I realize that having a longer one would make some tasks I need it for much easier.",positive,None
"brought back my IPOD video 30G back life, easy to replace.  Only hard part is to get the case opened.",positive,None
"Awesome replacement for an ipod video 5th gen 30gb hard drive, saved me the cost of buying a brand new iPod.",positive,None
"THIS ARTICLE WITH ALL MY EXPECTATIONS FULFILLED RECOMMEND IT BECAUSE THE PACKAGING AND JURISDICTION ENTRAG CORRECT, IN ADDITION TO RUN FERFECION",positive,None
"My iPod video had hard drive failure.  I used iFixit instructions and this drive to make it work.Make sure you plug the cable in the right way.  Drive is shielded on both sides unlike the original so you have to look carefully.  If you get it wrong, iPod will tell you there is battery failure, but there isn't, it's just the drive in backwards.  I flipped it around and it worked, no harm done.",positive,None
"Not much to say.  Dropped right into my Zune in place of the original drive.The cable release tab is extremely fragile, but the drive works just fine even though I broke the tab.. oops!",positive,None
"My daughter's 30GB Ipod Classic needed a new Hard Drive and this worked great...about 5 minutes to install, plug in to Itunes and it set up by itself.",positive,None
"Works great, but wasn't what i expected .  Thanks  Sent it back. Sorry. Maybe it will be good for a conferance room, but not for singing too record.",negative,None
"Money well-spent.  I love this little speaker/microphone.  The sounds is very clear.  Volume buttons work great, and the microphone is great!!!  I love this item!!!",positive,None
I use it on Microsoft Lynch for telecoms.  The speaker is a little &#34;tinny&#34; but the mic works well without echoing.,positive,None
"I love this produtct.1. Echo canceling is working perfectry.2. It is avairable for room meeting.3. 3.5mm headphone jack.I bought it totaly more than 10, and I will buy more for my friends...",positive,None
"I got this for my computer to use with my magic jack and I got no sound or nothing.  It may not be compatible with magic jack but more like Skype.  Since I don't have Skype, there is no way of knowing if it would work with Skype or compatible with it.",negative,None
"We were very happy with this purchase at first, but some of the buttons have stopped working after using it a few times a week for a couple months.  The volume buttons no longer work and the volume can't be adjusted on the laptop, so we have to suffer through a blasting speaker in order to gain the benefits of the microphone, which also seems as if it may be starting to have intermittent problems.",neutral,None
I would love to buy this movie as I have been to Hannibal Missouri and been to all the Mark Twain atractions.To buy this movie would be a real treat but if it's Pan&Scan forget it! I dont buy full screen movies! Unless it's made for TV.I think MGM should of included a widescreen version of the movie.What a joke!,negative,None
"This fits my 7"" kindle fire hd perfectly! I love it. It even has a slot for a stylus. The kindle is velcroed in so it's nice and secure. Very glad I bought this!",positive,None
Not the best leather but worked fine and keeps my Kindle safe and protected.  It should have come with a stylus.,positive,None
"Case fits well on my kindle, serves the purpose and for the price, you can't beat it.Definitely a keeper.",positive,None
"I got this got a new kindle fire hd owner who LOVES yellow. The case is nice for price, it does what it has to do but the smell at first is very unpleasant. I'm glad it arrived fast and I had time to leave it out of plastic for a few days  to air out till smell went away.",positive,None
i love this case fits my kindle perfectly the only thing i dont like is that the power button is not visable in the case other than a great case,positive,None
"It's her favorite color and it protects her kindle. She has no complaints. Covers the power button, but not a big deal.",positive,None
the only downside to this was the cover covers up the on off button and the camera and I have to take it out of the cover to use the camera if I had known this I would have chosen a different one,positive,None
"Great case, not sure how the hand stripe works and wish it had vertical stand but for the price it's the best case I ever had. Very soft and smooth on the inside. Color is the best.",positive,None
"Well it is nice, i just bought the wrong one, any ways it fits my tablet. and I'm still using it.",neutral,None
I just received this today!!  I love it.  I have one similar for my Kindle Fire HD and I love the sleep and awake feature!!!,positive,None
"Great case, especially for the price point.  My daughters favorite color so she loves it too.  Bought the matching stylus.",positive,None
"worked great for what  I needed it for, and was small too",positive,None
"I bought 4 of these for my test equipment - they got the job done. Though the screw on one of these did snap under medium torque... the other 3 adaptors were fine under the same torque. However, on a different one of these adaptors, I had to &#8220;open up&#8221; one of the pin holes slightly before it would accept my male cable. I would probably buy again.",positive,None
Very compact and no problems with baud rates up to 115k.  Couldn't be happier with this adapter.  I highly recommend keeping this and the various related adapters to anyone who needs to interface with network equipment.,positive,None
"This works as a null modem cable, just as advertised.This low profile connector is working perfect in combination with my USB RS-232 cable.",positive,None
"Nice construction and nice labeling so you don't use it for the wrong thing.  It does the job and for only three bucks, you can't go wrong.",positive,None
"It is not very often that I can get something cheap, fast, and that performs as it should.  This is one such item.  The hardware seems to be durable, it is very compact, and it performs the simple null modem task.",positive,None
Bought this to transfer video from some old equipment. (Sony CCD-TRV308 Hi8 videocam and Panasonic Omnivision VHS cassette player.) It's not fancy but does the job. I prefer to use PotPlayer to capture/convert the video over the included software which works ok. I'm satisfied with this purchase.,neutral,None
"I have been using this alot, converting old video tapes, VHS, and tv into online videos. Anything you can play on your vcr, from tapes or tv, it can record.",positive,None
The EZGrabber2 works well but it's software is a little lack luster. I have software installed on my computer that works properly with my night vision so the EZgrabber works well to do what I needed.,positive,None
I bought it to create dvds from home vhs video. Had to upgrade my pc to a faster cpu to avoid jittery recording. After that it work as described. Delivery was fast.,positive,None
"A little background...I am a 38 year old man who has played around with electronics and computers my entire life. Windows 7-64bit machine with 8GB RAM blah,blah,blah.I have struggled well over a month with this piece of trash. After this experience I'm DONE with Micro$oft's depending on consumers to fix there crap OS and heading to Costco to let other computers do what this device clearly will not.",negative,None
"At the time I bought this cover the Kindle had just come out.(1st generation) It served its purpose , but since then there have been so many new cover in types and styles.",positive,None
"I am a gamer and a coder. This monitor is great for both. Although i would like it a bit more with HDMI, it performs beautifully from my GTX 770 4GB DVI-D.",positive,None
"I ordered this thing and received it,I tried for hours to get it to connect to my home wifi network but to no avail.A couple of months later I bought a smartphone and connected to my wifi network in seconds,dont buy this piece of junk.",negative,None
"Very fast, dependable OS (way better than the wm5), good buttons, nice scroll device, good battery life, bt and wifi works very well, the only glitch is that it would be nice to have a better screen, other than that is nearly perfect.",positive,None
It doesn't connect. It reckognizes that there's internet service &#34;somewhere&#34; but after I get to the log-on network screen ...it doesn't connect.,negative,None
"This is the best thing I have ever bought, get a wireless signal is the easiest, using the device is the best, and overall this is the best thing I have bought....",positive,None
"I bought this to go with my new Acer Aspire One.  I also wanted an external burner that is lightweight and small.  This one worked immediately right out of the box and is everything it is decribed to be.  Fast service from the seller with several pre-and post-shipping alerts from the seller, too.  A real pleasure.",positive,None
"Not much to say here. Good value. Works as described. A little bigger than it needs to be, but does the job.",positive,None
"Tengo una Mini y no tiene unidad de disco, este producto ha sido de muchisima utilidad para la reproducci&oacute;n y grabacion en cds",positive,None
"I bought this because my COMPAQ DVD drive is not working too well. The External drive installed and seemed to do its stuff without any problems on WIN7. It comes with an extra USB cable to provide extra power to the drive if your primary USB port is not sufficient,On the ACER I use for streaming to my TV, it was just Plug in and use, no further installation was required, also a WIN7 machine.",positive,None
I have had this for a couple months. Used it to load Win7 on a Acer Netbook. Worked just great.,positive,None
Dont buy this unit. It is a dvd-rom and i needed a Dvd writer. It does not read Dvds but read Cd. Absolute waste of money.,negative,None
I have a 10 1/2 in. computer with no disk drive and I needed to get my computer updated as much as possible.  This is working wonders and I am slowly cleaning my computer off of the old stuff and putting on new or updated programs.,positive,None
I just re-read the details of this product and still can not find any mention of the fact that this device is a READ ONLY device and will not create/burn CDs or DVDs.  I'm very very dis-satisfied with the product and with Amazon for carrying it.,negative,None
Drive simply will not mount. I imagine this must be fine for the person it works for but I'm returning mine as non-functioning.,negative,None
"I must add this review since this is a great product at a ridiculously low price.I needed a CD/DVD player to install programs to my new netbook. Installation was easy; just pluged in the two usb cables and it worked immediately.I upload Microsoft Professional Office 2007 quickly and easily.  It does play movies, I played my Harry Potter Movie with no problems. The VLC media player was already installed. I highly recommend this player",positive,None
This goes great with my ACER netbook.  I use it a lot to import things from other computers.  It makes things so much more convenient.,positive,None
"Works as advertised. I needed a replacement for the internal drive on my Lenovo Y510 which had failed. Since the failure on the internal drive had happened before, I didn't want to deal with that again. Having an external drive is a little unhandy but once the OS had been loaded on it, an internal drive would be rarely needed.",positive,None
"I use this thing way more than I thought I ever would. Great little product, can be a pain if your USB ports are to close together.",positive,None
"I bought the blue one for my son's blue Toshiba netbook, and it matches exactly. It arrived with two cables and instructions, but I only needed the USB cable. I plugged it in, the driver software loaded, and it worked! It's small and quiet, and works perfectly for a great price.",positive,None
"This external drive has helped me a lot, it comes in handy when your mac, notebook or netbook cd/dvd drive is not working.",positive,None
"I had a small notebook computer which had no internal DVD/CD drive so I purchased this. I have used it to run and install countless programs and not once has it ever given me trouble. I have also installed and played many games and it has a fast read speed and gets the job done in a timely fashion, I highly recommend.",positive,None
"I have purchased a small laptop (netbook type) for use as a large tablet.  It has a touch screen and Windows 8 installed.  However, it does not have an optical drive (too small of a footprint).  To load some of my favorite programs requires a CD/DVD drive.  This unit meets that need very nicely.  It is effective, quiet and seems to draw minimum power with just one USB cable.",positive,None
"I got this to use with a Linux based XBMC media center on a ZBOX as the DVD player. It was recognized out of the box. It plays DVDs great, until it just quits. I'll have to buy another drive as this one is not working for me.",negative,None
This drive was not recognizable by either a Windows 7 PC or a Windows 8 tablet.  Got similar item ($5 more) from Microcenter and it was plug and play.,negative,None
"It's okay and easy to use but feels a bit flimsy although I don't use it often, so I'm glad I have it. But haven't had great luck with DVDs and not sure if wrong type disc or what.",neutral,None
"There are times that a DVD drive is essential, such as installing office, this does the job throught the usb connection.",positive,None
I bought this external usb for my netbook and it works great for downloading programs. In fact I've been lending out to other family members. No complaints here.,positive,None
It works fine to play DVDs.  Haven't used it in other applications yet.  As others have said you have to download a media player if you have Windows 8.  I used VLC media free download.,positive,None
Sometimes cheap is good. You go a long way with your buck. With this machine I ended up spending more money since it malfunctioned ever since the beginning. My computer wouldn't even recognize the damn thing. I had to install a load of drivers and still it malfunctioned. I would recommend getting a pricier apparatus that is guaranteed working from the moment you plug it in.,negative,None
I like it but it does take a minute to come on and is quite a pain going from one science to another.  Other than that it is okay!,neutral,None
Pros: Full system in a small case.Cons: having t use 2 usb portsto transfer and power system is a drawback.Overall a good external system,positive,None
No problems so far except unable to upload a program CD. Not sure if it was the CD/dvd my computer or the software but just that one disc.  That disc works in my desk top but not in this unit.  Not sure why.  All other dvd's and CD's have been working without a problem.,positive,None
"This USB DVD/CD external drive works like a charm! Very simple to set up, have been using it with my iMac that does not have an internal disk drive. Computer recognized it immediately. The drive is very light and portable.",positive,None
Basic dvd player for the computer. Plug it in and it works. So far so good.,positive,None
could not get my Acer netbook to accept this device.returned it .Eventually got a true plug and play LG  one--had much more luck,negative,None
"I bought this external dvd for my mini dell.It works great but it does NOT play all region dvds.IT ONLY PLAYS REGIONS 1......Kept trying to view some anime & regular cartoons, but no can do.Otherwise it's a ok  drive.",positive,None
"I use CR123A batteries like candy, I didn't know they were rechargeable till a colleague of mine happened to have a set. I quickly got on amazon and found this kit which has been a life saver. The ability to charge them either from a 120 wall outlet or a 12V car charger is invaluable, particularly if travel between countries..",positive,None
"Very powerful batteries, use it a lot and doesn't have to care about spare batteries, great price for the package",positive,None
"These batteries are good and so is the charger. For my husbands police small flashlight, this is great, especially the car charger!",positive,None
"This is a great kit, everything works as it should. Fast service from the seller. Didn't realize there was a car plug adapter included, this will come in handy.",positive,None
"I haven't had these long, but they appear to work.  Only time will tell how long they hold a charge and how many times I can recharge them.  Price was good though.",positive,None
"If you are like us, and you have tactical flashlites and night lights on your firearms, you know it is no fun to pay $10 for 2 to 3 hours of light. These pay for themselves in no time at all.With that said, I will repost if they fail early or quit retaining full charge. So far we have about 15 charges and recharges. We have had them for about 6 months.",positive,None
Two of the batteries never worked. I contacted them about replacements and they wanted me to jump through so many hoops I just figured it was not worth the effort. Lesson learned.,negative,None
"The batteries work and the recharger, recharges. You cannot ask for more so this product has my blessing. It was also a great buy and saved me some coin so it REALLY has my blessing!!! Thanks for providing a great product at a great price!!",positive,None
"I bought some of these to try with a light using 123 A's. They work as advertised. When you check them with a meter they show over 3 volts, but under load they do not hurt the light. Have been using them for a while now. Hold a charge VERY well, and no longer have to buy throw away 123A's.",positive,None
These batteries work flawlessly. The charger is why I dropped a star. Sometimes it doesn't recognize the batteries.,positive,None
"I bought these for use in my flashlights, Steripen Adventurer, and MSR MiOx.  The chargers work better than the solar counterparts but any use overseas you better take the solar chargers.  Still, they arrived quickly and have worked well every time.",positive,None
Run time in my regulated JetBEAM flashlight was about 40% of what it should be with these batteries which were freshly charged. Well under powered and capacity. They're going to be replaced immediately with any battery other than this one. These batteries will see second string duty.,negative,None
This is exactly what I needed for my SU-800 wireless flash commander. It sure beats buying these batteries as often as I was. I definitely recommend it.,positive,None
"Got one for home, and one for the car.  Work great, but sometimes don't last as long as the non-rechargeable versions.  Great for training days for my tactical lights, as I can use one up and grab another from the charger.",positive,None
Imagine that you dont have to worry that you forgot to turn your flash off or it got flipped on in your camera bag. Imagine you never have to worry that your battery will die on you.And it came fast in great packagaing.Thanks.,positive,None
"The right charge slot works fine, but the left one insists on flashing (indicating bad cell) when ever I use it, even with cells that charge fine in the right slot.  Since I only need to charge one cell at a time, I can live with it, but it's peculiar.",neutral,None
Charges quickly. very good set for the price. will review more when field tested. using it for my tactical flashlight used for LE work.,positive,None
"Worked well for my older iPods, but it was purchased to enhance iPhone recording. However, there is no increased quality or functionality with the iPhone over the built in mic.",neutral,None
"Works as advertised.  A bit large, so interferes with plugging in usb charge cord.  And, of course, with this plugged in it turns off the speakers.",neutral,None
"This little microphone transforms my iPod into something much more useful for recording events.  There is no way to listen at the same time, but that was advertised as such.  Thank you.",positive,None
"When I wanted to use my iPod to record some reminders to myself I looked around for a compatible microphone expecting to pay $25 to $50 or more and having a twenty page instruction book to study, but then I found this little gem at a great price and no instruction book to study and it works like a charm for me, just plug it in and go. I wish all tech stuff could be this easy.",positive,None
Ipod 5G/5.5G DO NOT SUPPORT LIN IN MICROPHONES!!!!!!DO NOT BUY UNLESS YOU HAVE A 6g 120GB,negative,None
I have a ipod touch i bought this item before i realized that my ipod already has a built in mic and so haven't used this mic and never needed it.,neutral,None
These work for the itouch 64gb but they sometimes skip when recording. You can not hear what you are recording. The sound quality is okay.. I did get this product fast through the mail.,neutral,None
This products work for what i was using it for (an old iPod touch). I'm pleased but this is VERY easy to lose.,positive,None
Wouldn't buy this again.  I never really used the product because it didnt fit the phone that well with the phone case on.,negative,None
"I gave this five stars because for the price, this tiny microphone is excellent.  I needed a small unobtrusive mic to record university lectures to my 3rd Generation iPod Touch.  I can report that this mic works perfectly.If you need fancy cut offs, filters, or you expect concert quality results, please go elsewhere.  If you want something that works well for much less than $10, get this mic or get a couple of them.",positive,None
"This mic sounds surprisingly great! It picks up a wide range of frequencies very nicely! My only complaint is that it is easy to lose, but there's nothing the manufacturer could do about that.",positive,None
"Small, compact, easy to carry around.  Followed the instructions and it worked perfectly.  It's not a broadcast quality microphone, but for everyday voice use it's a great, portable solution.",positive,None
"Not as good as the built in mic of my Nexus 4, which I was looking to improve. There's some static on all recordings, and I'm not sure what to do about it. It was cheap, so I'm not too broken hearted about it...",negative,None
"When I bought my Itouch a few years back, I didnt like the fact that it had no mic.  So I started doing some searching here on amazon.com and I found one and still have it today.  i was able to PTT ( PRESS TO TALK) LIKE A WALKIE TALKIE AND OTHER stuff. I like it.",positive,None
...you must unplug the microphone unit to hear any replay/sounds.  I'll hack it in the future in order to allow sounds while it's plugged in.,positive,None
Didn't work on my iPhone or iPods. Loved that it is compact. Wasn't out much money luckily. Do not recommend.,negative,None
This an awesome product.  It was cheap and works well.  I use it to record lectures in college so I can listen to them again.,positive,None
It works perfect. The only thing is it is so small. lol. like I think I have seriously swallowed medications larger than this device. Good item. Would recomend to anyone.,positive,None
