reviewerID,asin,reviewerName,helpful_yes,helpful_total,reviewText,overall,summary,unixReviewTime,reviewTime
A4DZOJ79D9BXE,B00000JBHP,Angelina Lotulelei,0,0,They are not exactly noise cancelling as I read in some of the reviews. You can hear the tv a little and the person watching the tv can hear a little bit of the music if it's loud. It does allow for the one practicing to hear their music well. For the price I'd say it's worth it if your child is always practicing the same time you need it to be quiet or the tv is on.,4.0,It serves it purpose well enough,1371513600,"06 18, 2013"
A104VHQ06KFLDT,B00000JBHP,Anthony Whiteman,7,7,"This headset is inexpensive, so don't expect a product you will have for years to come.  However it has good sound and the ear foam is denser than most low end product which makes it comfortable.",4.0,Inexpensive yet descent sound,1278720000,"07 10, 2010"
AGI34T5QZWBBC,B00000JBHP,"Dee L. ""Dee""",0,0,"I purchased these headphones to go w/my electric piano and I am delighted w/them and so is my family!  Now I can practice as often as I want and not bother anyone,  Great sound and light on the head so no headaches and great price, very affordable!",5.0,Very happy!,1400284800,"05 17, 2014"
A2NIT6BKW11XJQ,B00000JBHP,Jai,1,1,I  chose this item to go with my synthesizer.  It fits perfect and I can hear very clearly.  It appears to provide a surround sound.,4.0,HEADPHONES PERFECT FOR KEYBOARD,1362182400,"03 2, 2013"
A39KC1FTFJ6WE7,B00000JBHP,Mero Group Hanalei Bay,0,0,Got this for our student to practice whiteout any hassles.Decent material at the right price and it works!  Thank you Yamaha and Amazon!( but I'm still unhappy about needing to buy a power cord).,3.0,"Price is right and it works,",1403049600,"06 18, 2014"
A32VSTSDEPUBHU,B00000JBHP,Mike E.,0,0,"Terrific for making adjustment in each individual EQ for vocals and instruments.  Can help each voice, and instrument, sound better.  Plus it gives the vocals a better monitor mix.",5.0,Great for checking sound through console,1391472000,"02 4, 2014"
A1VJGPW4W8FBFV,B00000JBHP,Robert E. Howe,3,4,"These inexpensive earphones provide adequate rendering of sound from TV, movies, etc.  However, in terms of comfort, they leave much to be desired.  The flat, hard plastic speaker enclosure is only covered by a thin, somewhat scratchy &#34;cloth&#34; material.  It provides inadequate cushioning of one's ears from the hard plastic of the speaker enclosures.  A cotton, or even a foam covering would be an improvement.",2.0,"Sound OK, Comfort SoSo",1361145600,"02 18, 2013"
A90CJHEDYOPIW,B00000JBHP,Robert H. Charbonneau,0,0,"Well built good sound worth the price, can be used for short and long range applications, multiple plugs makes it versatile.",5.0,Great Product and Great Price...,1355875200,"12 19, 2012"
A28621TSIR5EOG,B00000JBHP,"Walk Around ""Osprey""",0,0,These are light and inexpensive. Needed ones with this type of plug. Use it with a portable keyboard. Has a nice long cord. Didn't need a fancy stereo headset. The sound is good and they clamp well over my ears. Most of the fancier headphones start to fall off my ears even when tightening the head band to the max. Like the feather weight.,5.0,Yamaha RH1C Portable Headphones,1390780800,"01 27, 2014"
A1ZYDU26TKRNAW,B00000JBIA,J. Burke,5,5,"I bought two of these for my kids and they are awful. The picture quality is so low that only about 10% of the photos are worth keeping. And being for my young children, my standards are very low. I bought them almost as a toy, and STILL I'm severely disappointed. DO NOT BUY.",1.0,Just awful; avoid at all costs,986774400,"04 9, 2001"
A1NVD0TKNS1GT5,B00000JBJQ,"Chad A. Lauterbach ""chadl2""",6,7,"This speakers are great sounding little things for the computer.  If you are looking for a set of speakers with a subwoofer this is definately not a bad place to start.  I have two sets of them and have had no problems with them, and yes... They are loud.",4.0,Good little speakers,971136000,"10 10, 2000"
A2MYRMQWSWGR29,B00000JBJQ,Mars Trader,0,0,I got this from a yard sale. The cords are unwieldy. The bass is too strong and is not adjustable. Stay away from systems that do not have adjustable subwoofers.,2.0,I tossed it out.,1397174400,"04 11, 2014"
A2UNPQIED8UO2O,B00000JBLJ,L. Lynn,3,3,"This lightweight headset does the job, and the price is right. It's held up well for 4 months of daily use. The fact that it lightly hangs on the ear rather than fitting snugly took a couple days to get used to, but it's nice that it is so light.",4.0,Good value,1030579200,"08 29, 2002"
A1VQ61UT9WKCV2,B00000JBLJ,Thomas A. Catalano,8,13,The mike wand is only 4 1/2 inches long.  Since I have 7 inches between my ear and mouth the mike did not get close enough and my voice was too low.  It was otherwise comfortable and I imagine it would be fine for a person  with a smaller face.,1.0,Too small,949968000,"02 8, 2000"
A2R1ASJJDBM2S4,B00000JBRV,Amazon Customer,1,1,I modded this to attach to my AD700X's. Perfect gaming headset now. I hear and speak with clarity now. Antlion ModMic broke and didn't feel like spending $50 plus on the 4.0. Bought the mic and  some mounting tape! Would recommend over and over!!!!,5.0,Modded Masterpiece,1400025600,"05 14, 2014"
A19YIXNURUGK6I,B00000JBRV,"BitterBeard ""BB""",0,0,"I bought this mic to put it on my Audio-Technica headphone AD700s, I knew cutting the plastic headband off if the microphone was garbage I'd just have to eat the cost. Luckily as others have suggested on forums and even in reviews here the mic works great, had to use some industrial strength sticky tape to keep them on the metal of my headphones, but for the price this microphone is unbeatable in sound quality.",5.0,Bought this to cut it apart,1377820800,"08 30, 2013"
A2VRTT04CKK484,B00000JBRV,E. Franco,3,5,"This mic is very popular around gamers, espicially if you want to FraGTaLiTy's mic mod. This mic used to cost around $5 dollars. It's a great mic, but why is there a need to increase the price ten fold? I would just go with a Zalman Clip-On. If you have $50 to spend on a mic after $100+ on a headset and $130 on a mixamp go right ahead, but that is something that I will not be doing.",3.0,$50? Really?,1311552000,"07 25, 2011"
A2MQ3Z1UX5EXUC,B00000JBRV,Eric,1,1,I've been using this mic for a couple of years now with a nice pair of headphones. Velcroed them on and they're good to go!,5.0,Sounds great!,1398643200,"04 28, 2014"
AO5PXGAR6RSYV,B00000JCT8,Bass4worship,0,2,I got these because of the price and they not to bad a headset. They are very light and stay in place on your head. The mouth mic foam come off very easy but they work like they should.,3.0,Nice Headset,1388016000,"12 26, 2013"
A2T463WX091RTX,B00000JCT8,Bruce Philpott,1,1,"I like this headset. I have four of them. I find I use PTT most of the time, to avoid cut off first syllables, etc. When I absolutely have to be hands-free, though, the VOX will work, too. Decent, understandable audio, unlike some I've used",4.0,There's a delay when used VOX,1374105600,"07 18, 2013"
A449KVVGC9J7I,B00000JCT8,Carl,0,2,"These work perfectly with my Motorola MR350 radios, also purchased fromAmazon. I got them (headsets) only as an after-thought. The sensitivity settings on theradios (for head-set-use) for VOR use are a little touchy. I prefer using thePTT button WITH headsets connected... No breathing or extraneous soundskicking in the transmitter. Still, a good headset.",5.0,Work Perfect!,1389139200,"01 8, 2014"
A36J60Z5VCWBQZ,B00000JCT8,ccrider,0,0,These work very well with my walkie talkies and give you some privacy when talking through the walkie talkies.  I highly recommend them.,5.0,It works great,1402617600,"06 13, 2014"
AE5HGZPR0FLGF,B00000JCT8,gndg,0,2,"Works well.Only issue I have is it appears to automatically activate VOX mode. And I'd rather use PTT.Other note might be that compared to the old spirit gt headset, it's not a comfortable. But it's good enough.",4.0,using with a set of Motorola MT350R,1376956800,"08 20, 2013"
A3FGOOWBV8SUCA,B00000JCT8,M. C. Vasiliades,0,2,Purchase for the Motorola MS350R 35-Mile Talkabout Waterproof 2-Way Radios. The VOX feature automatically sets up when this is plugged in.,5.0,Love This,1364601600,"03 30, 2013"
A3A15L96IYUO6V,B00000JCT8,Michael Smith,5,13,"This is very good headset, sound quality is good. The headband is adjustable and very confortable. I gave it 4 stars instead of 5 because it doesn't do VOX with my FR50s (because the FR50 doesn't have VOX capability). Price is reasonable too. What more can I say about a simple headset?",4.0,Recommended accessory for FRS radios,991872000,"06 7, 2001"
A1XHC34F2MFZ4I,B00000JCT8,"P. Roberts ""I void warrantees!""",1,4,"Plugged this into a Talkabout T6200 and it just transmitted.  Transmit button didn't work, VOX didn't work.  I have a pair of some older model, I should try the headset on those.Would give this 0 stars if I could.",1.0,Not compatible with all series,1155427200,"08 13, 2006"
A1CGUQU1YQNJFX,B00000JCT8,R. Lenahrt,1,3,The item served its use; however not the quality I thought it was priced at.,1.0,Cheap product for the price.,1249257600,"08 3, 2009"
A2V5K7WIPS4XOG,B00000JCT8,Steve Drew,2,4,Good product at a good price.The earpiece has soft foam so that it does not hurt the ear after hours of use as one finds with an ear bud or the over the ear headset.Be careful to match the headset to the actual radio purshaced. This headset does not work with all radios.,5.0,Easy on the Ears,1355356800,"12 13, 2012"
A2NQ5LLFYUKUFL,B00000JCT8,Vasile Tudoran,1,1,"This mic works well, but it's a bit awkward.  I got it because the webcam I was using didn't have a built-in microphone for my Yahoo Messenger and Skype live chats.  It was crisp and clear sounding, but I've since upgraded my webcam and no longer need it so much.",4.0,"Works good, but awkward.",1359417600,"01 29, 2013"
A102ZABPUPNYCT,B00000JCTO,Alberto,0,0,"Good quality, good audio and made by Motorola. Was going for a ear cover design but this is way sleeker.",4.0,Works fine,1369699200,"05 28, 2013"
A2JVIA9P648H6Y,B00000JCTO,"Amazon Customer, Paul",1,2,"I bought these earbuds specifically for my helmet and ease of use.  As it turned out the reception for these at high speeds was unreadable and even worse when transmitting.  Not good if you are looking for a cheap solution to communicate between motorcycles.  The boom mic's sold by Motorola are perfect for this...static communications this set up is fine, hiking, skiing, something like that.  For the purpose that I purchased them for, awful...overall product though, good.",3.0,Not good for Motorcycles,1285718400,"09 29, 2010"
A2CKQA93KUJUH2,B00000JCTO,Charles L. Cerino,0,0,I found that the ear bud was very large for my ear and it kept falling out even though it was under my pull over hat.  It works fine and the push to talk button by the mic bud is a nice feature.,3.0,Come in Major Tom,1388275200,"12 29, 2013"
A16JV9KHNCJQGF,B00000JCTO,"D. Scampini ""Dan""",0,0,This is a nice addition to my walkie talkies. Make sure you have the right model Walkie Talkies for this Mic.,5.0,Work's Great,1353024000,"11 16, 2012"
A37Z65SZVT0TVB,B00000JCTO,"""duceduc""",8,10,"...There are quite afew out there that are more bulky looking. This particular one is more compact. Its features include: an earbud with a mic and PTT (push-to-talk). THe cord is a bit short; however, with my height (5,6), it stands to be just right. I was told that an extension can be pick up at a local Radio Shack.",5.0,A Necessity,1000512000,"09 15, 2001"
A3S84AU8UJ9P9D,B00000JCTO,"eugef ""eugef""",13,14,"This product does exactly what its supposed to do. I don't understand people who expected this product to support VOX. It does not say anything about VOX in product description. I personally don't like VOX, because I don't want my children to hear what I'm saying when I fall down while skiing :-).Anyway the product is OK. The only problem for me is a very short wire, that's why I gave it 4 stars.",4.0,Good product. Short wire,1030320000,"08 26, 2002"
A2DCWFE9TAMT6P,B00000JCTO,K. Benicek,0,0,"Very dissatisfied with this, the earphone (earbud) is fine, but your voice is very muffled and garbled using the microphone. Even a females voice, usually more clear than a males voice, is very hard to understand using the microphone. I have also not been able to get the iVox feature to work with this either.",1.0,Very Garbled voice using the built-in Microphone,1402531200,"06 12, 2014"
AEH6EQL2LG02J,B00000JCTO,Kenneth Canterbury,0,0,Worked but not well made and I have stopped using them and bought a better quality earpiece they did however work,3.0,Ok,1400889600,"05 24, 2014"
AV5QKR5O2XE1I,B00000JCTO,L. Manchego,0,0,I purchased these to use with the Motorola TalkAbout and the cases while biking to work.  I sometimes rode a little faster than my biking partner and these helped us to stay in touch.  This was a good purchase.,5.0,Earbud for walkie talkies,1400025600,"05 14, 2014"
A3A15L96IYUO6V,B00000JCTO,Michael Smith,16,17,"I have only one complaint about this earbud/mic unit - the cord is too short. Otherwise, the sound quality is good and the built-in mic with PTT works fine. A 2.5mm extension cord from radio shack (meant for phone headsets, #43-2003) alleviates the cord problem, however. The earbud cushion is comfortable. To be discreet, this is an excellent accessory for your Motorola FRS radio.",4.0,Recommended accessory for FRS radios,992217600,"06 11, 2001"
A1XN1D2FGCQC8E,B00000JCTO,MisterGutsy,0,0,Works good but I'm worried for how long. The wire is thin and I'm always worried its going to break at the many connection points. Works with the Motorola two way radios.,3.0,Works but seems flimsy,1385164800,"11 23, 2013"
ATYQBGM6Q5UMD,B00000JCTO,rocketscience,0,0,"If the cord was 1 foot longer, 5 stars.  I don't get it.  Is someone saving 2 cents for every one of these?  Or..  make the earpiece cord shorter and the thicker part longer.  Would have been great if it came with a removable ear clip/wire but not really complaining about that.  Maybe a future feature.  Then again, if they can't make the cord 1 foot longer, I wouldn't expect any other luxuries.  Functionally seems fine.",4.0,What's with the short cord,1211500800,"05 23, 2008"
A38K8WFKSUTNJ2,B00000JCTO,"simplman ""simplman""",0,0,This push to talk ear bud worked great needed it for work and it never failed me. Would purchase again.,5.0,Motorola earbud,1360108800,"02 6, 2013"
A1Y5UABA87I2JI,B00000JCTO,"Stephen Bagiatis Jr. ""Hodgieb""",0,0,We all use these with our Motorola radios while hunting.  The animals are not spooked due to the earpiece.  The earpiece fits comfortably in my ear without the foam.  Just press the button clipped to your collar and others can hear you even with a quiet whisper.,5.0,Great for hunting,1379116800,"09 14, 2013"
AE9LKENEJLL79,B00000JD34,Charles Shotwell,0,3,"I haven't really tried this yet, it hangs in my wah and whacks me in the head while I'm driving....I have to rig up some cord restraints that will allow me to still use the thing....I think it will help me communicate when I get the instalation worked out",4.0,hanging thingee,1209340800,"04 28, 2008"
A18011LY5SHJSV,B00000JD34,Deserteagle,0,0,"Bought it for skiing and although its convenient, its hard to understand people on it. I think itay just be the cold temperature but its been pretty awful about every time I've skied. I used it on a warm day to test it and it seemed fine though. Guess it just isn't great for what I had in mind . The cord is also very short.",3.0,Doesnt work well skiing,1395792000,"03 26, 2014"
AI1FBBRXK8DL3,B00000JD34,Geremias Espinal,1,2,"Motorola 53724 Remote Speaker Mic works well with my scanner, with the speaker mic my radio sounds loud and clear.",4.0,Motorola 53724 Remote Speaker Mic,1360195200,"02 7, 2013"
A3LO4IG4O4REVD,B00000JD34,Jared,1,1,"Used for a long road trip with 2 Cars. The Cord lenth isn't horrible, it was ok for my use but I agree... it could be longer. Overall for the 13 bucks I paid for a used one was worth it.",4.0,Very Convenient!,1310601600,"07 14, 2011"
A26U6HU35KBSWV,B00000JD34,J. Hansen,0,0,We purchased two of these in hopes of keeping the radios from falling and breaking.  This would keep the radios in our guys pockets.  Worked great for two weeks then nothing.  For both of them.  They are heavy and seemed well made.  Bummer.,2.0,Stopped working,1387843200,"12 24, 2013"
A3G15U1ZTHYX56,B00000JD34,jmiller,0,0,It looked good in the box but after hooking it up to my 2-way radio i soon realized it's a joke. You can hear people through it but couldn't talk through it. I had to unplug the mic if I wanted to talk to anyone. 100% waste of $20. I would return it but my luck with getting my money back when I return something isn't good since I never do. Save your $20 and buy something else.,1.0,very dissappointed,1350691200,"10 20, 2012"
A13BX9O5UDBILC,B00000JD34,Jong Lee,0,0,"i was a bit concerned my older Motorola 2-way radio wouldn't work with this product so took a chance, but works flawlessly and have purchased a second one for skiing.",5.0,works with all 2 ways with a headphone plug,1388361600,"12 30, 2013"
A1GPS3ULIPNN4R,B00000JD34,Jose Cuervo,18,19,It works very well with all the talkabout radios I have. Only drawback is the clip started to break after 10 days of daily use in the Florida parks. When the clip breaks it gets annoying having to carry it in your hand.,3.0,Works well,1169337600,"01 21, 2007"
A3FGOOWBV8SUCA,B00000JD34,M. C. Vasiliades,0,0,Purchased for the Motorola MS350R 35-Mile Talkabout Waterproof 2-Way Radios the mic comes in handy if you keep the radios on you hip.,5.0,Great Mic.,1364601600,"03 30, 2013"
AH596GQANP9CU,B00000JD34,Nicholas Connors,0,0,I bought this product for the handhelds I bought a couple of weeks prior. I used this for my job because I was not always in the cafe and if something was needed from the storerooms or there was a customer complaint/problem. They worked great and did as I expected to!,4.0,Awesome Handset,1355270400,"12 12, 2012"
A1UYLCO4MXXB70,B00000JD34,"Rick East Branch ny ""Rick""",0,1,I got these for my hunting radios they work great and make suiting up easy radio chest pocket mic on your lapel good to go.just one thing that little made in china badge on it errrrrrrrrrrrrrrrrrrrrrr,5.0,Nice addition to a radio set,1354838400,"12 7, 2012"
A37KD47W5WONHK,B00000JD34,S. Eckelberry,2,2,"I am impressed with this speaker/mic. I'm a first responder so I was interested in getting something like what I have at work for my family radios. The mic is VERY sensitive, so have it about 6-12"" away from your mouth and talk normally... they will hear you fine.  The weight feels very substantial in your hand and feels almost as rugged as what I have at work. I can tell that this is a Motorola product.",5.0,Motorola Quality for everyone,1307923200,"06 13, 2011"
A3TZI7G52WTQGD,B00000JD34,Tim W.,0,0,"I've been using for 2 weeks now for work communications, with only one problem. The coiled cord is so stiff it pull the mike off wherever I clip it. Either make cord 4-6 inches longer, or she more flexible cord.",4.0,Like unit doggedly well built,1355961600,"12 20, 2012"
A22A28CW42M1M9,B00000JD34,Trey,3,4,"Nice having a speaker mic. Setting the channel on the radio and putting it in the side pocket of the pack and only having the speaker mic on the shoulder strap. Too bad Motorola can not reduce its weight. When hiking, every ounce counts.",4.0,Motorola Speaker Mic,1314662400,"08 30, 2011"
A3956O40ZZYFMY,B00000JD3C,"Dennis ""barbarosa""",0,1,I havent had a chance to use the casettes yet but since they are brand new in an unopened factory package I am sure they are just fine. Im just glad they got here quickly!!,5.0,Arrived quickly and packaged well,1316476800,"09 20, 2011"
A8PEBDJYN6B16,B00000JD3C,Doctor Mike,0,0,"What can I say about this product, fair price and gets job done.  Seems to outlast competition with repeated use.",5.0,Best for what it is.,1365206400,"04 6, 2013"
AE8HKSVNLQRC7,B00000JD3C,Sam,0,1,"Not sure if these tapes are knockoffs, but these tapes jam in our Sony BM-575 portable recorders.  They seem to work OK in our Lanier desk recorders.If we hold one of the the Sony cassettes next to a TDK cassette (which work fine in the BM-575) the tape in these Sony cassettes looks visibly taller.Unfortunately we are stuck with about 30 3-packs now.  I do not recommend this seller or these tapes.",1.0,Seem to be non-standard knockoff cassettes,1385078400,"11 22, 2013"
AZYTIZ4EHOAL8,B00000JD3C,"Suzanne Green ""Green on Green Environmental B...",0,1,"My idiot producer lost my recorder, so did not get to use more than one of these.",4.0,Seem to work fine,1286668800,"10 10, 2010"
A108QN0VQPX1W2,B00000JD3C,Viv,0,0,"I received these in perfect condition. They are used with a mini-cassette recorder. I have trouble with good sound from the cassette recorder, so I don't know if I have the correct type of cassettes or the recorder is of poor quality.",4.0,mini cassettes,1233273600,"01 30, 2009"
A2TER9CFVU6V93,B00000JD3C,"wisdom seeker ""susan""",3,3,"Someone borrowed my sony mini tape recorder to get some detailed infomation and asked if they could keep the tape. I assured them that was fine I would just buy some. Boy, was I surprised when I checked out all the local stores to find that all that was available was digital recorders. So I checked out Amazon and there they were...so thanks for the variey of products supplied by the sellers on Amazon.com!",5.0,hard to find item,1318291200,"10 11, 2011"
A1UWT5AETD0NY2,B00000JD3O,"Amy Morreale ""AmyM""",0,0,"The only reason I didn't give this 5 starts is because I'm having a problem finding a place to hang it.  NOT a product problem, it's an issue with me and my vehicle (I don't want to block vents by attaching this to the passenger area in front.  Also note mine came with a webbed, adjustable strap - not the string setup in the picture.",4.0,"Great bag - stores plenty, easy to empty",1307923200,"06 13, 2011"
A2THQCHKR89E16,B00000JD3O,D. Bryan,0,0,"This bag seems durable, the elastic top keeps stuff from flying out, and the easy dump bottom makes dumping it in the dumpster easy.  What more do you want from a trash bag?",5.0,A great way to keep the car clean,1306454400,"05 27, 2011"
A21BPMOV9NV2DJ,B00000JD3O,"H. Su ""Webwalker""",1,1,"this is a small and cute bag, a book size.If you have a long drive trip, you may need a bigger one, except dump it often.if you have kids on the trip, you need a bigger one.",4.0,very good but small,1319241600,"10 22, 2011"
A158D4T6S70AWO,B00000JD3O,Sirshopsalot,0,0,Great solution for my car. It hasn't failed in any way. I've used it for over a year now and would certainly rather have it than not.,5.0,Did the trick,1376697600,"08 17, 2013"
AW37W6PEWFCD7,B00000JD4T,Emilio F. Soto,0,0,"Neat little s/w radio. Made a great gift. Great price,fast delivery.",5.0,short-wave radio.,1246147200,"06 28, 2009"
AEE2GJR0VF6R7,B00000JD4T,Silo 51,2,18,"The best looking Radio in the world, you will love it no matter what. Handsome little machine.",5.0,Looks good.,958521600,"05 17, 2000"
A21AX7U9UNIV75,B00000JD4V,"Amazon Customer ""SWNovice""",3,3,I've had my radio for about six months now and I could not be happier.  It pulls in stations from all over the globe 24 hours a day.  It is easy to use and extremely reliable.  I recently took it to Mexico with me so I could keep up on U.S. news and it provided me with several U.S. broadcasts.  I love this radio.,5.0,Awesome radio,1113091200,"04 10, 2005"
ABQ255D6JXBNV,B00000JD4V,Joe,0,0,This is a great radio. It arrived on time. It is everything it said it was and more. I would recommend this radio to everyone. This is my second Grundig and I enjoy them both.,5.0,Yacht Boy 400 Great Radio,1380326400,"09 28, 2013"
A301OOJQXCXXO5,B00000JD4V,"Taylor Harrell ""J.T. Harrell""",3,3,This is one of the best portable radios out there.It has great shortwave reception! The F.M. and A.M. both have great sensitivity and selectivity; the ability to pull in weak stations next to strong ones. The only reason I don't give this radio 5 stars is because of the telescoping antenna. I've been through 5 radios because the antenna becomes lose and breaks after a long period of use. Other than that this would be a perfect radio.,4.0,Great Portable With Excellant Reception!,1127260800,"09 21, 2005"
A2SKR9O60ZE62D,B00000JDEL,Patrick Sherman,4,4,"This is the best camera I have seen for the price. It has tons of features. I would highly recommend getting a Compact Flash Card Reader, so you don't drain your batteries on the camera xfering. Also the Kodak Batteries are the best I have ever used. I would recommended getting the 2 hour rapid charger kit, you will get another set of batteries and be able to charge one set and use another.",5.0,"Great Camera, Great Features, Easy Use",969580800,"09 22, 2000"
A2LKEE1EP7KLD2,B00000JDF5,,0,0,works,4.0,Four Stars,1405123200,"07 12, 2014"
A18EQZ8EIR31YU,B00000JDF5,Adventure and Coffee,0,1,"'Snagless' ..I thought is was a flat wound cable or something, but it's just a regular cable and overpriced at that.",2.0,I thought it was meant to be a fancy cable,1395100800,"03 18, 2014"
A1J87C2DKBO441,B00000JDF5,A. Evans,26,28,"If you want solid, well constructed cable that you are never going to have to think about again then Belkin is for you.  I've never had one problem.",5.0,Love Belkin cable,958262400,"05 14, 2000"
A141NV31GSC2CQ,B00000JDF5,A. Hall,0,1,"If you're not used to working with wires and lengths, I'd suggest measuring something and testing it out on your setup. Even at 3 feet it seemed shorter than I thought it would be. Luckily my computer sits right next to my router so I didn't have issues there. It was great to move away from my previous wireless connection to a wired connect. Also makes it easier to troubleshoot the network when it's acting buggy.",5.0,"Short cord, perfect for my setup",1382572800,"10 24, 2013"
A1WPDGKWL4ANIS,B00000JDF5,alan357,0,1,I like belkin products and need a patch cable to run from my wireless modem to my laptop it fits just right and snaps in tight,4.0,Just what I wanted,1372896000,"07 4, 2013"
A2019UPX8SO317,B00000JDF5,Alexis Meyer,0,1,Perfect for small jobs where you don't need all that extra cable. I got two just because they were so cheap.,5.0,Works great for behind the tv,1373241600,"07 8, 2013"
A1JTQ5TNBCTWPV,B00000JDF5,Amazon Customer,0,1,"For the price, whats not to like? It works as well a more expensive ones and I haven't noticed any problems at all.",5.0,Great Price,1376784000,"08 18, 2013"
A1SF0589DRG9AD,B00000JDF5,Amazon Customer,2,3,I needed a cable shorter than 6 feet. The 1' cable I had was too short. The snagless feature is  really useful since I have a tangled nest of cables under the desk - disconnecting and re-connecting will not be a problem.,4.0,Just Right,1294099200,"01 4, 2011"
AEQKUNN8X67EN,B00000JDF5,Anasaurus,0,1,"Good value for a LAN cable. Works as intended and the color is a breath of fresh air compared to the dull white or popping blue.Can't beat this deal. (if you can, be sure to let me know).",5.0,Great Price. Works.,1323648000,"12 12, 2011"
ASRMT0X0G4UU2,B00000JDF5,Avid Reader,0,1,Needed a short cord to reduce clutter between my router and a switch.  Wanted a reliable brand name (Belkin) cord with quality connectors.  This one looks well built. Only shortcoming is that it is cat 5e (350 speed) vs cat 6 (500 speed).  Didn't see a 3 foot one in Cat 6 but the price for the Cat 5e was very fair.,4.0,good quality short ethernet Cat 5e cord,1316131200,"09 16, 2011"
AL6R8X23EGQNG,B00000JDF5,Barefoot1957,0,1,This was bought after we bought 2 new laptops that needed wireless and my desktop isn't!  Just the right size for me to connect to the router!~,5.0,Just what I needed,1310860800,"07 17, 2011"
A2D77G2B5FTSKM,B00000JDF5,"Beth P. ""'Versed""",0,1,"I know it's a silly thing to say about a cable, but I love the color of it! It's difficult to get to the release latch to unplug the cable when it's hooked into the back of a 360, but otherwise it's just what I was looking for. It works fine for System Link, as long as your monitors are close enough together. :)",4.0,Bought this to System Link two Xbox 360s.,1358467200,"01 18, 2013"
A22VA25WNAMON7,B00000JDF5,Brad,0,1,"it's a network cable, what can i say? it works lol. it would be nice if it had the little cover over the removal prong, but it's no big deal.",5.0,what can i say?,1371859200,"06 22, 2013"
A2EQVLY0BKQINM,B00000JDF5,Brendon,0,0,"This product works as advertised, I use it to connect my Apple time capsule to a Nother component and it did just fine",5.0,Does what it's supposed to,1400025600,"05 14, 2014"
AS730BK4JQF0V,B00000JDF5,Bruce Mitchell,0,1,Initially I went to a chain box store and purchased a 3 foot CAT 5e. The price was $14.99.Then they pushed an extended warranty. Needless to say I returned it once this one arrived. Pay $1.66 or $14.99? That's a no brainer.,5.0,Reliable at a great price,1378771200,"09 10, 2013"
A3MW8B6I2LXVWR,B00000JDF5,"Bryan M Montford ""Multidisciplinary Artist""",0,0,"Now, I'll admit I didn't strip it down and count how many twists per foot, but this blue three foot belkin CAT-5 cable is just about all you can expect from a functional blue 3ft piece of CAT-5 with molded plugs. Yup, shore is!",3.0,"Yussiree, it's CAT-5!",1394582400,"03 12, 2014"
AFW5OSWR85WRY,B00000JDF5,Candice,0,0,"it is a cable. It was nicely made, worked/works just fine. it wa slong enough to get where I needed.",5.0,Not much to say,1392940800,"02 21, 2014"
A1WWW237KEJDJY,B00000JDF5,Carl D,0,0,"Good enough price, nice ends, good sheathing, not too stiff.",5.0,CAT 5e cable,1404086400,"06 30, 2014"
A3S5AME3Q5SFDD,B00000JDF5,"carrerascott ""carrerascott""",0,1,"I have these connected to my server, computers, switch and NAS server.  Nice short cables so I don't have so much mess around.  Seem like high quality, and they work.  What more can you ask from a cable?",5.0,SOOOO much cheaper than a local store.  Cables work great.,1380758400,"10 3, 2013"
A26UGCSD0QA6FC,B00000JDF5,"Chicago Pro ""babbsIL""",0,1,"I find Belkin cables to be fine for their purpose.I'm not sure how you should rate the length of the cord, after all, you buy the length you need!The quality is fine and the price reasonable. (Wish I could say the same about their electronics though. - but that's a different set of reviews sometime.)",5.0,It works. It's a cable.,1306108800,"05 23, 2011"
A1HTXF6132KVZY,B00000JDF5,"Classic Monte & Antique Rosi ""Cheers, Monte &...",0,1,"Should have copied my comments from the other CAT 5e cable I endorsed.High quality product, fair price and reliability are the reasons I chose this product.",5.0,Great Product,1358640000,"01 20, 2013"
A32IJ34W2PUHT7,B00000JDF5,cliff,0,0,this cable was very well described came on time and I was very pleased with it would recommend it to anyone,3.0,I like it,1394668800,"03 13, 2014"
A6H2C3IPC0J9Q,B00000JDF5,Colin Reynolds,0,0,"I use this to connect my cable box to my router so that I can have a stronger Wi-Fi connection in my room and it still works great! Remember, though, that it is a 3-foot cable, and be sure to keep that in mind when ordering. 3 feet was JUST enough for me, so just be careful!",5.0,Works Great!,1388361600,"12 30, 2013"
A2CRIC1BKMLACP,B00000JDF5,Culbrelai,1,2,"Good for short jobs, like connecting my nearby printer to my network switch, which is itself connected by a very long ethernet cable to the router down the hall in another room. Go go Belkin!",5.0,Good for short jobs.,1383782400,"11 7, 2013"
A22WODWOZKCO40,B00000JDF5,dan eilers,0,1,"Bought to connect DVR to wall plug in, ordered with 100 Ethernet cable, so price was a factor.  Saved $$ buying it online versus the store where it was $14.00.",5.0,Belkin 3-Foot RJ45 CAT 5e Snagless Molded Patch Cable (Blue),1379462400,"09 18, 2013"
A3P47HE94ZHGP7,B00000JDF5,Darven Losshart,0,1,"These short cables are perfect for use over the desk, without making a mess. I have a small switch where I connect two laptops and one Raspberry Pi, and long cables would make too much clutter. These cables work perfectly fine in my 100Mbit network, and should also work witn a Gigabit network (not tested). Overall I'm very happy with this purchase.",5.0,Simple working cables,1359244800,"01 27, 2013"
