,id,Sentence,Aspect Term,polarity,word_count,vector,Aspect_TFIDF
874,2912,dish offer uniqu tasti fresh lamb sausag sardin biscuit larg whole shrimp amaz pistachio ice cream best freshest ive ever ,dish ,1,20,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068]]",0.22360679774997896
875,2912,dish offer uniqu tasti fresh lamb sausag sardin biscuit larg whole shrimp amaz pistachio ice cream best freshest ive ever ,lamb sausag ,1,20,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068]]",0.0
876,2912,dish offer uniqu tasti fresh lamb sausag sardin biscuit larg whole shrimp amaz pistachio ice cream best freshest ive ever ,sardin biscuit ,1,20,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068]]",0.0
877,2912,dish offer uniqu tasti fresh lamb sausag sardin biscuit larg whole shrimp amaz pistachio ice cream best freshest ive ever ,larg whole shrimp ,1,20,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068]]",0.0
878,2912,dish offer uniqu tasti fresh lamb sausag sardin biscuit larg whole shrimp amaz pistachio ice cream best freshest ive ever ,pistachio ice cream ,1,20,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068]]",0.0
879,1702,food reliabl price moder ,food ,1,4,[[0.5 0.5 0.5 0.5]],0.5
880,1702,food reliabl price moder ,price ,0,4,[[0.5 0.5 0.5 0.5]],0.5
881,882,ambianc atmospher great food servic could lot better ,ambianc ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
882,882,ambianc atmospher great food servic could lot better ,atmospher ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
883,882,ambianc atmospher great food servic could lot better ,food ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
884,882,ambianc atmospher great food servic could lot better ,servic ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
885,628,server realli cool serv us food drink smile ,server ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
886,628,server realli cool serv us food drink smile ,food ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
887,628,server realli cool serv us food drink smile ,drink ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
888,628,server realli cool serv us food drink smile ,serv ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
889,3563,search food stumbl block indian restaur east sixth street ,food ,0,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
890,727,planet thailand alway hit go usual sushi great thai food excel ,sushi ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
891,727,planet thailand alway hit go usual sushi great thai food excel ,thai food ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.0
892,1925,excit hear shortterm chef jason naron move truli low point sterl track record ,chef ,-1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.2773500981126146
893,3144,share tabl loud group kid servic rude unattent ,servic ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
894,3144,share tabl loud group kid servic rude unattent ,tabl ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
895,1487,sauc pizza sooo good garlic fresh tomato dont skimp ,garlic ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
896,1487,sauc pizza sooo good garlic fresh tomato dont skimp ,fresh tomato ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
897,1487,sauc pizza sooo good garlic fresh tomato dont skimp ,sauc pizza ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
898,2120,recent decid tri locat delight outdoor seat perfect sinc yorki ,outdoor seat ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.0
899,1868,husband mesclun salmon ice cream enjoy cours ,mesclun ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
900,1868,husband mesclun salmon ice cream enjoy cours ,salmon ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
901,1868,husband mesclun salmon ice cream enjoy cours ,ice cream ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.0
902,1868,husband mesclun salmon ice cream enjoy cours ,cours ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
903,770,told wait twenti minut would problem pm curtain call ,wait ,0,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
904,2205,food usual good certainli isnt relax place go ,food ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
905,2205,food usual good certainli isnt relax place go ,place ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
906,1940,super friendli knowledg staff fabul bistro fare wonder jazz brunch great live jazz chilaquil awesom ,staff ,1,15,"[[0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563 0.48507125 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.24253562503633297
907,1940,super friendli knowledg staff fabul bistro fare wonder jazz brunch great live jazz chilaquil awesom ,bistro fare ,1,15,"[[0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563 0.48507125 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.0
908,1940,super friendli knowledg staff fabul bistro fare wonder jazz brunch great live jazz chilaquil awesom ,chilaquil ,1,15,"[[0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563 0.48507125 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.24253562503633297
909,1940,super friendli knowledg staff fabul bistro fare wonder jazz brunch great live jazz chilaquil awesom ,jazz brunch ,1,15,"[[0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563 0.48507125 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.0
910,1940,super friendli knowledg staff fabul bistro fare wonder jazz brunch great live jazz chilaquil awesom ,live jazz ,1,15,"[[0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563 0.48507125 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.0
911,2451,price fantast ,price ,1,2,[[0.70710678 0.70710678]],0.7071067811865475
912,1632,still quibbl bill offset pouryourown measur liquer courtesey hous ,bill ,2,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
913,1632,still quibbl bill offset pouryourown measur liquer courtesey hous ,measur liquer ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
914,1961,tabl servic could littl attent someon also work servic industri understood busi ,tabl servic ,2,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.53452248 0.26726124 0.26726124 0.26726124 0.26726124]]",0.0
915,1961,tabl servic could littl attent someon also work servic industri understood busi ,servic ,0,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.53452248 0.26726124 0.26726124 0.26726124 0.26726124]]",0.5345224838248488
916,710,mindblow thai food never never ,thai food ,0,5,[[0.37796447 0.37796447 0.75592895 0.37796447]],0.0
917,911,food good well consid tri budget select though wish pork belli order roast bit longer fat meltinyourmouth experi ,food ,1,18,"[[0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226]]",0.23570226039551587
918,911,food good well consid tri budget select though wish pork belli order roast bit longer fat meltinyourmouth experi ,pork belli ,-1,18,"[[0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226]]",0.0
919,911,food good well consid tri budget select though wish pork belli order roast bit longer fat meltinyourmouth experi ,fat ,-1,18,"[[0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226
  0.23570226 0.23570226 0.23570226 0.23570226 0.23570226 0.23570226]]",0.23570226039551587
920,2903,ive sapphir twice time food fine good ,food ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
921,1887,kinda nosiy tabl close togeth still beauti place enjoy nice dinner ,tabl ,-1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
922,1887,kinda nosiy tabl close togeth still beauti place enjoy nice dinner ,dinner ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
923,1887,kinda nosiy tabl close togeth still beauti place enjoy nice dinner ,place ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
924,1273,love fact pizza tast good cheap ,pizza ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
925,590,nicki nose bar treat ,bar ,0,4,[[0.5 0.5 0.5 0.5]],0.5
926,179,servic prompt friendli great ,servic ,1,4,[[0.5 0.5 0.5 0.5]],0.5
927,109,havent eat lamb chop delici thatth salad realli nice dress lemon extra virgnin oliv oil ,lamb chop ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.0
928,109,havent eat lamb chop delici thatth salad realli nice dress lemon extra virgnin oliv oil ,salad ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
929,109,havent eat lamb chop delici thatth salad realli nice dress lemon extra virgnin oliv oil ,lemon ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
930,109,havent eat lamb chop delici thatth salad realli nice dress lemon extra virgnin oliv oil ,extra virgnin oliv oil ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.0
931,339,sushi aw ,sushi ,-1,2,[[0.70710678 0.70710678]],0.7071067811865475
932,2487,get excel meal mani indian restaur nearbi lexington avenu cost one dainti dish ,meal ,1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.2773500981126146
933,2487,get excel meal mani indian restaur nearbi lexington avenu cost one dainti dish ,cost ,2,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.2773500981126146
934,2487,get excel meal mani indian restaur nearbi lexington avenu cost one dainti dish ,dish ,1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.2773500981126146
935,499,pastrami sandwich like buttah pickl ici cold beer wash pleasur experi ,pastrami sandwich ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.0
936,499,pastrami sandwich like buttah pickl ici cold beer wash pleasur experi ,beer ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
937,499,pastrami sandwich like buttah pickl ici cold beer wash pleasur experi ,pickl ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
938,2589,plain pizza soggi creativ wild mushroomthird generationfornini pizza drench truffl oil middl make soggi nothingon rest ,plain pizza ,-1,16,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.4472136 0.2236068 0.2236068 0.4472136 0.2236068 0.2236068]]",0.0
939,2589,plain pizza soggi creativ wild mushroomthird generationfornini pizza drench truffl oil middl make soggi nothingon rest ,truffl oil ,0,16,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.4472136 0.2236068 0.2236068 0.4472136 0.2236068 0.2236068]]",0.0
940,2589,plain pizza soggi creativ wild mushroomthird generationfornini pizza drench truffl oil middl make soggi nothingon rest ,wild mushroomthird generationfornini pizza ,1,16,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.4472136 0.2236068 0.2236068 0.4472136 0.2236068 0.2236068]]",0.0
941,3701,late nite omellet good varieti ,omellet ,-1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
942,3050,complain small tip ,tip ,-1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
943,1185,great place pick cheap lunch dinner ,lunch ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
944,1185,great place pick cheap lunch dinner ,dinner ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
945,1555,behind counter two men squeez ,counter ,-1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
946,1032,whenev need sushi fix mizu qualiti fish great servic ,fish ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
947,1032,whenev need sushi fix mizu qualiti fish great servic ,servic ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
948,1032,whenev need sushi fix mizu qualiti fish great servic ,sushi fix ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
949,1124,waitress sweet accomod overbear ,waitress ,1,4,[[0.5 0.5 0.5 0.5]],0.5
950,1663,went wife wait tabl even though could see mani empti reserv sigh ,reserv sigh ,0,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
951,1663,went wife wait tabl even though could see mani empti reserv sigh ,tabl ,-1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.2886751345948129
952,1690,realli disappoint ant want tell everyon go eat even take food ,food ,-1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
953,788,websit rate make place look wonder realiti disappoint ,place ,2,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
954,1780,despit slightli limit menu everyth prepar done perfect ultra fresh work food art ,menu ,-1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.2773500981126146
955,1780,despit slightli limit menu everyth prepar done perfect ultra fresh work food art ,food art ,1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.0
956,742,outdoor atmospher sit sidewalk watch world go feet away 6th avenu cool even wonder ,outdoor atmospher ,1,14,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124]]",0.0
957,1471,larg top ,top ,0,2,[[0.70710678 0.70710678]],0.7071067811865475
958,3352,brick oven galleri pick best pizza restaur anywher ,pizza ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
959,3315,add great servic great food reason price begin great even ,servic ,1,10,[[0.25 0.25 0.25 0.25 0.75 0.25 0.25 0.25]],0.25
960,3315,add great servic great food reason price begin great even ,food ,1,10,[[0.25 0.25 0.25 0.25 0.75 0.25 0.25 0.25]],0.25
961,3315,add great servic great food reason price begin great even ,price ,1,10,[[0.25 0.25 0.25 0.25 0.75 0.25 0.25 0.25]],0.25
962,3393,mani peopl may seem like aunthent thai food place nyc arent quit authent ,thai food ,-1,13,"[[0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501
  0.2773501 0.2773501 0.2773501 0.2773501 0.2773501 0.2773501]]",0.0
963,2157,grow ny eaten share bagel ,bagel ,0,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
964,3018,oh dont even let start expens bill ,bill ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
965,257,scallion pancak fri dumpl noth ordinari ,scallion pancak ,0,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.0
966,257,scallion pancak fri dumpl noth ordinari ,fri dumpl ,0,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.0
967,813,appet salad fabul steak mouth water pasta delici ,appet ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
968,813,appet salad fabul steak mouth water pasta delici ,salad ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
969,813,appet salad fabul steak mouth water pasta delici ,steak ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
970,813,appet salad fabul steak mouth water pasta delici ,pasta ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
971,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,tabl ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.3333333333333333
972,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,serv ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.3333333333333333
973,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,dish ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.16666666666666666
974,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,tabl ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.3333333333333333
975,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,serv ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.3333333333333333
976,2862,besid tabl promis given restaur patron twice actual seat serv dish hadnt order three time receiv one order minut rest tabl serv order undercook charg bill ,bill ,-1,26,"[[0.16666667 0.16666667 0.16666667 0.16666667 0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.5        0.16666667 0.16666667
  0.16666667 0.16666667 0.16666667 0.16666667 0.33333333 0.33333333
  0.16666667 0.16666667 0.16666667 0.16666667]]",0.16666666666666666
977,3292,servic top notch ,servic ,1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
978,3343,food inconsist ,food ,-1,2,[[0.70710678 0.70710678]],0.7071067811865475
979,3135,also special order kind dumplingetc ,dumpl ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.0
980,2018,pretti much full fondu appet ,fondu appet ,0,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.0
981,3551,care request extra spice ,spice ,0,4,[[0.5 0.5 0.5 0.5]],0.5
982,2355,octopu eater floor octopu salad ,octopu salad ,1,5,[[0.37796447 0.37796447 0.75592895 0.37796447]],0.0
983,3178,thought place use much msg cook food ,food ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
984,3178,thought place use much msg cook food ,msg cook ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.0
985,2211,tom kha soup pathet ,tom kha soup ,-1,4,[[0.5 0.5 0.5 0.5]],0.0
986,2317,start bombay beer big enough two ,bombay beer ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.0
987,175,decor vibrant eyepleas sever semipriv both right side dine hall great date ,decor ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.2886751345948129
988,175,decor vibrant eyepleas sever semipriv both right side dine hall great date ,dine hall ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
989,175,decor vibrant eyepleas sever semipriv both right side dine hall great date ,semipriv both ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
990,1609,servic quick ,servic ,1,2,[[0.70710678 0.70710678]],0.7071067811865475
991,1057,drawback servic slow dont toast ,servic ,-1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
992,3188,went offic lunch ,offic lunch ,0,3,[[0.57735027 0.57735027 0.57735027]],0.0
993,2882,sweet lassi excel lamb chettinad garlic naan rasamalai forgett ,sweet lassi ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
994,2882,sweet lassi excel lamb chettinad garlic naan rasamalai forgett ,lamb chettinad ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
995,2882,sweet lassi excel lamb chettinad garlic naan rasamalai forgett ,garlic naan ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
996,2882,sweet lassi excel lamb chettinad garlic naan rasamalai forgett ,rasamalai ,-1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
997,1948,weve follow chef lyle food around new york year remain classic innov bistro fare made us return return ,bistro fare ,1,18,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.4472136 0.2236068
  0.2236068 0.2236068 0.2236068]]",0.0
998,1948,weve follow chef lyle food around new york year remain classic innov bistro fare made us return return ,chef ,1,18,"[[0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.2236068
  0.2236068 0.2236068 0.2236068 0.2236068 0.2236068 0.4472136 0.2236068
  0.2236068 0.2236068 0.2236068]]",0.22360679774997896
