reviewText,AspectTerm,Sentiment
"This pizza dough was completely and utterly unusable , without the addition of more than a cup of spelt flour , which defeats the whole GF idea .",food general,negative
"Luckily we weren ' t going for GF , just Wheat - free , so I was able to salvage it and the taste was okay ; wasn ' t really pizza dough . but for my son who hasn ' t had a pizza in two years it was acceptable .",food quality,neutral
I will never use it again !,food general,negative
"I do love the original Cheetos Cheese Puffs , but not the fact my fingers end up covered with the orange - colored coating on the puffs .",food general,positive
I have eaten several bags of Barbara ' s Bakery Gaked White Cheddar Cheese Puffs and was disappointed at not being able to detect white cheddar but the puffs are very light with a pleasant flavor .,food quality,negative
I have eaten several bags of Barbara ' s Bakery Gaked White Cheddar Cheese Puffs and was disappointed at not being able to detect white cheddar but the puffs are very light with a pleasant flavor .,food quality,positive
They have a light crispy crunch to them and can be eaten without a beverage as they do not seem dry to my mouth .,food quality,positive
"It would be difficult to eat just a small quantity of them , but I found them to be a delicious , non - filling snack as well as being healthier than the fried kind .",food style_options,negative
I will certainly order them again in the future .,food recommendation,positive
"Even though I hate sugar in any coffee beverage , this is pretty good .",food general,positive
"At 45 calories a can , there are probably 3 teaspoons of sugar .",food general,neutral
"That ' s kinda hefty , but it doesn ' t taste that sweet .",food quality,negative
"While it has a pretty strong flavor , it certainly doesn ' t have the robust , fresh ground flavor one may expect from Illy .",food quality,positive
"While it has a pretty strong flavor , it certainly doesn ' t have the robust , fresh ground flavor one may expect from Illy .",food quality,negative
"And , it tastes like it ' s been sitting in a can , because it has .",food quality,negative
These are amazing pouches .,food general,positive
"It ' s not always easy to get him to eat vegetables and fruits , and this is a nice , convenient way to encourage healthy eating .",food general,positive
I HIGHLY recommend these !,food recommendation,positive
"This is the most nutritious version of the HappyTot pouch , as well .",food general,positive
I usually have these after dinner and its pretty nice .,food general,positive
Doesn ' t have a clean ( refreshing ) after taste as I would have expected from a herbal mint tea but its fairly ok .,food quality,negative
Doesn ' t have a clean ( refreshing ) after taste as I would have expected from a herbal mint tea but its fairly ok .,food general,neutral
My dad who doesn ' t usually drink tea loves this stuff too .,food general,positive
"If you don ' t mind minty taste though , this product is not for you .",food quality,negative
I like the fact that its herbal and does not have caffein in it .,food general,positive
I like the fact that its herbal and does not have caffein in it .,food general,positive
"a tremendous flavor . hot enough to make you break a sweat . the best sauce that i have ever used . not for the timid . my first time in famous dave ' s restaurant , i knew this was for me . the price through amazon is a great savings .",food quality,positive
"a tremendous flavor . hot enough to make you break a sweat . the best sauce that i have ever used . not for the timid . my first time in famous dave ' s restaurant , i knew this was for me . the price through amazon is a great savings .",food general,positive
"a tremendous flavor . hot enough to make you break a sweat . the best sauce that i have ever used . not for the timid . my first time in famous dave ' s restaurant , i knew this was for me . the price through amazon is a great savings .",amazon prices,positive
Our dog really loves these and they are just the right size for training .,food general,positive
Our dog really loves these and they are just the right size for training .,food style_options,positive
The main reason I tried this brand is because it is MADE IN AMERICA .,food general,positive
The price is not bad either .,food prices,positive
We take this as a daily supplement in our home .,food general,positive
The raspberry lemon flavor is tangy but pleasant .,food quality,positive
"I appreciate the larger size as this makes using this product regularly , to be more affordable .",food style_options,positive
"I appreciate the larger size as this makes using this product regularly , to be more affordable .",food prices,positive
I rated this 4 stars instead of 5 because acting like a backyard chemist and having to mix toxic liquids scares me .,food quality,negative
"However , the premixed version "" Rose Pride Aerosol "" is 5 star , so take a look at my review for that and see if that meets your needs .",food quality,positive
"It ' s hard to find , but worth it .",amazon availability,negative
"It ' s hard to find , but worth it .",food prices,positive
I am so happy everytime,food general,positive
I especially like the variety pack and the prices on Amazon are great for the product .,food style_options,positive
I especially like the variety pack and the prices on Amazon are great for the product .,amazon prices,positive
I shall definitely be reording soon as supplies are dwindling .,food recommendation,positive
Kudo ' s to Senseo for such a great coffee and Amazon for presenting it to the public on their site .,food general,positive
Ginger Honey Crystals are easy and have a delicious flavor .,food quality,positive
Ginger Honey Crystals are easy and have a delicious flavor .,food general,positive
This is a strong tea and I enjoy it hot or cold .,food general,positive
I strongly recommend this product if you enjoy ginger tea .,food recommendation,positive
The spices were accurate if a little cheap tasting .,food quality,negative
"The tea type is wrong , thai iced tea is not made with green tea .",food general,negative
The orange food dye seemed a little much .,food quality,negative
When I brewed the tea it made my entire house smell terrible for the entire day .,food quality,negative
It is cheap but I dont think I will even brew another batch .,food prices,positive
This case is perfect for oganizing small to medium sized electronics .,food general,positive
"The padding inside is thick , and the case is sturdy so it can sit on its own without collapsing .",food style_options,positive
"The padding inside is thick , and the case is sturdy so it can sit on its own without collapsing .",food style_options,positive
Overall the perfect case for small to medium sized items that you want to keep protected with padding and a zippered top .,food general,positive
We fell in love with the spicy pizza oil they used to serve at Buca de Beppo ' s but it was eventually pulled when the bean counters took over ( and they removed the spicy pizza itself ) .,food general,positive
This oil is very similar .,food general,positive
"The only thing I didn ' t care for is the bottle design because it is impossible to pour without it getting some product on the outside of the bottle , leaving a sticky mess .",food style_options,negative
But the oil is yummy !,food quality,positive
"I have tried a number of European butters , but even the best among them , Lurpak is not as good as Plugra .",food quality,positive
"Lurpak comes fairly close in taste , but Plugra has more complex , tangy flavor I crave for .",food quality,positive
I was about to order these but saw that the second ingredient is hydrogenated oil .,food quality,negative
Since this oil is so harmful it ' s banned for use in restaurants in some cities,food quality,negative
No thanks .,food general,negative
This is that tea !,food general,positive
"I am not trying to delve into hyperbole here , but I look forward to opening up one of these bags and letting it steep .",food general,positive
"It ' s good , really good !",food general,positive
"Anyway , these little bites are perfect : no wheat gluten , no weird ingredients that I can ' t pronounce , and made in the U .",food general,positive
"Anyway , these little bites are perfect : no wheat gluten , no weird ingredients that I can ' t pronounce , and made in the U .",food general,positive
"Anyway , these little bites are perfect : no wheat gluten , no weird ingredients that I can ' t pronounce , and made in the U .",food general,positive
taste and texture were diapointing .,food quality,negative
. . just very blan and boring .,food general,negative
Just tastes like a bunch of seeds stuck .,food quality,negative
"The chocolate one is my favorite ( not the goji berry ) , but even the chocolate is not worth getting .",food general,positive
Good coffee and its a fair trade product so you can feel extra great inhaling the scent and complex yet simple flavors yet knowing you ' ve helped the earth and the people on it a bit in your small way .,food quality,positive
Good coffee and its a fair trade product so you can feel extra great inhaling the scent and complex yet simple flavors yet knowing you ' ve helped the earth and the people on it a bit in your small way .,food general,positive
the price is not bad on amazon . .,amazon prices,neutral
"These don ' t taste like cardboard , thankfully ; they have a pleasant , subtle almost nutty flavor , as if peanut butter is in them .",food quality,positive
"However , the texture , even in the center of the cookie , is not moist at all ! !",food style_options,negative
They also crumble easily .,food style_options,negative
They are alright but nothing I ' d purchase again .,food general,negative
This wheat free bread mix is great my whole family enjoys the taste and we add ground flax to it also .,food general,positive
This wheat free bread mix is great my whole family enjoys the taste and we add ground flax to it also .,food quality,positive
This wheat free bread mix is great my whole family enjoys the taste and we add ground flax to it also .,food quality,positive
We have done the pizza with the same mix and it is also good .,food general,positive
Great product ! ! !,food general,positive
My dogs absolutely loved it .,food general,positive
This will be very convenient for my agility lessons and shows with my dogs .,food general,positive
Great product ! ! !,food general,positive
This is delicious !,food quality,positive
"Not only do I love this mix , but 10 of my friends have tried it and love it too !",food general,positive
"Not only do I love this mix , but 10 of my friends have tried it and love it too !",food general,positive
"I grabbed these up on a Friday sale , six bags for 6 .",food prices,positive
What a bargain !,food prices,positive
Delighted here !,food general,positive
"This unbleached flour is made of red wheat , so the color is beautiful and makes a rich light brown loaf .",food style_options,positive
"This unbleached flour is made of red wheat , so the color is beautiful and makes a rich light brown loaf .",food quality,positive
The grain is uniform and fine and it is delicious .,food style_options,positive
The grain is uniform and fine and it is delicious .,food quality,positive
My strongest recommendation .,food recommendation,positive
"Quality of the peanuts are okay ( on a quality rating scale of okay , good and fine ) but the size of the peanuts are the smallest I have found in my local grocery chains .",food quality,neutral
"Quality of the peanuts are okay ( on a quality rating scale of okay , good and fine ) but the size of the peanuts are the smallest I have found in my local grocery chains .",food style_options,negative
The best sauce I have ever bought .,food general,positive
Very hot and very flavorful .,food quality,positive
I have bought it twice online and I am very happy that I found it .,amazon availability,positive
Excellent taste and a great weight loss boost .,food quality,positive
Excellent taste and a great weight loss boost .,food general,positive
I was very pleased with overall value .,food general,positive
"A little pricey , but as always you must pay higher for effective items .",food prices,negative
"Purchase this item for all at KFORDHEALTH CARE STAFFING , needless to say they love it .",food general,positive
I love this smaller size coffee can,food style_options,positive
3 cans equal one large container and it ' s cheaper than you can buy it in the grocery stores .,food prices,positive
I go through a can a week which is perfect because the coffee is fresh until the end - unlike the bigger containers which would taste stale after not even 2 weeks of being opened .,food quality,positive
Love it !,food general,positive
Chocolate Chex is one of the few that we can eat and not feel ( too ) guilty about !,food general,positive
"Very filling and yummy , these can be eaten even by the handful for a quick pick - me - up !",food quality,positive
Hopefully Amazon can continue to keep these cheaper than the store !,amazon prices,positive
It is very good !,food general,positive
The price here is not right .,food prices,negative
"For me , Kettle is the best brand on the market .",food general,positive
They really know how to turn the humble potato into something fit for the gods !,food general,positive
"I didn ' t think anything could top their salt and pepper chips , but these are my new favorite .",food general,positive
The flavors are pure and real .,food quality,positive
They go great with just about everything and are highly addictive !,food general,positive
They go great with just about everything and are highly addictive !,food general,positive
I hope they come out with a low fat version ; their low fat chips are excellent but they need more flavors .,food general,positive
I hope they come out with a low fat version ; their low fat chips are excellent but they need more flavors .,food style_options,negative
This Caponata is delicious and works on so many things .,food general,positive
"We love to give it for hostess gifts , teacher gifts and just for fun !",food general,positive
I received the hazelnut order yesterday .,food general,neutral
"The box was wet , some of the hazelnut was leaking and I had to throw out some of the product .",food general,negative
"The box was wet , some of the hazelnut was leaking and I had to throw out some of the product .",food general,negative
It has been not a good experience .,food general,negative
"When you open the package of this cereal , you can definitely smell a nutty aroma .",food general,positive
"The flakes are light , sweet , and nutty , and stand up pretty well to milk .",food quality,positive
"The flavor is both sweet and nutty , though not overly so .",food quality,positive
"If you like nutty , sweet cereal , this is a good one to try !",food general,positive
This one actually tastes good .,food quality,positive
"It ' s not something I would crave because of the taste , but for a protein shake it ' s really very good !",food general,positive
I recommend it !,food recommendation,positive
"Okay , this is so good .",food general,positive
The fact that i can make a serving a night is awesome .,food general,positive
Love that it is made with yogurt .,food general,positive
The regular Brownie Mix is my favorite .,food general,positive
"Heavy with the caramel and the flavor , a bit light on the nuts - but they are in there .",food quality,positive
The cranberries are a very nice touch if you like something chewy with your caramel corn .,food quality,positive
"Comparable to Poppycock but a bit more flavor and lighter on the nuts , a very good change of pace .",food quality,positive
"I ' m still disappointed with the "" lower sodium "" label .",food general,negative
The flavor and texture are still good .,food quality,positive
The flavor and texture are still good .,food style_options,positive
I wish their advertising was more transparent - it would make me trust the company a little more .,polarity negative,positive
"If you ' re looking for a combination of the three flavors mentioned in the title of this tea , it ' s probably not a good idea for you to purchase this ( especially 6 boxes of it ) .",food general,negative
"The tea ' s flavor is dominated by ginger , and some lemongrass , with barely any green tea taste .",food quality,negative
"The tea ' s flavor is dominated by ginger , and some lemongrass , with barely any green tea taste .",food quality,negative
"That ' s right , not lemon , but lemongrass .",food quality,negative
"Not exactly what one might expect from a product titled "" lemon ginger green tea .",food general,negative
"It doesn ' t necessarily have a bad taste , just an unexpected one .",food quality,negative
I love these almonds .,food general,positive
They are my favorite to date and I would definitely buy again .,food general,positive
They are my favorite to date and I would definitely buy again .,food recommendation,positive
"The taste is crunchy , they are well toasted and the salt that has been added is just perfect .",food quality,positive
"The taste is crunchy , they are well toasted and the salt that has been added is just perfect .",food quality,positive
"The taste is crunchy , they are well toasted and the salt that has been added is just perfect .",food quality,positive
"Not too little , not too much .",food style_options,positive
Best I have ever eaten ! !,food general,positive
Plocky ' s Red Beans and Rice Tortilla Chips are really tasty .,food general,positive
She said Ummm they are Good .,food general,positive
They are good for you too .,food recommendation,positive
No artificial stuff .,food quality,positive
I really enjoy a coffee package that is so inviting and has socially uplifting things to say .,food general,positive
"The coffee inside was good , as well .",food general,positive
"However , to break it down - - it was one of the smoothest coffees I ' ve ever had , like drinking silk .",food quality,positive
"The flavor was mild , pleasant , but for me , the taste was too bland , did not stand out .",food quality,positive
"The flavor was mild , pleasant , but for me , the taste was too bland , did not stand out .",food quality,negative
"Perhaps another way of putting it is to say the coffee was thin and therefore , not ultimately satisfying .",food general,negative
"I do feel there are others , though , who would appreciate a coffee lite .",food general,neutral
If you enjoy flavored coffee and like dark chocolate this is the coffee for you .,food general,positive
The chocolate flavor is super rich .,food quality,positive
"In fact , for my taste I made the coffee a second time and stronger because at first the chocolate flavor seemed to diminsh any taste of coffee .",food general,neutral
Strong it makes a very nice espresso and we especially like it for after dinner coffee due to the sweetness .,food general,positive
Love these chips .,food general,positive
"Good taste , very crispy and very easy to clean up the entire 3 oz . bag in one sitting .",food quality,positive
"Good taste , very crispy and very easy to clean up the entire 3 oz . bag in one sitting .",food quality,positive
NO greasy after - taste .,food quality,positive
Original and barbecue flavors are my favorites but I haven ' t tried all flavors .,food style_options,positive
Great product .,food general,positive
I was pleasantly surprised when this product showed up packaged in two # 10 cans ( think BIG coffee can ) .,food general,positive
"The product itself is as unromantic as you can get , we ' re talking eggs here",food style_options,positive
"Even though these are in sealed , individual packages , which is nice , it seems like they don ' t retain there freshness .",food general,negative
"Even though these are in sealed , individual packages , which is nice , it seems like they don ' t retain there freshness .",shipment quality,positive
A few of the sticks got like shoe leather and had little taste .,food quality,negative
I would not purchase them again .,food general,negative
Also the sticks get very hard .,food style_options,negative
It is the best whole wheat pasta I have had . tastes like semolina pasta . great texture espaecially .,food general,positive
It is the best whole wheat pasta I have had . tastes like semolina pasta . great texture espaecially .,food style_options,positive
Give it a try you wont be disapointed .,food general,positive
Nice and al dente .,food general,positive
A friend recommended I try this and it was very good tasting coffee .,food quality,positive
A smooth after taste and a kind of woodsey flavor .,food quality,positive
A smooth after taste and a kind of woodsey flavor .,food quality,positive
Some other coffees I have found that are great are the Wegman ' s dark roast espresso beans ( which I brew lightly ) and also the medium roast regular coffee at panera Bread .,food general,positive
Some other coffees I have found that are great are the Wegman ' s dark roast espresso beans ( which I brew lightly ) and also the medium roast regular coffee at panera Bread .,food general,positive
LOLNice coffee .,food general,positive
This is the best packaged soup mix ever .,food general,positive
"Very easy to prepare and there are many ways you can jazz it up if you want - ham , bacon bits , clams - more veggies .",food general,positive
Sometimes it can be found locally - and sometimes not ( all sold out ? ) and that ' s the reason we order a case at a time .,amazon availability,positive
It is a great product .,food general,positive
Also never a problem with shipping or packaging .,shipment delivery,positive
Also never a problem with shipping or packaging .,shipment quality,positive
The product is great .,food general,positive
"So , as long as you don ' t mind getting ripped by 20 % . . . . . . keep this in mind when ordering .",food general,negative
"I ' ve tried them all and this is by far the smoothest , tastiest and most mellow of anything",food quality,positive
"I ' ve tried them all and this is by far the smoothest , tastiest and most mellow of anything",food quality,positive
"I ' ve tried them all and this is by far the smoothest , tastiest and most mellow of anything",food quality,positive
I recommend it highly !,food recommendation,positive
Could have just went to the store for the variety i got here ! ! ! ! ! ! ! ! ! !,amazon availability,negative
Other energy products don ' t taste as good as these do .,food quality,positive
They are conveniently packed in little pouches so they are easy to grab and take along when we ride .,shipment quality,positive
Good stuff !,food general,positive
I absolutely love Pop Chips .,food general,positive
"Cheddar is my favorite , but I thought I ' d try these cause I like Parmesan too .",food general,positive
"Cheddar is my favorite , but I thought I ' d try these cause I like Parmesan too .",food general,positive
. . you ' d better like garlic if you buy these because the garlic flavor definitely overwhelms the Parmesan flavor .,food quality,positive
"All in all , these are great chips if you ' re watching your weight .",food general,positive
They are crispy and flavorful and much lower calories than regular chips .,food quality,positive
I like the chocolate and I like the pseudo - peanut butter taste but ultimately a granola bar survives by the quality of the granola .,food general,positive
I like the chocolate and I like the pseudo - peanut butter taste but ultimately a granola bar survives by the quality of the granola .,food quality,positive
It ' s pretty sub - par granola .,food general,positive
These are ok snacks but I like other granola bars better .,food general,positive
I do love Stash Honeybush but the tea bag version .,food general,positive
The tea leaves are cut TOO SMALL !,food style_options,negative
I ' m definitely not getting this again .,food general,negative
Product taste a little like red bull .,food quality,positive
"I was hoping for the same great taste of original Hansens , but if you like red bull  you ' ll like Diet Hansens",food quality,positive
I have tried hundreds of hot chocolates from the really expensive and really cheap and this is by far the best you can ever have .,food general,positive
It is creamy and the wonderful taste of Butterfingers .,food quality,positive
It is like a candy bar in a mug .,food general,positive
However it is not overpowering .,food general,positive
If you want to try something delicious this is perfect .,food general,positive
I love it .,food general,positive
Had to order more it was so good .,food general,positive
Not too spicy to burn on the way out but just a little kick in the pants .,food general,positive
I ' ll probably buy it again after I run out this time,food general,positive
These cakes do not taste fresh and have little flavor .,food quality,negative
The tamari is far too slight and the sesame is not noticeable at all .,food style_options,negative
The tamari is far too slight and the sesame is not noticeable at all .,food style_options,negative
The effect is a bland flavor .,food quality,negative
"The texture is chewy , not crisp as one would want in a rice cake .",food quality,negative
"Overall , a disappointing product .",food general,negative
Delicious bbq sauce .,food quality,positive
Sweet Baby Ray is so far the best,food quality,positive
"My cats love this cat food and it ' s loaded with juicy gravy , which my male cat needs to keep from getting urinary tract infection .",food general,positive
"My cats love this cat food and it ' s loaded with juicy gravy , which my male cat needs to keep from getting urinary tract infection .",food quality,positive
My male cat even goes into the trash bag to lick the can and lid .,food general,positive
"When you read the cat food labels you will see that Wellness has eliminated the grain , useless fillers and by - products from their formulas .",food quality,positive
My kitties love all the flavors and will always come back for more .,food quality,positive
This is one of the best and healthiest cat food on the market and it was NOT involved in the massive pet food recalls of couple years ago .,food quality,positive
The Sans Sucre Lemon Mousse Mix is a very good tasting and light diabetic friendly snack .,food quality,positive
The Sans Sucre Lemon Mousse Mix is a very good tasting and light diabetic friendly snack .,food quality,positive
"The lemon flavor is not overpowering and doesn ' t have a "" fake "" taste that other diet products seem to have .",food quality,positive
"The lemon flavor is not overpowering and doesn ' t have a "" fake "" taste that other diet products seem to have .",food quality,positive
The suggested serving size is a little small as we got 3 reasonable size servings instead of the four indicated on the packet .,food style_options,negative
We also like the Sans Sucre Mousse Mix - Chocolate Cheesecake a lot !,food general,positive
Recommended !,food recommendation,positive
"I like the scent , and it doesn ' t seem to dry out my hair or scalp so all ' s good .",food quality,negative
"I like the scent , and it doesn ' t seem to dry out my hair or scalp so all ' s good .",food general,positive
This is a good quality coffee for a great price .,food quality,positive
This is a good quality coffee for a great price .,food prices,positive
I buy it by the case for my office and get it even cheaper by setting an automatic delivery every 3 months .,amazon prices,positive
I buy it by the case for my office and get it even cheaper by setting an automatic delivery every 3 months .,shipment delivery,positive
"33 oz . can , nice !",food general,positive
Great coffee .,food general,positive
I love this k - cup flavor .,food general,positive
"Delicious full bodied coffee for bold coffee lovers , doesn ' t disappoint .",food quality,positive
"Delicious full bodied coffee for bold coffee lovers , doesn ' t disappoint .",food general,positive
"I always buy in bulk , because the price per cup decreases , but also because I KNOW I ' m going to drink a lot .",food prices,positive
Love this coffee !,food general,positive
It is a great tomato product .,food general,positive
Amazon has no clue how to package stuff .,shipment quality,negative
A carton twice the size of the inner package of cans with a few sheets of air bubbles .,shipment quality,negative
It is my biggest complaint with Amazon - packing sucks,shipment quality,negative
"I love the taste of pop - chips but , I think it is a little too salty .",food quality,positive
"I love the taste of pop - chips but , I think it is a little too salty .",food quality,negative
"The manufacturer for some reason decided that it looked , tasted too healthy and decided to add extra salt to appeal to a broad audience .",food quality,positive
I think they woul ' ve been better served keeping the salt content low .,food general,negative
I would recommend the barbecue flavor which doesn ' t suffer from the same problem . the worst I think is the sour - cream ( or something like that ) flavor .,food recommendation,positive
I would recommend the barbecue flavor which doesn ' t suffer from the same problem . the worst I think is the sour - cream ( or something like that ) flavor .,food quality,negative
This one is ok .,food general,neutral
"I am nursing my son who has a milk protein allergy , which means no chocolate , and when I found this I was so excited",food general,positive
I feel like it is good for me and tastes good too while allowing me to healhfully feed my baby - yay !,food quality,positive
My whole family loves the sea salt chips .,food general,positive
The other two look tasty but have whey which is too bad for us .,food quality,positive
They are delicious though and you save a dollar per bag through amazon vs .,food quality,positive
They are delicious though and you save a dollar per bag through amazon vs .,amazon prices,positive
Nuts arrived in good time .,shipment delivery,positive
The cashews were big & very few broken .,food style_options,positive
Top quality compared to what I buy from stores .,food quality,positive
Definitely 5 star .,food quality,positive
Will buy from them again .,food general,positive
I love pumpkin lattes .,food general,positive
. if you want a good lattes double shot of espresso steamed milk this syrup and you have it madeWell be ordering more especially at 12 a bottle,food recommendation,positive
"Although the ingredients aren ' t quite as good as the premium brand I ' ve been giving them , I certainly don ' t consider it poison as some reviewers have stated .",food general,neutral
It might cause bloating but it won ' t kill them .,food quality,negative
Love them .,food general,positive
Especially tasty on cottage cheese .,food quality,positive
We will continue to order these oven roasted almond delights so that we always have some available .,food recommendation,positive
This is my favorite GF pancake mix so far .,food general,positive
"I love Pamela ' s Baking Mix for nearly everything else , but Bob ' s is my favorite pancake mix for sure .",food general,positive
"I love Pamela ' s Baking Mix for nearly everything else , but Bob ' s is my favorite pancake mix for sure .",food general,positive
"They are thinner than wheat pancakes , but have a nice texture if you don ' t try to make them too thick , which tend to get dense .",food style_options,positive
These please my family just fine !,food general,positive
I have been a long time fan of coconut water from drinking the ones in supermarkets which are great but lack portability to buying the many brands carried by Amazon .,amazon availability,positive
"My favorite packaged coconut water in order of best tasting was Zico , One , then Vita Coco .",food quality,positive
"My favorite packaged coconut water in order of best tasting was Zico , One , then Vita Coco .",food quality,positive
I decided to give this particular brand a chance and the taste is okay and priced reasonably .,food quality,positive
I decided to give this particular brand a chance and the taste is okay and priced reasonably .,food prices,positive
I would rate this behind One for taste .,food quality,positive
I like the convenience of having it in a can but the cans look somewhat dirty compared to ones normally used for soda .,shipment quality,positive
"I bought the Almond & Apricot flavor , however the bar has an overwhelming coconut flavor .",food quality,negative
"This would be fine if you like coconut , but I do not .",food general,positive
When in Jamaica I drink JBM coffee and have come to develope a fine appreciation for the bean .,food general,positive
"To be clear , I was greatly dissapointed .",food general,negative
"I found bits of husk from the bean , which doesn ' t make coffee , and is considered filler .",food general,negative
"The flavor left something to be desired as well , it tasted like folgers coffee without all the acid .",food quality,negative
"I was hoping to leave a great review of this product , but honesty forbids it .",food general,negative
"Although the product grew very quickly ( within one week ) and our cats absolutely loved the product , we ended up throwing it in the trash after two weeks because of some sort of mold or fungal growth .",food general,positive
"Although the product grew very quickly ( within one week ) and our cats absolutely loved the product , we ended up throwing it in the trash after two weeks because of some sort of mold or fungal growth .",food general,negative
"Regardless , I would never purchase this product again because I don ' t want to risk my cats getting sick from it .",food general,negative
This is great hot chocolate .,food general,positive
Not watery like some others and my husband really likes this one .,food quality,positive
Thank you .,food general,positive
Food is great and the cats like it .,food general,positive
Food is great and the cats like it .,food general,positive
"Price was decent using the subscribe and save program , and the product was fresh .",amazon prices,positive
"Price was decent using the subscribe and save program , and the product was fresh .",food general,positive
"Although the cereal was still good , I do not like how much sugar is in it , nearly 50 % by weight .",food general,positive
I guess it isn ' t surprising why it is so tasty .,food quality,positive
"The coffee is good , and it stays fresh .",food general,positive
"The coffee is good , and it stays fresh .",food general,positive
Great price .,food prices,positive
I kept it in the original bag with a clip .,shipment quality,positive
It has a one way ' valve ' on the bag to push air out .,shipment quality,positive
I loved nestles diet ( low cal ) hot chocolate with marshmellows .,food general,positive
It was only 30 or 35 calories .,food quality,positive
Can not find it anywhere .,amazon availability,negative
It was the best !,food general,positive
"But , my cat ( & dogs ! ) thinks this treat is the greatest .",food general,positive
Just be aware of what you are ordering .,food general,neutral
What a fine product !,food general,positive
I do not think I can ever use any other kind of salt from now on .,food general,positive
I will buy it all the time now . fast delivery and a good price as well .,food recommendation,positive
I will buy it all the time now . fast delivery and a good price as well .,shipment quality,positive
I will buy it all the time now . fast delivery and a good price as well .,food prices,positive
"My dogs loved the Loving Pet Sticks but when I read they were made in China , I threw them away and refuse to buy Loving Pet ' s many other products until they are made in the US .",food general,positive
"As for these Barksters , they are made with only four ingredients and all are healthy ingredients .",food quality,positive
"Chihuahua ' s love the treats , or I should say they loved the crumbs .",food general,positive
"Chihuahua ' s love the treats , or I should say they loved the crumbs .",food general,positive
I rated these healthy treats 3 stars instead of 4 stars because the crisps were all broken up and were in crumbs .,food quality,negative
He is very picky and I have to admit that they taste better than regular pretzels .,food quality,positive
We are so grateful for such a tasty product .,food quality,positive
Nutiva Organic Coconut Oil is the finest quality coconut oil .,food quality,positive
The flavor is wonderful .,food quality,positive
This is an essential product and the 54 ounce jar from amazon . com is a great value .,amazon prices,positive
"- the first time I ordered Litter Pearls , and liked it so much I tried to order the same size again and was disappointed that all that was available was a substantially smaller size .",food general,positive
"Please get this size back , Amazon .",amazon availability,negative
Thanks .,food general,positive
This marinade is also good with pork .,food general,positive
It has a mouth - watering flavor that adds spice to your cooking .,food general,positive
This is great stuff !,food general,positive
You can use in place of peanut butter in lots of ways and the calorie difference really helps the waistline !,food recommendation,positive
The flavor is just like peanut butter -,food quality,positive
I sprinkle on top of a piece of toast with fruit spread and it tastes like peanut butter and jelly !,food quality,positive
"Also use it in wraps for a "" thai "" flavor and in smoothies - yum !",food recommendation,positive
This is WAY too much for crawfish .,food prices,negative
This is $ 30 . plus another $ 30 for shipping .,shipment prices,negative
Excellent product .,food general,positive
I ' m using a natural process to fight cancer in my lymph system and this is my usual breakfast meal .,food general,positive
"No preservatives , artificial color or flavors means I can safely eat this cereal daily without feeding the cancer cells .",food quality,positive
"Since I love grainy foods , it ' s GREAT !",food general,positive
These are very colorful but not the best tasting .,food general,positive
These are very colorful but not the best tasting .,food quality,negative
I used them for my sons first bday as we were having a very large party and didn ' t want to buy 20 mini cans but taste wise the quality was not there .,food quality,negative
. . the look was great .,food general,positive
The ratings for this food are among the highest and my Labrador LOVES this stuff !,food general,positive
The ratings for this food are among the highest and my Labrador LOVES this stuff !,food general,positive
I feel very good giving him this high quality food and am glad that my picky eater wants something that is so good for him .,food quality,positive
I feel very good giving him this high quality food and am glad that my picky eater wants something that is so good for him .,food quality,positive
"It ' s chunky and you can see peas , carrots , potato , and , of course , the chunks of meat .",food general,positive
I highly recommend this product !,food recommendation,positive
This is quality dog food and my 9 year old cocker spaniel loves it .,food quality,positive
This is quality dog food and my 9 year old cocker spaniel loves it .,food general,positive
She has more energy and is more alert .,food general,positive
It ' s expensive but our darling pets deserve the best .,food prices,negative
"Finally , someone has created baked chips that have a crunchy texture and good flavor .",food general,positive
"Finally , someone has created baked chips that have a crunchy texture and good flavor .",food quality,positive
"If you really attend to your health you want to avoid foods fried in oil , top 3 being french fries , donuts and potato chips .",food recommendation,positive
So the Popchips are an excellent option for potato chip lovers . though I prefer the Chili Lime flavor over the Sweet Potato ) .,food general,positive
"He loves it and , in my view , it is a very healthy dog formula .",food general,positive
"He loves it and , in my view , it is a very healthy dog formula .",food quality,positive
My dog has not had any problems since using Holistic Select .,food general,positive
I rate this product 5 stars .,food quality,positive
These chips are amazing .,food general,positive
Everyone loves them and they don ' t last long .,food quality,positive
It ' s ideal they come in a 12 pack .,food style_options,positive
"I bought this product , remembering the sweet almond taste of the Orzata beverage .",food quality,positive
"To my surprise , the sour taste of the added citric acid was strong enough to make the overall flavor tart instead of sweet .",food quality,positive
"Pure cane sugar , water , natural almond flavorI rest my case .",food quality,positive
This gravy is a little more bland than I expected .,food general,negative
Being a vegetarian that ' s nothing new I supposed .,food general,negative
"It solidifies rather quickly , so can ' t really be left on the table too long .",food general,negative
I periodically took them to work as a snack .,food general,positive
I found them so enjoyable and just right that I am anxious to get them again .,food general,positive
Very crip and just enough powdered chocolate to satisfy two cravings at once .,food quality,positive
I highly recommend them .,food recommendation,positive
"THIS SYRUP IS DELICIOUS , HOWEVER , IT IS A LITTLE EXPENSIVE .",food quality,positive
"THIS SYRUP IS DELICIOUS , HOWEVER , IT IS A LITTLE EXPENSIVE .",food prices,negative
I CAN NOT AFFORD TO PURCHASE,food prices,negative
